ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.PublicarCurso	publicarcurso	1591031178102	 	3.3.1
REQUEST	176		IniciadoSesion Redirect 1	1591031211308	1591031211311	OK	 
USER	PublicarCurso	321	START	1591031211352	1591031211352
REQUEST	321		Home	1591031211352	1591031211357	OK	 
REQUEST	281		IniciarSesion	1591031211352	1591031211357	OK	 
REQUEST	118		CrearCertificado	1591031211389	1591031211393	OK	 
REQUEST	177		IniciadoSesion	1591031210982	1591031211409	OK	 
REQUEST	177		IniciadoSesion Redirect 1	1591031211409	1591031211413	OK	 
USER	PublicarCurso	322	START	1591031211437	1591031211437
REQUEST	322		Home	1591031211438	1591031211442	OK	 
REQUEST	119		CrearCertificado	1591031211470	1591031211475	OK	 
REQUEST	282		IniciarSesion	1591031211470	1591031211475	OK	 
REQUEST	178		IniciadoSesion	1591031211078	1591031211486	OK	 
REQUEST	178		IniciadoSesion Redirect 1	1591031211486	1591031211490	OK	 
USER	PublicarCurso	323	START	1591031211540	1591031211540
REQUEST	323		Home	1591031211540	1591031211545	OK	 
REQUEST	283		IniciarSesion	1591031211573	1591031211578	OK	 
REQUEST	120		CrearCertificado	1591031211573	1591031211578	OK	 
REQUEST	179		IniciadoSesion	1591031211180	1591031211600	OK	 
REQUEST	179		IniciadoSesion Redirect 1	1591031211600	1591031211604	OK	 
USER	PublicarCurso	324	START	1591031211641	1591031211641
REQUEST	324		Home	1591031211642	1591031211646	OK	 
REQUEST	121		CrearCertificado	1591031211657	1591031211662	OK	 
REQUEST	284		IniciarSesion	1591031211668	1591031211672	OK	 
REQUEST	180		IniciadoSesion	1591031211272	1591031211683	OK	 
REQUEST	180		IniciadoSesion Redirect 1	1591031211684	1591031211688	OK	 
USER	PublicarCurso	325	START	1591031211737	1591031211737
REQUEST	325		Home	1591031211738	1591031211742	OK	 
REQUEST	122		CrearCertificado	1591031211748	1591031211752	OK	 
REQUEST	285		IniciarSesion	1591031211769	1591031211773	OK	 
REQUEST	181		IniciadoSesion	1591031211378	1591031211799	OK	 
REQUEST	181		IniciadoSesion Redirect 1	1591031211800	1591031211803	OK	 
USER	PublicarCurso	326	START	1591031211839	1591031211839
REQUEST	326		Home	1591031211839	1591031211843	OK	 
REQUEST	182		IniciadoSesion	1591031211481	1591031211861	OK	 
REQUEST	182		IniciadoSesion Redirect 1	1591031211861	1591031211865	OK	 
REQUEST	123		CrearCertificado	1591031211861	1591031211865	OK	 
REQUEST	286		IniciarSesion	1591031211872	1591031211876	OK	 
USER	PublicarCurso	327	START	1591031211941	1591031211941
REQUEST	327		Home	1591031211941	1591031211946	OK	 
REQUEST	124		CrearCertificado	1591031211941	1591031211946	OK	 
REQUEST	183		IniciadoSesion	1591031211573	1591031211964	OK	 
REQUEST	183		IniciadoSesion Redirect 1	1591031211965	1591031211969	OK	 
REQUEST	287		IniciarSesion	1591031211967	1591031211972	OK	 
USER	PublicarCurso	328	START	1591031212043	1591031212043
REQUEST	328		Home	1591031212044	1591031212048	OK	 
REQUEST	125		CrearCertificado	1591031212043	1591031212049	OK	 
REQUEST	184		IniciadoSesion	1591031211680	1591031212067	OK	 
REQUEST	184		IniciadoSesion Redirect 1	1591031212067	1591031212071	OK	 
REQUEST	288		IniciarSesion	1591031212068	1591031212072	OK	 
USER	PublicarCurso	329	START	1591031212143	1591031212143
REQUEST	329		Home	1591031212143	1591031212149	OK	 
REQUEST	126		CrearCertificado	1591031212147	1591031212152	OK	 
REQUEST	185		IniciadoSesion	1591031211780	1591031212161	OK	 
REQUEST	185		IniciadoSesion Redirect 1	1591031212161	1591031212165	OK	 
REQUEST	289		IniciarSesion	1591031212169	1591031212174	OK	 
USER	PublicarCurso	330	START	1591031212239	1591031212239
REQUEST	330		Home	1591031212239	1591031212244	OK	 
REQUEST	186		IniciadoSesion	1591031211883	1591031212256	OK	 
REQUEST	186		IniciadoSesion Redirect 1	1591031212256	1591031212259	OK	 
REQUEST	127		CrearCertificado	1591031212261	1591031212264	OK	 
REQUEST	290		IniciarSesion	1591031212272	1591031212275	OK	 
USER	PublicarCurso	331	START	1591031212341	1591031212341
REQUEST	331		Home	1591031212341	1591031212345	OK	 
REQUEST	187		IniciadoSesion	1591031211968	1591031212350	OK	 
REQUEST	187		IniciadoSesion Redirect 1	1591031212350	1591031212354	OK	 
REQUEST	128		CrearCertificado	1591031212363	1591031212369	OK	 
REQUEST	291		IniciarSesion	1591031212367	1591031212372	OK	 
USER	PublicarCurso	332	START	1591031212443	1591031212443
REQUEST	332		Home	1591031212444	1591031212448	OK	 
REQUEST	129		CrearCertificado	1591031212447	1591031212452	OK	 
REQUEST	188		IniciadoSesion	1591031212078	1591031212466	OK	 
REQUEST	188		IniciadoSesion Redirect 1	1591031212466	1591031212470	OK	 
REQUEST	292		IniciarSesion	1591031212468	1591031212473	OK	 
USER	PublicarCurso	333	START	1591031212538	1591031212538
REQUEST	333		Home	1591031212538	1591031212543	OK	 
REQUEST	130		CrearCertificado	1591031212538	1591031212543	OK	 
REQUEST	189		IniciadoSesion	1591031212180	1591031212559	OK	 
REQUEST	189		IniciadoSesion Redirect 1	1591031212559	1591031212563	OK	 
REQUEST	293		IniciarSesion	1591031212571	1591031212575	OK	 
USER	PublicarCurso	334	START	1591031212641	1591031212641
REQUEST	334		Home	1591031212641	1591031212646	OK	 
REQUEST	131		CrearCertificado	1591031212651	1591031212655	OK	 
REQUEST	294		IniciarSesion	1591031212673	1591031212678	OK	 
REQUEST	190		IniciadoSesion	1591031212330	1591031212694	OK	 
REQUEST	190		IniciadoSesion Redirect 1	1591031212695	1591031212699	OK	 
USER	PublicarCurso	335	START	1591031212741	1591031212741
REQUEST	335		Home	1591031212742	1591031212746	OK	 
REQUEST	191		IniciadoSesion	1591031212367	1591031212761	OK	 
REQUEST	132		CrearCertificado	1591031212758	1591031212762	OK	 
REQUEST	191		IniciadoSesion Redirect 1	1591031212761	1591031212764	OK	 
REQUEST	295		IniciarSesion	1591031212768	1591031212772	OK	 
REQUEST	192		IniciadoSesion	1591031212458	1591031212834	OK	 
USER	PublicarCurso	336	START	1591031212837	1591031212837
REQUEST	192		IniciadoSesion Redirect 1	1591031212835	1591031212839	OK	 
REQUEST	336		Home	1591031212838	1591031212842	OK	 
REQUEST	296		IniciarSesion	1591031212869	1591031212873	OK	 
REQUEST	133		CrearCertificado	1591031212869	1591031212874	OK	 
USER	PublicarCurso	337	START	1591031212939	1591031212939
REQUEST	337		Home	1591031212939	1591031212944	OK	 
REQUEST	134		CrearCertificado	1591031212950	1591031212954	OK	 
REQUEST	193		IniciadoSesion	1591031212571	1591031212958	OK	 
REQUEST	193		IniciadoSesion Redirect 1	1591031212958	1591031212961	OK	 
REQUEST	297		IniciarSesion	1591031212972	1591031212976	OK	 
USER	PublicarCurso	338	START	1591031213042	1591031213042
REQUEST	338		Home	1591031213042	1591031213046	OK	 
REQUEST	135		CrearCertificado	1591031213042	1591031213046	OK	 
REQUEST	298		IniciarSesion	1591031213068	1591031213071	OK	 
REQUEST	194		IniciadoSesion	1591031212673	1591031213076	OK	 
REQUEST	194		IniciadoSesion Redirect 1	1591031213077	1591031213080	OK	 
USER	PublicarCurso	339	START	1591031213137	1591031213137
REQUEST	339		Home	1591031213138	1591031213141	OK	 
REQUEST	195		IniciadoSesion	1591031212768	1591031213158	OK	 
REQUEST	195		IniciadoSesion Redirect 1	1591031213158	1591031213162	OK	 
REQUEST	136		CrearCertificado	1591031213158	1591031213162	OK	 
REQUEST	299		IniciarSesion	1591031213169	1591031213173	OK	 
USER	PublicarCurso	340	START	1591031213238	1591031213238
REQUEST	340		Home	1591031213238	1591031213243	OK	 
REQUEST	137		CrearCertificado	1591031213238	1591031213243	OK	 
REQUEST	196		IniciadoSesion	1591031212869	1591031213269	OK	 
REQUEST	196		IniciadoSesion Redirect 1	1591031213269	1591031213273	OK	 
REQUEST	300		IniciarSesion	1591031213271	1591031213276	OK	 
USER	PublicarCurso	341	START	1591031213341	1591031213341
REQUEST	341		Home	1591031213341	1591031213346	OK	 
REQUEST	197		IniciadoSesion	1591031212972	1591031213361	OK	 
REQUEST	197		IniciadoSesion Redirect 1	1591031213361	1591031213365	OK	 
REQUEST	301		IniciarSesion	1591031213363	1591031213368	OK	 
REQUEST	138		CrearCertificado	1591031213363	1591031213368	OK	 
REQUEST	139		CrearCertificado	1591031213432	1591031213436	OK	 
USER	PublicarCurso	342	START	1591031213443	1591031213443
REQUEST	342		Home	1591031213443	1591031213448	OK	 
REQUEST	302		IniciarSesion	1591031213458	1591031213462	OK	 
REQUEST	198		IniciadoSesion	1591031213068	1591031213464	OK	 
REQUEST	198		IniciadoSesion Redirect 1	1591031213464	1591031213467	OK	 
REQUEST	140		CrearCertificado	1591031213527	1591031213532	OK	 
USER	PublicarCurso	343	START	1591031213538	1591031213538
REQUEST	343		Home	1591031213539	1591031213542	OK	 
REQUEST	199		IniciadoSesion	1591031213169	1591031213559	OK	 
REQUEST	199		IniciadoSesion Redirect 1	1591031213559	1591031213563	OK	 
REQUEST	303		IniciarSesion	1591031213560	1591031213564	OK	 
USER	PublicarCurso	344	START	1591031213641	1591031213641
REQUEST	344		Home	1591031213641	1591031213646	OK	 
REQUEST	141		CrearCertificado	1591031213641	1591031213646	OK	 
REQUEST	200		IniciadoSesion	1591031213271	1591031213648	OK	 
REQUEST	200		IniciadoSesion Redirect 1	1591031213648	1591031213652	OK	 
REQUEST	304		IniciarSesion	1591031213663	1591031213667	OK	 
USER	PublicarCurso	345	START	1591031213737	1591031213737
REQUEST	345		Home	1591031213738	1591031213742	OK	 
REQUEST	142		CrearCertificado	1591031213748	1591031213752	OK	 
REQUEST	201		IniciadoSesion	1591031213368	1591031213758	OK	 
REQUEST	201		IniciadoSesion Redirect 1	1591031213758	1591031213762	OK	 
REQUEST	305		IniciarSesion	1591031213759	1591031213763	OK	 
USER	PublicarCurso	346	START	1591031213838	1591031213838
REQUEST	346		Home	1591031213839	1591031213843	OK	 
REQUEST	202		IniciadoSesion	1591031213480	1591031213854	OK	 
REQUEST	202		IniciadoSesion Redirect 1	1591031213854	1591031213858	OK	 
REQUEST	143		CrearCertificado	1591031213860	1591031213864	OK	 
REQUEST	306		IniciarSesion	1591031213860	1591031213864	OK	 
USER	PublicarCurso	347	START	1591031213940	1591031213940
REQUEST	203		IniciadoSesion	1591031213571	1591031213943	OK	 
REQUEST	347		Home	1591031213940	1591031213945	OK	 
REQUEST	203		IniciadoSesion Redirect 1	1591031213944	1591031213947	OK	 
REQUEST	144		CrearCertificado	1591031213951	1591031213956	OK	 
REQUEST	307		IniciarSesion	1591031213962	1591031213966	OK	 
USER	PublicarCurso	348	START	1591031214041	1591031214041
REQUEST	348		Home	1591031214041	1591031214046	OK	 
REQUEST	204		IniciadoSesion	1591031213678	1591031214056	OK	 
REQUEST	204		IniciadoSesion Redirect 1	1591031214057	1591031214059	OK	 
REQUEST	308		IniciarSesion	1591031214063	1591031214072	OK	 
REQUEST	145		CrearCertificado	1591031214063	1591031214073	OK	 
USER	PublicarCurso	349	START	1591031214137	1591031214137
REQUEST	349		Home	1591031214138	1591031214142	OK	 
REQUEST	146		CrearCertificado	1591031214158	1591031214162	OK	 
REQUEST	309		IniciarSesion	1591031214158	1591031214162	OK	 
REQUEST	205		IniciadoSesion	1591031213791	1591031214175	OK	 
REQUEST	205		IniciadoSesion Redirect 1	1591031214176	1591031214178	OK	 
USER	PublicarCurso	350	START	1591031214238	1591031214238
REQUEST	350		Home	1591031214239	1591031214243	OK	 
REQUEST	206		IniciadoSesion	1591031213881	1591031214259	OK	 
REQUEST	206		IniciadoSesion Redirect 1	1591031214259	1591031214264	OK	 
REQUEST	147		CrearCertificado	1591031214260	1591031214264	OK	 
REQUEST	310		IniciarSesion	1591031214260	1591031214264	OK	 
USER	PublicarCurso	351	START	1591031214340	1591031214340
REQUEST	351		Home	1591031214340	1591031214345	OK	 
REQUEST	207		IniciadoSesion	1591031213977	1591031214361	OK	 
REQUEST	207		IniciadoSesion Redirect 1	1591031214361	1591031214365	OK	 
REQUEST	311		IniciarSesion	1591031214362	1591031214366	OK	 
REQUEST	148		CrearCertificado	1591031214398	1591031214403	OK	 
REQUEST	208		IniciadoSesion	1591031214079	1591031214442	OK	 
REQUEST	208		IniciadoSesion Redirect 1	1591031214442	1591031214446	OK	 
USER	PublicarCurso	352	START	1591031214453	1591031214453
REQUEST	352		Home	1591031214453	1591031214458	OK	 
REQUEST	149		CrearCertificado	1591031214457	1591031214461	OK	 
REQUEST	312		IniciarSesion	1591031214479	1591031214482	OK	 
USER	PublicarCurso	353	START	1591031214549	1591031214549
REQUEST	150		CrearCertificado	1591031214549	1591031214553	OK	 
REQUEST	353		Home	1591031214549	1591031214554	OK	 
REQUEST	209		IniciadoSesion	1591031214180	1591031214563	OK	 
REQUEST	209		IniciadoSesion Redirect 1	1591031214563	1591031214567	OK	 
REQUEST	313		IniciarSesion	1591031214570	1591031214574	OK	 
REQUEST	210		IniciadoSesion	1591031214281	1591031214650	OK	 
USER	PublicarCurso	354	START	1591031214650	1591031214650
REQUEST	210		IniciadoSesion Redirect 1	1591031214650	1591031214654	OK	 
REQUEST	354		Home	1591031214651	1591031214655	OK	 
REQUEST	151		CrearCertificado	1591031214661	1591031214665	OK	 
REQUEST	314		IniciarSesion	1591031214683	1591031214689	OK	 
REQUEST	211		IniciadoSesion	1591031214383	1591031214751	OK	 
USER	PublicarCurso	355	START	1591031214753	1591031214753
REQUEST	211		IniciadoSesion Redirect 1	1591031214752	1591031214757	OK	 
REQUEST	152		CrearCertificado	1591031214753	1591031214758	OK	 
REQUEST	355		Home	1591031214753	1591031214759	OK	 
REQUEST	315		IniciarSesion	1591031214768	1591031214772	OK	 
USER	PublicarCurso	356	START	1591031214849	1591031214849
REQUEST	212		IniciadoSesion	1591031214479	1591031214852	OK	 
REQUEST	356		Home	1591031214849	1591031214853	OK	 
REQUEST	212		IniciadoSesion Redirect 1	1591031214852	1591031214856	OK	 
REQUEST	153		CrearCertificado	1591031214860	1591031214863	OK	 
REQUEST	316		IniciarSesion	1591031214870	1591031214873	OK	 
REQUEST	213		IniciadoSesion	1591031214581	1591031214938	OK	 
REQUEST	213		IniciadoSesion Redirect 1	1591031214938	1591031214942	OK	 
USER	PublicarCurso	357	START	1591031214951	1591031214951
REQUEST	357		Home	1591031214951	1591031214955	OK	 
REQUEST	154		CrearCertificado	1591031214962	1591031214966	OK	 
REQUEST	317		IniciarSesion	1591031214973	1591031214977	OK	 
USER	PublicarCurso	358	START	1591031215051	1591031215051
REQUEST	358		Home	1591031215052	1591031215056	OK	 
REQUEST	214		IniciadoSesion	1591031214683	1591031215063	OK	 
REQUEST	214		IniciadoSesion Redirect 1	1591031215063	1591031215066	OK	 
REQUEST	318		IniciarSesion	1591031215073	1591031215078	OK	 
REQUEST	155		CrearCertificado	1591031215077	1591031215082	OK	 
REQUEST	215		IniciadoSesion	1591031214779	1591031215147	OK	 
USER	PublicarCurso	359	START	1591031215147	1591031215147
REQUEST	215		IniciadoSesion Redirect 1	1591031215147	1591031215151	OK	 
REQUEST	359		Home	1591031215148	1591031215152	OK	 
REQUEST	319		IniciarSesion	1591031215169	1591031215173	OK	 
REQUEST	156		CrearCertificado	1591031215180	1591031215184	OK	 
USER	PublicarCurso	360	START	1591031215250	1591031215250
REQUEST	216		IniciadoSesion	1591031214881	1591031215250	OK	 
REQUEST	216		IniciadoSesion Redirect 1	1591031215250	1591031215254	OK	 
REQUEST	360		Home	1591031215250	1591031215255	OK	 
REQUEST	320		IniciarSesion	1591031215272	1591031215276	OK	 
REQUEST	157		CrearCertificado	1591031215309	1591031215313	OK	 
REQUEST	217		IniciadoSesion	1591031214978	1591031215344	OK	 
REQUEST	217		IniciadoSesion Redirect 1	1591031215344	1591031215348	OK	 
USER	PublicarCurso	361	START	1591031215352	1591031215352
REQUEST	361		Home	1591031215353	1591031215356	OK	 
REQUEST	321		IniciarSesion	1591031215367	1591031215371	OK	 
REQUEST	158		CrearCertificado	1591031215400	1591031215405	OK	 
USER	PublicarCurso	362	START	1591031215437	1591031215437
REQUEST	362		Home	1591031215438	1591031215441	OK	 
REQUEST	218		IniciadoSesion	1591031215077	1591031215442	OK	 
REQUEST	218		IniciadoSesion Redirect 1	1591031215442	1591031215445	OK	 
REQUEST	322		IniciarSesion	1591031215459	1591031215465	OK	 
REQUEST	159		CrearCertificado	1591031215507	1591031215513	OK	 
USER	PublicarCurso	363	START	1591031215540	1591031215540
REQUEST	363		Home	1591031215540	1591031215546	OK	 
REQUEST	219		IniciadoSesion	1591031215169	1591031215568	OK	 
REQUEST	323		IniciarSesion	1591031215563	1591031215569	OK	 
REQUEST	219		IniciadoSesion Redirect 1	1591031215569	1591031215573	OK	 
USER	PublicarCurso	364	START	1591031215640	1591031215640
REQUEST	364		Home	1591031215640	1591031215645	OK	 
REQUEST	160		CrearCertificado	1591031215640	1591031215646	OK	 
REQUEST	324		IniciarSesion	1591031215662	1591031215668	OK	 
REQUEST	220		IniciadoSesion	1591031215283	1591031215737	OK	 
REQUEST	220		IniciadoSesion Redirect 1	1591031215737	1591031215742	OK	 
USER	PublicarCurso	365	START	1591031215744	1591031215744
REQUEST	365		Home	1591031215745	1591031215751	OK	 
REQUEST	325		IniciarSesion	1591031215757	1591031215763	OK	 
REQUEST	161		CrearCertificado	1591031215758	1591031215763	OK	 
REQUEST	162		CrearCertificado	1591031215827	1591031215833	OK	 
USER	PublicarCurso	366	START	1591031215838	1591031215838
REQUEST	366		Home	1591031215838	1591031215844	OK	 
REQUEST	221		IniciadoSesion	1591031215379	1591031215859	OK	 
REQUEST	221		IniciadoSesion Redirect 1	1591031215859	1591031215864	OK	 
REQUEST	326		IniciarSesion	1591031215860	1591031215865	OK	 
USER	PublicarCurso	367	START	1591031215941	1591031215941
REQUEST	222		IniciadoSesion	1591031215459	1591031215946	OK	 
REQUEST	367		Home	1591031215941	1591031215947	OK	 
REQUEST	222		IniciadoSesion Redirect 1	1591031215946	1591031215950	OK	 
REQUEST	163		CrearCertificado	1591031215952	1591031215957	OK	 
REQUEST	327		IniciarSesion	1591031215963	1591031215967	OK	 
USER	PublicarCurso	368	START	1591031216037	1591031216037
REQUEST	368		Home	1591031216038	1591031216043	OK	 
REQUEST	164		CrearCertificado	1591031216048	1591031216053	OK	 
REQUEST	223		IniciadoSesion	1591031215564	1591031216059	OK	 
REQUEST	223		IniciadoSesion Redirect 1	1591031216059	1591031216063	OK	 
REQUEST	328		IniciarSesion	1591031216059	1591031216064	OK	 
USER	PublicarCurso	369	START	1591031216139	1591031216139
REQUEST	224		IniciadoSesion	1591031215662	1591031216144	OK	 
REQUEST	369		Home	1591031216140	1591031216144	OK	 
REQUEST	224		IniciadoSesion Redirect 1	1591031216145	1591031216148	OK	 
REQUEST	165		CrearCertificado	1591031216149	1591031216153	OK	 
REQUEST	329		IniciarSesion	1591031216171	1591031216176	OK	 
REQUEST	225		IniciadoSesion	1591031215758	1591031216221	OK	 
REQUEST	225		IniciadoSesion Redirect 1	1591031216221	1591031216225	OK	 
USER	PublicarCurso	370	START	1591031216240	1591031216240
REQUEST	370		Home	1591031216240	1591031216245	OK	 
REQUEST	166		CrearCertificado	1591031216251	1591031216255	OK	 
REQUEST	330		IniciarSesion	1591031216261	1591031216265	OK	 
REQUEST	226		IniciadoSesion	1591031215849	1591031216275	OK	 
REQUEST	226		IniciadoSesion Redirect 1	1591031216275	1591031216280	OK	 
USER	PublicarCurso	371	START	1591031216342	1591031216342
REQUEST	371		Home	1591031216342	1591031216346	OK	 
REQUEST	331		IniciarSesion	1591031216357	1591031216362	OK	 
REQUEST	227		IniciadoSesion	1591031215963	1591031216387	OK	 
REQUEST	227		IniciadoSesion Redirect 1	1591031216387	1591031216391	OK	 
REQUEST	167		CrearCertificado	1591031216402	1591031216407	OK	 
USER	PublicarCurso	372	START	1591031216439	1591031216439
REQUEST	372		Home	1591031216439	1591031216444	OK	 
REQUEST	228		IniciadoSesion	1591031216059	1591031216472	OK	 
REQUEST	228		IniciadoSesion Redirect 1	1591031216472	1591031216475	OK	 
REQUEST	332		IniciarSesion	1591031216471	1591031216475	OK	 
REQUEST	168		CrearCertificado	1591031216517	1591031216522	OK	 
USER	PublicarCurso	373	START	1591031216539	1591031216539
REQUEST	373		Home	1591031216540	1591031216544	OK	 
REQUEST	333		IniciarSesion	1591031216560	1591031216565	OK	 
REQUEST	229		IniciadoSesion	1591031216160	1591031216589	OK	 
REQUEST	229		IniciadoSesion Redirect 1	1591031216589	1591031216592	OK	 
