ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios	dosescenarios	1590969808337	 	3.3.1
USER	Listado	187	START	1590969823824	1590969823824
USER	Inscribirse	194	START	1590969823824	1590969823824
REQUEST	187		Home	1590969823825	1590969823840	OK	 
REQUEST	194		Home	1590969823825	1590969823840	OK	 
REQUEST	116		IniciarSesion	1590969823855	1590969823861	OK	 
REQUEST	109		IniciarSesion	1590969823855	1590969823861	OK	 
USER	Listado	188	START	1590969823965	1590969823965
USER	Inscribirse	195	START	1590969823965	1590969823965
REQUEST	195		Home	1590969823966	1590969823971	OK	 
REQUEST	188		Home	1590969823966	1590969823971	OK	 
REQUEST	117		IniciarSesion	1590969823987	1590969823992	OK	 
REQUEST	110		IniciarSesion	1590969823987	1590969823992	OK	 
USER	Inscribirse	196	START	1590969824105	1590969824105
USER	Listado	189	START	1590969824105	1590969824105
REQUEST	196		Home	1590969824105	1590969824110	OK	 
REQUEST	189		Home	1590969824105	1590969824110	OK	 
REQUEST	111		IniciarSesion	1590969824125	1590969824129	OK	 
REQUEST	118		IniciarSesion	1590969824125	1590969824129	OK	 
USER	Inscribirse	197	START	1590969824256	1590969824256
USER	Listado	190	START	1590969824256	1590969824256
REQUEST	190		Home	1590969824257	1590969824263	OK	 
REQUEST	197		Home	1590969824257	1590969824263	OK	 
REQUEST	119		IniciarSesion	1590969824272	1590969824278	OK	 
REQUEST	112		IniciarSesion	1590969824272	1590969824278	OK	 
USER	Listado	191	START	1590969824392	1590969824392
USER	Inscribirse	198	START	1590969824392	1590969824392
REQUEST	198		Home	1590969824393	1590969824399	OK	 
REQUEST	191		Home	1590969824393	1590969824399	OK	 
REQUEST	120		IniciarSesion	1590969824413	1590969824419	OK	 
REQUEST	113		IniciarSesion	1590969824413	1590969824419	OK	 
USER	Listado	199	START	1590969824565	1590969824565
USER	Inscribirse	205	START	1590969824565	1590969824565
REQUEST	205		Home	1590969824565	1590969824570	OK	 
REQUEST	199		Home	1590969824565	1590969824570	OK	 
REQUEST	121		IniciarSesion	1590969824575	1590969824579	OK	 
REQUEST	127		IniciarSesion	1590969824575	1590969824579	OK	 
USER	Inscribirse	206	START	1590969824728	1590969824728
USER	Listado	200	START	1590969824728	1590969824728
REQUEST	206		Home	1590969824728	1590969824734	OK	 
REQUEST	200		Home	1590969824728	1590969824734	OK	 
REQUEST	128		IniciarSesion	1590969824754	1590969824758	OK	 
REQUEST	122		IniciarSesion	1590969824754	1590969824758	OK	 
USER	Inscribirse	207	START	1590969824892	1590969824892
USER	Listado	201	START	1590969824892	1590969824892
REQUEST	201		Home	1590969824892	1590969824897	OK	 
REQUEST	207		Home	1590969824892	1590969824897	OK	 
REQUEST	123		IniciarSesion	1590969824915	1590969824919	OK	 
REQUEST	129		IniciarSesion	1590969824915	1590969824919	OK	 
USER	Listado	202	START	1590969825064	1590969825064
USER	Inscribirse	208	START	1590969825064	1590969825064
REQUEST	208		Home	1590969825064	1590969825069	OK	 
REQUEST	202		Home	1590969825064	1590969825069	OK	 
REQUEST	124		IniciarSesion	1590969825085	1590969825089	OK	 
REQUEST	130		IniciarSesion	1590969825085	1590969825089	OK	 
USER	Inscribirse	209	START	1590969825226	1590969825226
USER	Listado	203	START	1590969825226	1590969825226
REQUEST	203		Home	1590969825226	1590969825237	OK	 
REQUEST	209		Home	1590969825226	1590969825238	OK	 
REQUEST	131		IniciarSesion	1590969825252	1590969825258	OK	 
REQUEST	125		IniciarSesion	1590969825252	1590969825258	OK	 
USER	Inscribirse	210	START	1590969825393	1590969825393
USER	Listado	204	START	1590969825393	1590969825393
REQUEST	204		Home	1590969825394	1590969825397	OK	 
REQUEST	210		Home	1590969825394	1590969825406	OK	 
REQUEST	132		IniciarSesion	1590969825415	1590969825418	OK	 
REQUEST	126		IniciarSesion	1590969825462	1590969825465	OK	 
USER	Listado	211	START	1590969825536	1590969825536
USER	Inscribirse	218	START	1590969825536	1590969825536
REQUEST	218		Home	1590969825537	1590969825543	OK	 
REQUEST	211		Home	1590969825537	1590969825543	OK	 
REQUEST	133		IniciarSesion	1590969825557	1590969825562	OK	 
REQUEST	140		IniciarSesion	1590969825557	1590969825562	OK	 
USER	Listado	212	START	1590969825682	1590969825682
USER	Inscribirse	219	START	1590969825682	1590969825682
REQUEST	212		Home	1590969825683	1590969825698	OK	 
REQUEST	219		Home	1590969825683	1590969825698	OK	 
REQUEST	134		IniciarSesion	1590969825694	1590969825703	OK	 
REQUEST	141		IniciarSesion	1590969825694	1590969825704	OK	 
USER	Listado	213	START	1590969825822	1590969825822
USER	Inscribirse	220	START	1590969825822	1590969825822
REQUEST	220		Home	1590969825823	1590969825831	OK	 
REQUEST	213		Home	1590969825823	1590969825831	OK	 
REQUEST	142		IniciarSesion	1590969825833	1590969825840	OK	 
REQUEST	135		IniciarSesion	1590969825843	1590969825850	OK	 
USER	Inscribirse	221	START	1590969825963	1590969825963
USER	Listado	214	START	1590969825963	1590969825963
REQUEST	221		Home	1590969825964	1590969825978	OK	 
REQUEST	214		Home	1590969825964	1590969825979	OK	 
REQUEST	136		IniciarSesion	1590969825984	1590969825991	OK	 
REQUEST	143		IniciarSesion	1590969825984	1590969825991	OK	 
USER	Inscribirse	222	START	1590969826105	1590969826105
USER	Listado	215	START	1590969826105	1590969826105
REQUEST	222		Home	1590969826105	1590969826110	OK	 
REQUEST	215		Home	1590969826105	1590969826110	OK	 
REQUEST	137		IniciarSesion	1590969826125	1590969826130	OK	 
REQUEST	144		IniciarSesion	1590969826125	1590969826130	OK	 
USER	Inscribirse	223	START	1590969826257	1590969826257
USER	Listado	216	START	1590969826257	1590969826257
REQUEST	223		Home	1590969826257	1590969826264	OK	 
REQUEST	216		Home	1590969826257	1590969826264	OK	 
REQUEST	145		IniciarSesion	1590969826272	1590969826278	OK	 
REQUEST	138		IniciarSesion	1590969826272	1590969826278	OK	 
USER	Inscribirse	224	START	1590969826397	1590969826397
USER	Listado	217	START	1590969826397	1590969826397
REQUEST	224		Home	1590969826398	1590969826403	OK	 
REQUEST	217		Home	1590969826398	1590969826403	OK	 
REQUEST	146		IniciarSesion	1590969826412	1590969826417	OK	 
REQUEST	139		IniciarSesion	1590969826412	1590969826417	OK	 
USER	Listado	225	START	1590969826544	1590969826544
USER	Inscribirse	231	START	1590969826544	1590969826544
REQUEST	231		Home	1590969826545	1590969826556	OK	 
REQUEST	225		Home	1590969826545	1590969826556	OK	 
REQUEST	153		IniciarSesion	1590969826576	1590969826580	OK	 
REQUEST	147		IniciarSesion	1590969826576	1590969826580	OK	 
USER	Inscribirse	232	START	1590969826718	1590969826718
USER	Listado	226	START	1590969826718	1590969826718
REQUEST	232		Home	1590969826719	1590969826733	OK	 
REQUEST	226		Home	1590969826719	1590969826733	OK	 
REQUEST	154		IniciarSesion	1590969826764	1590969826770	OK	 
REQUEST	148		IniciarSesion	1590969826764	1590969826770	OK	 
USER	Listado	227	START	1590969826883	1590969826883
USER	Inscribirse	233	START	1590969826883	1590969826883
REQUEST	227		Home	1590969826884	1590969826888	OK	 
REQUEST	233		Home	1590969826884	1590969826889	OK	 
REQUEST	155		IniciarSesion	1590969826915	1590969826922	OK	 
REQUEST	149		IniciarSesion	1590969826915	1590969826922	OK	 
USER	Listado	228	START	1590969827045	1590969827045
USER	Inscribirse	234	START	1590969827045	1590969827045
REQUEST	234		Home	1590969827046	1590969827053	OK	 
REQUEST	228		Home	1590969827046	1590969827053	OK	 
REQUEST	150		IniciarSesion	1590969827077	1590969827082	OK	 
REQUEST	156		IniciarSesion	1590969827077	1590969827082	OK	 
USER	Listado	229	START	1590969827213	1590969827213
USER	Inscribirse	235	START	1590969827213	1590969827213
REQUEST	235		Home	1590969827213	1590969827218	OK	 
REQUEST	229		Home	1590969827213	1590969827218	OK	 
REQUEST	151		IniciarSesion	1590969827245	1590969827249	OK	 
REQUEST	157		IniciarSesion	1590969827245	1590969827249	OK	 
USER	Inscribirse	236	START	1590969827385	1590969827385
USER	Listado	230	START	1590969827385	1590969827385
REQUEST	236		Home	1590969827386	1590969827396	OK	 
REQUEST	230		Home	1590969827386	1590969827396	OK	 
REQUEST	152		IniciarSesion	1590969827418	1590969827422	OK	 
REQUEST	158		IniciarSesion	1590969827418	1590969827422	OK	 
USER	Listado	237	START	1590969827537	1590969827537
USER	Inscribirse	244	START	1590969827537	1590969827537
REQUEST	237		Home	1590969827537	1590969827554	OK	 
REQUEST	244		Home	1590969827537	1590969827554	OK	 
REQUEST	166		IniciarSesion	1590969827563	1590969827567	OK	 
REQUEST	159		IniciarSesion	1590969827563	1590969827567	OK	 
USER	Inscribirse	245	START	1590969827677	1590969827677
USER	Listado	238	START	1590969827677	1590969827677
REQUEST	245		Home	1590969827678	1590969827684	OK	 
REQUEST	238		Home	1590969827678	1590969827685	OK	 
REQUEST	167		IniciarSesion	1590969827692	1590969827698	OK	 
REQUEST	160		IniciarSesion	1590969827692	1590969827698	OK	 
USER	Listado	239	START	1590969827823	1590969827823
USER	Inscribirse	246	START	1590969827823	1590969827823
REQUEST	246		Home	1590969827823	1590969827831	OK	 
REQUEST	239		Home	1590969827823	1590969827831	OK	 
REQUEST	161		IniciarSesion	1590969827843	1590969827850	OK	 
REQUEST	168		IniciarSesion	1590969827843	1590969827851	OK	 
USER	Inscribirse	247	START	1590969827962	1590969827962
USER	Listado	240	START	1590969827962	1590969827962
REQUEST	247		Home	1590969827963	1590969827969	OK	 
REQUEST	240		Home	1590969827963	1590969827969	OK	 
REQUEST	162		IniciarSesion	1590969827983	1590969827989	OK	 
REQUEST	169		IniciarSesion	1590969827983	1590969827989	OK	 
USER	Inscribirse	248	START	1590969828102	1590969828102
USER	Listado	241	START	1590969828102	1590969828102
REQUEST	241		Home	1590969828102	1590969828109	OK	 
REQUEST	248		Home	1590969828102	1590969828109	OK	 
REQUEST	170		IniciarSesion	1590969828123	1590969828128	OK	 
REQUEST	163		IniciarSesion	1590969828123	1590969828128	OK	 
USER	Inscribirse	249	START	1590969828252	1590969828252
USER	Listado	242	START	1590969828252	1590969828252
REQUEST	242		Home	1590969828254	1590969828262	OK	 
REQUEST	249		Home	1590969828254	1590969828262	OK	 
REQUEST	164		IniciarSesion	1590969828273	1590969828277	OK	 
REQUEST	171		IniciarSesion	1590969828273	1590969828277	OK	 
USER	Inscribirse	250	START	1590969828395	1590969828395
USER	Listado	243	START	1590969828395	1590969828395
REQUEST	250		Home	1590969828396	1590969828403	OK	 
REQUEST	243		Home	1590969828396	1590969828404	OK	 
REQUEST	165		IniciarSesion	1590969828417	1590969828422	OK	 
REQUEST	172		IniciarSesion	1590969828417	1590969828422	OK	 
USER	Listado	251	START	1590969828557	1590969828557
USER	Inscribirse	257	START	1590969828557	1590969828557
REQUEST	257		Home	1590969828558	1590969828565	OK	 
REQUEST	251		Home	1590969828558	1590969828565	OK	 
REQUEST	179		IniciarSesion	1590969828572	1590969828578	OK	 
REQUEST	173		IniciarSesion	1590969828572	1590969828578	OK	 
USER	Inscribirse	258	START	1590969828728	1590969828728
USER	Listado	252	START	1590969828728	1590969828728
REQUEST	258		Home	1590969828729	1590969828739	OK	 
REQUEST	252		Home	1590969828729	1590969828739	OK	 
REQUEST	180		IniciarSesion	1590969828752	1590969828757	OK	 
REQUEST	174		IniciarSesion	1590969828752	1590969828757	OK	 
USER	Inscribirse	259	START	1590969828894	1590969828894
USER	Listado	253	START	1590969828894	1590969828894
REQUEST	259		Home	1590969828894	1590969828902	OK	 
REQUEST	253		Home	1590969828894	1590969828902	OK	 
REQUEST	175		IniciarSesion	1590969828915	1590969828918	OK	 
REQUEST	181		IniciarSesion	1590969828915	1590969828918	OK	 
USER	Inscribirse	260	START	1590969829056	1590969829056
USER	Listado	254	START	1590969829056	1590969829056
REQUEST	260		Home	1590969829057	1590969829070	OK	 
REQUEST	254		Home	1590969829056	1590969829071	OK	 
REQUEST	176		IniciarSesion	1590969829077	1590969829083	OK	 
REQUEST	182		IniciarSesion	1590969829077	1590969829084	OK	 
USER	Listado	255	START	1590969829224	1590969829224
USER	Inscribirse	261	START	1590969829224	1590969829224
REQUEST	261		Home	1590969829224	1590969829229	OK	 
REQUEST	255		Home	1590969829224	1590969829229	OK	 
REQUEST	177		IniciarSesion	1590969829246	1590969829250	OK	 
REQUEST	183		IniciarSesion	1590969829246	1590969829250	OK	 
USER	Listado	256	START	1590969829393	1590969829393
REQUEST	256		Home	1590969829393	1590969829397	OK	 
REQUEST	178		IniciarSesion	1590969829414	1590969829417	OK	 
REQUEST	184		IniciarSesion	1590969829414	1590969829417	OK	 
USER	Inscribirse	262	START	1590969829393	1590969829393
REQUEST	262		Home	1590969829429	1590969829432	OK	 
USER	Inscribirse	270	START	1590969829533	1590969829533
USER	Listado	263	START	1590969829533	1590969829533
REQUEST	263		Home	1590969829533	1590969829538	OK	 
REQUEST	270		Home	1590969829533	1590969829538	OK	 
REQUEST	192		IniciarSesion	1590969829565	1590969829569	OK	 
REQUEST	185		IniciarSesion	1590969829565	1590969829569	OK	 
USER	Listado	264	START	1590969829686	1590969829686
REQUEST	264		Home	1590969829686	1590969829695	OK	 
REQUEST	193		IniciarSesion	1590969829708	1590969829713	OK	 
REQUEST	186		IniciarSesion	1590969829712	1590969829716	OK	 
USER	Inscribirse	271	START	1590969829686	1590969829686
REQUEST	271		Home	1590969829737	1590969829741	OK	 
USER	Listado	265	START	1590969829822	1590969829822
REQUEST	265		Home	1590969829822	1590969829827	OK	 
USER	Inscribirse	272	START	1590969829822	1590969829822
REQUEST	272		Home	1590969829846	1590969829849	OK	 
REQUEST	194		IniciarSesion	1590969829854	1590969829858	OK	 
REQUEST	187		IniciarSesion	1590969829854	1590969829858	OK	 
USER	Inscribirse	273	START	1590969829962	1590969829962
USER	Listado	266	START	1590969829962	1590969829962
REQUEST	273		Home	1590969829962	1590969829968	OK	 
REQUEST	266		Home	1590969829962	1590969829968	OK	 
REQUEST	188		IniciarSesion	1590969829983	1590969829988	OK	 
REQUEST	195		IniciarSesion	1590969829983	1590969829988	OK	 
USER	Listado	267	START	1590969830104	1590969830104
USER	Inscribirse	274	START	1590969830104	1590969830104
REQUEST	274		Home	1590969830105	1590969830109	OK	 
REQUEST	267		Home	1590969830105	1590969830109	OK	 
REQUEST	189		IniciarSesion	1590969830126	1590969830130	OK	 
REQUEST	196		IniciarSesion	1590969830126	1590969830130	OK	 
USER	Listado	268	START	1590969830255	1590969830255
REQUEST	268		Home	1590969830255	1590969830259	OK	 
USER	Inscribirse	275	START	1590969830255	1590969830255
REQUEST	275		Home	1590969830270	1590969830274	OK	 
REQUEST	197		IniciarSesion	1590969830277	1590969830281	OK	 
REQUEST	190		IniciarSesion	1590969830277	1590969830281	OK	 
USER	Inscribirse	276	START	1590969830397	1590969830397
USER	Listado	269	START	1590969830397	1590969830397
REQUEST	269		Home	1590969830397	1590969830402	OK	 
REQUEST	276		Home	1590969830397	1590969830402	OK	 
REQUEST	198		IniciarSesion	1590969830412	1590969830416	OK	 
REQUEST	191		IniciarSesion	1590969830412	1590969830416	OK	 
USER	Listado	277	START	1590969830553	1590969830553
USER	Inscribirse	283	START	1590969830553	1590969830553
REQUEST	283		Home	1590969830554	1590969830558	OK	 
REQUEST	277		Home	1590969830554	1590969830558	OK	 
REQUEST	199		IniciarSesion	1590969830585	1590969830588	OK	 
REQUEST	205		IniciarSesion	1590969830585	1590969830588	OK	 
USER	Listado	278	START	1590969830724	1590969830724
USER	Inscribirse	284	START	1590969830724	1590969830724
REQUEST	284		Home	1590969830725	1590969830739	OK	 
REQUEST	278		Home	1590969830725	1590969830739	OK	 
REQUEST	206		IniciarSesion	1590969830755	1590969830764	OK	 
REQUEST	200		IniciarSesion	1590969830755	1590969830763	OK	 
USER	Inscribirse	285	START	1590969830897	1590969830897
USER	Listado	279	START	1590969830897	1590969830897
REQUEST	279		Home	1590969830897	1590969830906	OK	 
REQUEST	285		Home	1590969830897	1590969830906	OK	 
REQUEST	207		IniciarSesion	1590969830912	1590969830915	OK	 
REQUEST	201		IniciarSesion	1590969830912	1590969830915	OK	 
USER	Listado	280	START	1590969831052	1590969831052
USER	Inscribirse	286	START	1590969831052	1590969831052
REQUEST	286		Home	1590969831052	1590969831056	OK	 
REQUEST	280		Home	1590969831052	1590969831056	OK	 
REQUEST	208		IniciarSesion	1590969831084	1590969831088	OK	 
REQUEST	202		IniciarSesion	1590969831084	1590969831088	OK	 
USER	Listado	281	START	1590969831222	1590969831222
USER	Inscribirse	287	START	1590969831222	1590969831222
REQUEST	281		Home	1590969831222	1590969831226	OK	 
REQUEST	287		Home	1590969831222	1590969831226	OK	 
REQUEST	209		IniciarSesion	1590969831254	1590969831258	OK	 
REQUEST	203		IniciarSesion	1590969831254	1590969831258	OK	 
USER	Listado	282	START	1590969831392	1590969831392
USER	Inscribirse	288	START	1590969831392	1590969831392
REQUEST	288		Home	1590969831393	1590969831404	OK	 
REQUEST	282		Home	1590969831393	1590969831404	OK	 
REQUEST	204		IniciarSesion	1590969831413	1590969831417	OK	 
REQUEST	210		IniciarSesion	1590969831424	1590969831427	OK	 
USER	Inscribirse	296	START	1590969831534	1590969831534
USER	Listado	289	START	1590969831534	1590969831534
REQUEST	289		Home	1590969831535	1590969831545	OK	 
REQUEST	296		Home	1590969831535	1590969831546	OK	 
REQUEST	218		IniciarSesion	1590969831555	1590969831559	OK	 
REQUEST	211		IniciarSesion	1590969831555	1590969831559	OK	 
USER	Inscribirse	297	START	1590969831687	1590969831687
USER	Listado	290	START	1590969831687	1590969831687
REQUEST	297		Home	1590969831688	1590969831693	OK	 
REQUEST	290		Home	1590969831688	1590969831693	OK	 
REQUEST	219		IniciarSesion	1590969831712	1590969831718	OK	 
REQUEST	212		IniciarSesion	1590969831712	1590969831718	OK	 
USER	Listado	291	START	1590969831823	1590969831823
USER	Inscribirse	298	START	1590969831823	1590969831823
REQUEST	298		Home	1590969831824	1590969831828	OK	 
REQUEST	291		Home	1590969831824	1590969831828	OK	 
REQUEST	220		IniciarSesion	1590969831845	1590969831849	OK	 
REQUEST	213		IniciarSesion	1590969831845	1590969831849	OK	 
USER	Inscribirse	299	START	1590969831967	1590969831967
USER	Listado	292	START	1590969831967	1590969831967
REQUEST	299		Home	1590969831967	1590969831971	OK	 
REQUEST	292		Home	1590969831967	1590969831972	OK	 
REQUEST	221		IniciarSesion	1590969831993	1590969831997	OK	 
REQUEST	214		IniciarSesion	1590969831993	1590969831997	OK	 
USER	Inscribirse	300	START	1590969832107	1590969832107
REQUEST	300		Home	1590969832107	1590969832111	OK	 
USER	Listado	293	START	1590969832112	1590969832112
REQUEST	293		Home	1590969832112	1590969832115	OK	 
REQUEST	215		IniciarSesion	1590969832122	1590969832126	OK	 
REQUEST	222		IniciarSesion	1590969832122	1590969832126	OK	 
USER	Listado	294	START	1590969832255	1590969832255
USER	Inscribirse	301	START	1590969832255	1590969832255
REQUEST	294		Home	1590969832255	1590969832259	OK	 
REQUEST	301		Home	1590969832255	1590969832259	OK	 
REQUEST	216		IniciarSesion	1590969832276	1590969832279	OK	 
REQUEST	223		IniciarSesion	1590969832276	1590969832279	OK	 
USER	Inscribirse	302	START	1590969832392	1590969832392
USER	Listado	295	START	1590969832392	1590969832392
REQUEST	302		Home	1590969832392	1590969832396	OK	 
REQUEST	295		Home	1590969832392	1590969832396	OK	 
REQUEST	217		IniciarSesion	1590969832424	1590969832428	OK	 
REQUEST	224		IniciarSesion	1590969832424	1590969832428	OK	 
USER	Listado	303	START	1590969832553	1590969832553
USER	Inscribirse	309	START	1590969832553	1590969832553
REQUEST	309		Home	1590969832553	1590969832560	OK	 
REQUEST	303		Home	1590969832553	1590969832560	OK	 
REQUEST	225		IniciarSesion	1590969832574	1590969832578	OK	 
REQUEST	231		IniciarSesion	1590969832574	1590969832578	OK	 
USER	Listado	304	START	1590969832717	1590969832717
USER	Inscribirse	310	START	1590969832717	1590969832717
