ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034988976	 	3.3.1
REQUEST	69		VerCursos	1591035022596	1591035022614	OK	 
REQUEST	371		IniciarSesion	1591035022653	1591035022664	OK	 
USER	InscribirCurso	439	START	1591035022667	1591035022667
REQUEST	439		Home	1591035022667	1591035022682	OK	 
REQUEST	201		IniciadoSesion	1591035022066	1591035022687	OK	 
REQUEST	70		VerCursos	1591035022679	1591035022694	OK	 
REQUEST	201		IniciadoSesion Redirect 1	1591035022687	1591035022696	OK	 
USER	InscribirCurso	440	START	1591035022744	1591035022744
REQUEST	440		Home	1591035022744	1591035022754	OK	 
REQUEST	372		IniciarSesion	1591035022727	1591035022765	OK	 
REQUEST	71		VerCursos	1591035022744	1591035022779	OK	 
REQUEST	202		IniciadoSesion	1591035022142	1591035022788	OK	 
REQUEST	202		IniciadoSesion Redirect 1	1591035022789	1591035022803	OK	 
REQUEST	203		IniciadoSesion	1591035022204	1591035022831	OK	 
USER	InscribirCurso	441	START	1591035022833	1591035022833
REQUEST	441		Home	1591035022833	1591035022868	OK	 
REQUEST	203		IniciadoSesion Redirect 1	1591035022831	1591035022868	OK	 
REQUEST	373		IniciarSesion	1591035022833	1591035022868	OK	 
REQUEST	72		VerCursos	1591035022833	1591035022877	OK	 
USER	InscribirCurso	442	START	1591035022899	1591035022899
REQUEST	442		Home	1591035022900	1591035022906	OK	 
REQUEST	374		IniciarSesion	1591035022901	1591035022908	OK	 
REQUEST	73		VerCursos	1591035022901	1591035022916	OK	 
REQUEST	204		IniciadoSesion	1591035022275	1591035022945	OK	 
USER	InscribirCurso	443	START	1591035022953	1591035022953
REQUEST	204		IniciadoSesion Redirect 1	1591035022945	1591035022972	OK	 
REQUEST	443		Home	1591035022953	1591035022976	OK	 
REQUEST	375		IniciarSesion	1591035022953	1591035022976	OK	 
REQUEST	74		VerCursos	1591035023005	1591035023017	OK	 
REQUEST	206		IniciadoSesion	1591035022413	1591035023020	OK	 
USER	InscribirCurso	444	START	1591035023023	1591035023023
REQUEST	206		IniciadoSesion Redirect 1	1591035023020	1591035023041	OK	 
REQUEST	205		IniciadoSesion	1591035022330	1591035023041	OK	 
REQUEST	444		Home	1591035023024	1591035023052	OK	 
REQUEST	205		IniciadoSesion Redirect 1	1591035023041	1591035023057	OK	 
REQUEST	376		IniciarSesion	1591035023042	1591035023057	OK	 
REQUEST	75		VerCursos	1591035023042	1591035023065	OK	 
USER	InscribirCurso	445	START	1591035023103	1591035023103
REQUEST	445		Home	1591035023104	1591035023119	OK	 
REQUEST	377		IniciarSesion	1591035023120	1591035023150	OK	 
REQUEST	76		VerCursos	1591035023120	1591035023153	OK	 
USER	InscribirCurso	446	START	1591035023168	1591035023168
REQUEST	446		Home	1591035023169	1591035023190	OK	 
REQUEST	378		IniciarSesion	1591035023186	1591035023191	OK	 
REQUEST	207		IniciadoSesion	1591035022495	1591035023201	OK	 
USER	InscribirCurso	447	START	1591035023242	1591035023242
REQUEST	208		IniciadoSesion	1591035022562	1591035023244	OK	 
REQUEST	207		IniciadoSesion Redirect 1	1591035023201	1591035023251	OK	 
REQUEST	447		Home	1591035023242	1591035023251	OK	 
REQUEST	208		IniciadoSesion Redirect 1	1591035023244	1591035023255	OK	 
REQUEST	77		VerCursos	1591035023219	1591035023258	OK	 
REQUEST	209		IniciadoSesion	1591035022647	1591035023277	OK	 
REQUEST	78		VerCursos	1591035023276	1591035023291	OK	 
REQUEST	379		IniciarSesion	1591035023268	1591035023291	OK	 
REQUEST	209		IniciadoSesion Redirect 1	1591035023278	1591035023294	OK	 
USER	InscribirCurso	448	START	1591035023340	1591035023340
REQUEST	448		Home	1591035023340	1591035023346	OK	 
REQUEST	380		IniciarSesion	1591035023340	1591035023347	OK	 
REQUEST	79		VerCursos	1591035023357	1591035023371	OK	 
USER	InscribirCurso	449	START	1591035023407	1591035023407
REQUEST	449		Home	1591035023407	1591035023425	OK	 
REQUEST	381		IniciarSesion	1591035023407	1591035023425	OK	 
REQUEST	210		IniciadoSesion	1591035022744	1591035023427	OK	 
REQUEST	80		VerCursos	1591035023421	1591035023436	OK	 
REQUEST	210		IniciadoSesion Redirect 1	1591035023427	1591035023440	OK	 
REQUEST	211		IniciadoSesion	1591035022798	1591035023475	OK	 
REQUEST	382		IniciarSesion	1591035023471	1591035023494	OK	 
REQUEST	211		IniciadoSesion Redirect 1	1591035023475	1591035023497	OK	 
USER	InscribirCurso	450	START	1591035023503	1591035023503
REQUEST	450		Home	1591035023503	1591035023517	OK	 
REQUEST	212		IniciadoSesion	1591035022899	1591035023547	OK	 
REQUEST	383		IniciarSesion	1591035023545	1591035023552	OK	 
REQUEST	212		IniciadoSesion Redirect 1	1591035023548	1591035023553	OK	 
REQUEST	81		VerCursos	1591035023533	1591035023558	OK	 
USER	InscribirCurso	451	START	1591035023561	1591035023561
REQUEST	451		Home	1591035023561	1591035023570	OK	 
REQUEST	213		IniciadoSesion	1591035022952	1591035023573	OK	 
REQUEST	213		IniciadoSesion Redirect 1	1591035023573	1591035023578	OK	 
REQUEST	82		VerCursos	1591035023586	1591035023608	OK	 
USER	InscribirCurso	452	START	1591035023631	1591035023631
REQUEST	384		IniciarSesion	1591035023630	1591035023641	OK	 
REQUEST	452		Home	1591035023631	1591035023644	OK	 
REQUEST	83		VerCursos	1591035023665	1591035023686	OK	 
REQUEST	215		IniciadoSesion	1591035023104	1591035023703	OK	 
REQUEST	385		IniciarSesion	1591035023699	1591035023707	OK	 
REQUEST	215		IniciadoSesion Redirect 1	1591035023703	1591035023710	OK	 
USER	InscribirCurso	453	START	1591035023719	1591035023719
REQUEST	214		IniciadoSesion	1591035023024	1591035023735	OK	 
REQUEST	453		Home	1591035023719	1591035023740	OK	 
REQUEST	214		IniciadoSesion Redirect 1	1591035023735	1591035023742	OK	 
REQUEST	84		VerCursos	1591035023734	1591035023754	OK	 
REQUEST	386		IniciarSesion	1591035023783	1591035023792	OK	 
USER	InscribirCurso	454	START	1591035023805	1591035023805
USER	InscribirCurso	455	START	1591035023870	1591035023870
REQUEST	216		IniciadoSesion	1591035023185	1591035023900	OK	 
REQUEST	85		VerCursos	1591035023806	1591035023901	OK	 
REQUEST	217		IniciadoSesion	1591035023268	1591035023902	OK	 
USER	InscribirCurso	456	START	1591035023949	1591035023949
REQUEST	454		Home	1591035023806	1591035024000	OK	 
REQUEST	387		IniciarSesion	1591035023838	1591035024001	OK	 
REQUEST	218		IniciadoSesion	1591035023342	1591035024002	OK	 
USER	InscribirCurso	457	START	1591035024022	1591035024022
REQUEST	217		IniciadoSesion Redirect 1	1591035023902	1591035024067	OK	 
REQUEST	216		IniciadoSesion Redirect 1	1591035023901	1591035024068	OK	 
USER	InscribirCurso	458	START	1591035024107	1591035024107
REQUEST	86		VerCursos	1591035023882	1591035024117	OK	 
REQUEST	219		IniciadoSesion	1591035023421	1591035024118	OK	 
REQUEST	388		IniciarSesion	1591035023900	1591035024122	OK	 
REQUEST	457		Home	1591035024022	1591035024126	OK	 
REQUEST	218		IniciadoSesion Redirect 1	1591035024002	1591035024126	OK	 
REQUEST	455		Home	1591035023870	1591035024126	OK	 
REQUEST	219		IniciadoSesion Redirect 1	1591035024119	1591035024126	OK	 
REQUEST	220		IniciadoSesion	1591035023504	1591035024127	OK	 
REQUEST	389		IniciarSesion	1591035023984	1591035024127	OK	 
REQUEST	456		Home	1591035023949	1591035024128	OK	 
REQUEST	89		VerCursos	1591035024082	1591035024156	OK	 
REQUEST	87		VerCursos	1591035023949	1591035024157	OK	 
REQUEST	220		IniciadoSesion Redirect 1	1591035024127	1591035024160	OK	 
REQUEST	391		IniciarSesion	1591035024115	1591035024161	OK	 
REQUEST	458		Home	1591035024108	1591035024165	OK	 
REQUEST	390		IniciarSesion	1591035024043	1591035024165	OK	 
USER	InscribirCurso	459	START	1591035024187	1591035024187
REQUEST	221		IniciadoSesion	1591035023579	1591035024188	OK	 
REQUEST	221		IniciadoSesion Redirect 1	1591035024188	1591035024219	OK	 
REQUEST	88		VerCursos	1591035024022	1591035024219	OK	 
REQUEST	392		IniciarSesion	1591035024197	1591035024224	OK	 
REQUEST	459		Home	1591035024187	1591035024228	OK	 
REQUEST	90		VerCursos	1591035024187	1591035024237	OK	 
REQUEST	91		VerCursos	1591035024218	1591035024237	OK	 
USER	InscribirCurso	460	START	1591035024258	1591035024258
REQUEST	222		IniciadoSesion	1591035023665	1591035024265	OK	 
REQUEST	460		Home	1591035024258	1591035024272	OK	 
REQUEST	393		IniciarSesion	1591035024257	1591035024272	OK	 
REQUEST	222		IniciadoSesion Redirect 1	1591035024265	1591035024275	OK	 
USER	InscribirCurso	461	START	1591035024300	1591035024300
REQUEST	92		VerCursos	1591035024297	1591035024311	OK	 
REQUEST	461		Home	1591035024301	1591035024313	OK	 
REQUEST	394		IniciarSesion	1591035024332	1591035024338	OK	 
REQUEST	223		IniciadoSesion	1591035023719	1591035024393	OK	 
USER	InscribirCurso	462	START	1591035024398	1591035024398
REQUEST	224		IniciadoSesion	1591035023783	1591035024400	OK	 
REQUEST	223		IniciadoSesion Redirect 1	1591035024393	1591035024407	OK	 
REQUEST	462		Home	1591035024398	1591035024407	OK	 
REQUEST	224		IniciadoSesion Redirect 1	1591035024400	1591035024407	OK	 
REQUEST	93		VerCursos	1591035024399	1591035024417	OK	 
REQUEST	395		IniciarSesion	1591035024412	1591035024422	OK	 
USER	InscribirCurso	463	START	1591035024464	1591035024464
REQUEST	94		VerCursos	1591035024438	1591035024479	OK	 
REQUEST	463		Home	1591035024464	1591035024483	OK	 
REQUEST	396		IniciarSesion	1591035024503	1591035024510	OK	 
REQUEST	95		VerCursos	1591035024503	1591035024517	OK	 
REQUEST	225		IniciadoSesion	1591035023846	1591035024538	OK	 
USER	InscribirCurso	464	START	1591035024543	1591035024543
REQUEST	225		IniciadoSesion Redirect 1	1591035024539	1591035024545	OK	 
REQUEST	464		Home	1591035024543	1591035024565	OK	 
USER	InscribirCurso	465	START	1591035024591	1591035024591
REQUEST	96		VerCursos	1591035024591	1591035024617	OK	 
REQUEST	397		IniciarSesion	1591035024579	1591035024617	OK	 
REQUEST	465		Home	1591035024591	1591035024620	OK	 
USER	InscribirCurso	466	START	1591035024651	1591035024651
REQUEST	466		Home	1591035024651	1591035024659	OK	 
REQUEST	398		IniciarSesion	1591035024650	1591035024659	OK	 
REQUEST	97		VerCursos	1591035024650	1591035024667	OK	 
REQUEST	226		IniciadoSesion	1591035023949	1591035024697	OK	 
REQUEST	226		IniciadoSesion Redirect 1	1591035024698	1591035024727	OK	 
USER	InscribirCurso	467	START	1591035024727	1591035024727
REQUEST	399		IniciarSesion	1591035024727	1591035024739	OK	 
REQUEST	467		Home	1591035024727	1591035024743	OK	 
REQUEST	98		VerCursos	1591035024744	1591035024783	OK	 
USER	InscribirCurso	468	START	1591035024805	1591035024805
REQUEST	400		IniciarSesion	1591035024794	1591035024819	OK	 
REQUEST	468		Home	1591035024805	1591035024820	OK	 
REQUEST	229		IniciadoSesion	1591035024135	1591035024851	OK	 
REQUEST	229		IniciadoSesion Redirect 1	1591035024851	1591035024856	OK	 
REQUEST	99		VerCursos	1591035024830	1591035024863	OK	 
USER	InscribirCurso	469	START	1591035024872	1591035024872
REQUEST	469		Home	1591035024872	1591035024889	OK	 
REQUEST	401		IniciarSesion	1591035024872	1591035024889	OK	 
USER	InscribirCurso	470	START	1591035024957	1591035024957
REQUEST	100		VerCursos	1591035024936	1591035024980	OK	 
REQUEST	402		IniciarSesion	1591035024958	1591035024980	OK	 
REQUEST	470		Home	1591035024958	1591035024984	OK	 
USER	InscribirCurso	471	START	1591035025012	1591035025012
REQUEST	232		IniciadoSesion	1591035024347	1591035025048	OK	 
REQUEST	227		IniciadoSesion	1591035023999	1591035025048	OK	 
REQUEST	471		Home	1591035025013	1591035025073	OK	 
REQUEST	101		VerCursos	1591035025013	1591035025073	OK	 
REQUEST	232		IniciadoSesion Redirect 1	1591035025048	1591035025077	OK	 
REQUEST	403		IniciarSesion	1591035025049	1591035025077	OK	 
REQUEST	227		IniciadoSesion Redirect 1	1591035025048	1591035025078	OK	 
USER	InscribirCurso	472	START	1591035025091	1591035025091
REQUEST	472		Home	1591035025092	1591035025115	OK	 
REQUEST	228		IniciadoSesion	1591035024066	1591035025127	OK	 
REQUEST	102		VerCursos	1591035025119	1591035025150	OK	 
REQUEST	404		IniciarSesion	1591035025119	1591035025150	OK	 
REQUEST	228		IniciadoSesion Redirect 1	1591035025127	1591035025153	OK	 
USER	InscribirCurso	473	START	1591035025156	1591035025156
REQUEST	231		IniciadoSesion	1591035024297	1591035025164	OK	 
REQUEST	473		Home	1591035025156	1591035025181	OK	 
REQUEST	103		VerCursos	1591035025156	1591035025181	OK	 
REQUEST	231		IniciadoSesion Redirect 1	1591035025165	1591035025185	OK	 
REQUEST	230		IniciadoSesion	1591035024218	1591035025195	OK	 
REQUEST	230		IniciadoSesion Redirect 1	1591035025195	1591035025210	OK	 
REQUEST	405		IniciarSesion	1591035025203	1591035025210	OK	 
USER	InscribirCurso	474	START	1591035025224	1591035025224
REQUEST	104		VerCursos	1591035025224	1591035025258	OK	 
REQUEST	474		Home	1591035025224	1591035025262	OK	 
REQUEST	235		IniciadoSesion	1591035024579	1591035025287	OK	 
REQUEST	105		VerCursos	1591035025277	1591035025302	OK	 
REQUEST	235		IniciadoSesion Redirect 1	1591035025287	1591035025306	OK	 
REQUEST	406		IniciarSesion	1591035025306	1591035025324	OK	 
USER	InscribirCurso	475	START	1591035025352	1591035025352
REQUEST	475		Home	1591035025353	1591035025359	OK	 
REQUEST	106		VerCursos	1591035025352	1591035025367	OK	 
REQUEST	233		IniciadoSesion	1591035024412	1591035025418	OK	 
USER	InscribirCurso	476	START	1591035025424	1591035025424
REQUEST	407		IniciarSesion	1591035025394	1591035025427	OK	 
REQUEST	233		IniciadoSesion Redirect 1	1591035025418	1591035025432	OK	 
REQUEST	476		Home	1591035025425	1591035025432	OK	 
REQUEST	237		IniciadoSesion	1591035024744	1591035025492	OK	 
USER	InscribirCurso	477	START	1591035025497	1591035025497
USER	InscribirCurso	478	START	1591035025559	1591035025559
USER	InscribirCurso	479	START	1591035025651	1591035025651
REQUEST	237		IniciadoSesion Redirect 1	1591035025492	1591035025658	OK	 
REQUEST	107		VerCursos	1591035025463	1591035025659	OK	 
REQUEST	408		IniciarSesion	1591035025463	1591035025660	OK	 
REQUEST	234		IniciadoSesion	1591035024503	1591035025660	OK	 
REQUEST	239		IniciadoSesion	1591035024889	1591035025661	OK	 
REQUEST	240		IniciadoSesion	1591035024980	1591035025664	OK	 
REQUEST	236		IniciadoSesion	1591035024651	1591035025664	OK	 
REQUEST	234		IniciadoSesion Redirect 1	1591035025661	1591035025698	OK	 
USER	InscribirCurso	480	START	1591035025712	1591035025712
REQUEST	240		IniciadoSesion Redirect 1	1591035025664	1591035025729	OK	 
REQUEST	110		VerCursos	1591035025651	1591035025729	OK	 
REQUEST	236		IniciadoSesion Redirect 1	1591035025664	1591035025729	OK	 
REQUEST	109		VerCursos	1591035025586	1591035025729	OK	 
REQUEST	409		IniciarSesion	1591035025497	1591035025729	OK	 
USER	InscribirCurso	481	START	1591035025798	1591035025798
USER	InscribirCurso	482	START	1591035025877	1591035025877
USER	InscribirCurso	483	START	1591035025943	1591035025943
REQUEST	241		IniciadoSesion	1591035025049	1591035025954	OK	 
REQUEST	479		Home	1591035025651	1591035025969	OK	 
REQUEST	239		IniciadoSesion Redirect 1	1591035025661	1591035025970	OK	 
REQUEST	238		IniciadoSesion	1591035024816	1591035025970	OK	 
REQUEST	478		Home	1591035025559	1591035025982	OK	 
REQUEST	108		VerCursos	1591035025497	1591035025983	OK	 
REQUEST	477		Home	1591035025497	1591035025983	OK	 
REQUEST	480		Home	1591035025712	1591035025988	OK	 
REQUEST	410		IniciarSesion	1591035025559	1591035025988	OK	 
REQUEST	242		IniciadoSesion	1591035025119	1591035025990	OK	 
REQUEST	483		Home	1591035025943	1591035025992	OK	 
REQUEST	241		IniciadoSesion Redirect 1	1591035025954	1591035025995	OK	 
REQUEST	242		IniciadoSesion Redirect 1	1591035025990	1591035025997	OK	 
REQUEST	112		VerCursos	1591035025798	1591035025997	OK	 
REQUEST	411		IniciarSesion	1591035025712	1591035026002	OK	 
REQUEST	482		Home	1591035025878	1591035026004	OK	 
REQUEST	243		IniciadoSesion	1591035025203	1591035026004	OK	 
REQUEST	413		IniciarSesion	1591035025777	1591035026018	OK	 
REQUEST	412		IniciarSesion	1591035025712	1591035026019	OK	 
REQUEST	245		IniciadoSesion	1591035025352	1591035026023	OK	 
REQUEST	244		IniciadoSesion	1591035025277	1591035026026	OK	 
REQUEST	414		IniciarSesion	1591035025857	1591035026031	OK	 
REQUEST	415		IniciarSesion	1591035025911	1591035026032	OK	 
REQUEST	111		VerCursos	1591035025712	1591035026033	OK	 
USER	InscribirCurso	484	START	1591035026034	1591035026034
REQUEST	416		IniciarSesion	1591035026015	1591035026036	OK	 
REQUEST	243		IniciadoSesion Redirect 1	1591035026004	1591035026037	OK	 
REQUEST	481		Home	1591035025798	1591035026037	OK	 
REQUEST	245		IniciadoSesion Redirect 1	1591035026023	1591035026039	OK	 
REQUEST	115		VerCursos	1591035025995	1591035026042	OK	 
REQUEST	244		IniciadoSesion Redirect 1	1591035026026	1591035026045	OK	 
REQUEST	113		VerCursos	1591035025877	1591035026046	OK	 
REQUEST	114		VerCursos	1591035025943	1591035026046	OK	 
REQUEST	238		IniciadoSesion Redirect 1	1591035025970	1591035026046	OK	 
REQUEST	484		Home	1591035026035	1591035026049	OK	 
REQUEST	417		IniciarSesion	1591035026050	1591035026069	OK	 
USER	InscribirCurso	485	START	1591035026095	1591035026095
REQUEST	485		Home	1591035026096	1591035026103	OK	 
REQUEST	116		VerCursos	1591035026096	1591035026111	OK	 
REQUEST	418		IniciarSesion	1591035026128	1591035026142	OK	 
REQUEST	246		IniciadoSesion	1591035025425	1591035026149	OK	 
USER	InscribirCurso	486	START	1591035026184	1591035026184
REQUEST	246		IniciadoSesion Redirect 1	1591035026149	1591035026185	OK	 
REQUEST	486		Home	1591035026185	1591035026191	OK	 
REQUEST	117		VerCursos	1591035026169	1591035026199	OK	 
REQUEST	419		IniciarSesion	1591035026204	1591035026234	OK	 
REQUEST	118		VerCursos	1591035026235	1591035026267	OK	 
USER	InscribirCurso	487	START	1591035026286	1591035026286
REQUEST	487		Home	1591035026286	1591035026295	OK	 
REQUEST	420		IniciarSesion	1591035026286	1591035026295	OK	 
REQUEST	119		VerCursos	1591035026344	1591035026364	OK	 
REQUEST	247		IniciadoSesion	1591035025497	1591035026374	OK	 
USER	InscribirCurso	488	START	1591035026389	1591035026389
REQUEST	247		IniciadoSesion Redirect 1	1591035026375	1591035026397	OK	 
REQUEST	488		Home	1591035026389	1591035026397	OK	 
REQUEST	421		IniciarSesion	1591035026389	1591035026397	OK	 
REQUEST	120		VerCursos	1591035026389	1591035026404	OK	 
USER	InscribirCurso	489	START	1591035026426	1591035026426
REQUEST	489		Home	1591035026426	1591035026441	OK	 
REQUEST	422		IniciarSesion	1591035026426	1591035026441	OK	 
REQUEST	121		VerCursos	1591035026426	1591035026449	OK	 
REQUEST	248		IniciadoSesion	1591035025586	1591035026495	OK	 
REQUEST	249		IniciadoSesion	1591035025651	1591035026495	OK	 
REQUEST	249		IniciadoSesion Redirect 1	1591035026496	1591035026500	OK	 
REQUEST	248		IniciadoSesion Redirect 1	1591035026496	1591035026500	OK	 
REQUEST	250		IniciadoSesion	1591035025712	1591035026512	OK	 
USER	InscribirCurso	490	START	1591035026528	1591035026528
REQUEST	250		IniciadoSesion Redirect 1	1591035026512	1591035026536	OK	 
REQUEST	490		Home	1591035026528	1591035026537	OK	 
REQUEST	423		IniciarSesion	1591035026528	1591035026537	OK	 
REQUEST	122		VerCursos	1591035026528	1591035026544	OK	 
USER	InscribirCurso	491	START	1591035026572	1591035026572
REQUEST	491		Home	1591035026572	1591035026609	OK	 
REQUEST	424		IniciarSesion	1591035026572	1591035026610	OK	 
REQUEST	123		VerCursos	1591035026572	1591035026617	OK	 
USER	InscribirCurso	492	START	1591035026640	1591035026640
REQUEST	492		Home	1591035026641	1591035026659	OK	 
REQUEST	425		IniciarSesion	1591035026640	1591035026660	OK	 
REQUEST	124		VerCursos	1591035026640	1591035026668	OK	 
USER	InscribirCurso	493	START	1591035026718	1591035026718
REQUEST	493		Home	1591035026718	1591035026777	OK	 
REQUEST	426		IniciarSesion	1591035026746	1591035026782	OK	 
REQUEST	125		VerCursos	1591035026746	1591035026790	OK	 
REQUEST	252		IniciadoSesion	1591035025857	1591035026815	OK	 
USER	InscribirCurso	494	START	1591035026821	1591035026821
REQUEST	254		IniciadoSesion	1591035025995	1591035026823	OK	 
USER	InscribirCurso	495	START	1591035026866	1591035026866
USER	InscribirCurso	496	START	1591035026929	1591035026929
USER	InscribirCurso	497	START	1591035027007	1591035027007
USER	InscribirCurso	498	START	1591035027064	1591035027064
REQUEST	252		IniciadoSesion Redirect 1	1591035026815	1591035027094	OK	 
REQUEST	427		IniciarSesion	1591035026821	1591035027094	OK	 
REQUEST	126		VerCursos	1591035026821	1591035027095	OK	 
REQUEST	251		IniciadoSesion	1591035025798	1591035027095	OK	 
REQUEST	253		IniciadoSesion	1591035025924	1591035027097	OK	 
REQUEST	494		Home	1591035026821	1591035027098	OK	 
REQUEST	256		IniciadoSesion	1591035026128	1591035027099	OK	 
REQUEST	255		IniciadoSesion	1591035026064	1591035027100	OK	 
REQUEST	257		IniciadoSesion	1591035026204	1591035027130	OK	 
REQUEST	495		Home	1591035026867	1591035027130	OK	 
REQUEST	429		IniciarSesion	1591035027007	1591035027139	OK	 
REQUEST	128		VerCursos	1591035026929	1591035027142	OK	 
REQUEST	496		Home	1591035026929	1591035027146	OK	 
REQUEST	259		IniciadoSesion	1591035026345	1591035027168	OK	 
REQUEST	254		IniciadoSesion Redirect 1	1591035026823	1591035027172	OK	 
REQUEST	430		IniciarSesion	1591035027032	1591035027172	OK	 
REQUEST	428		IniciarSesion	1591035026898	1591035027173	OK	 
REQUEST	498		Home	1591035027064	1591035027174	OK	 
USER	InscribirCurso	499	START	1591035027175	1591035027175
USER	InscribirCurso	500	START	1591035027210	1591035027210
REQUEST	129		VerCursos	1591035027032	1591035027246	OK	 
REQUEST	127		VerCursos	1591035026898	1591035027250	OK	 
REQUEST	260		IniciadoSesion	1591035026426	1591035027253	OK	 
REQUEST	497		Home	1591035027007	1591035027257	OK	 
REQUEST	259		IniciadoSesion Redirect 1	1591035027168	1591035027257	OK	 
REQUEST	258		IniciadoSesion	1591035026286	1591035027257	OK	 
REQUEST	262		IniciadoSesion	1591035026610	1591035027258	OK	 
REQUEST	251		IniciadoSesion Redirect 1	1591035027096	1591035027260	OK	 
REQUEST	257		IniciadoSesion Redirect 1	1591035027130	1591035027261	OK	 
REQUEST	261		IniciadoSesion	1591035026528	1591035027262	OK	 
REQUEST	256		IniciadoSesion Redirect 1	1591035027099	1591035027268	OK	 
REQUEST	499		Home	1591035027175	1591035027270	OK	 
REQUEST	130		VerCursos	1591035027092	1591035027284	OK	 
REQUEST	131		VerCursos	1591035027210	1591035027285	OK	 
REQUEST	258		IniciadoSesion Redirect 1	1591035027257	1591035027285	OK	 
USER	InscribirCurso	501	START	1591035027286	1591035027286
REQUEST	262		IniciadoSesion Redirect 1	1591035027258	1591035027291	OK	 
REQUEST	431		IniciarSesion	1591035027174	1591035027291	OK	 
REQUEST	253		IniciadoSesion Redirect 1	1591035027097	1591035027305	OK	 
REQUEST	261		IniciadoSesion Redirect 1	1591035027263	1591035027305	OK	 
REQUEST	500		Home	1591035027210	1591035027306	OK	 
USER	InscribirCurso	502	START	1591035027309	1591035027309
REQUEST	432		IniciarSesion	1591035027210	1591035027316	OK	 
REQUEST	433		IniciarSesion	1591035027260	1591035027318	OK	 
REQUEST	132		VerCursos	1591035027286	1591035027326	OK	 
REQUEST	501		Home	1591035027287	1591035027327	OK	 
REQUEST	260		IniciadoSesion Redirect 1	1591035027253	1591035027330	OK	 
REQUEST	502		Home	1591035027309	1591035027330	OK	 
REQUEST	263		IniciadoSesion	1591035026655	1591035027331	OK	 
REQUEST	255		IniciadoSesion Redirect 1	1591035027100	1591035027334	OK	 
REQUEST	263		IniciadoSesion Redirect 1	1591035027331	1591035027338	OK	 
REQUEST	434		IniciarSesion	1591035027339	1591035027356	OK	 
REQUEST	133		VerCursos	1591035027339	1591035027362	OK	 
USER	InscribirCurso	503	START	1591035027408	1591035027408
REQUEST	503		Home	1591035027408	1591035027420	OK	 
REQUEST	435		IniciarSesion	1591035027408	1591035027420	OK	 
REQUEST	134		VerCursos	1591035027408	1591035027428	OK	 
USER	InscribirCurso	504	START	1591035027475	1591035027475
REQUEST	504		Home	1591035027475	1591035027495	OK	 
REQUEST	264		IniciadoSesion	1591035026746	1591035027507	OK	 
REQUEST	264		IniciadoSesion Redirect 1	1591035027507	1591035027512	OK	 
REQUEST	436		IniciarSesion	1591035027507	1591035027514	OK	 
REQUEST	135		VerCursos	1591035027507	1591035027520	OK	 
USER	InscribirCurso	505	START	1591035027538	1591035027538
REQUEST	265		IniciadoSesion	1591035026821	1591035027541	OK	 
REQUEST	505		Home	1591035027539	1591035027545	OK	 
REQUEST	265		IniciadoSesion Redirect 1	1591035027542	1591035027546	OK	 
REQUEST	437		IniciarSesion	1591035027571	1591035027580	OK	 
REQUEST	136		VerCursos	1591035027571	1591035027587	OK	 
USER	InscribirCurso	506	START	1591035027621	1591035027621
REQUEST	506		Home	1591035027621	1591035027644	OK	 
REQUEST	438		IniciarSesion	1591035027621	1591035027644	OK	 
REQUEST	1		MisCursosInscritos	1591035027621	1591035027652	OK	 
USER	InscribirCurso	507	START	1591035027694	1591035027694
REQUEST	2		MisCursosInscritos	1591035027678	1591035027713	OK	 
REQUEST	137		VerCursos	1591035027678	1591035027713	OK	 
REQUEST	507		Home	1591035027695	1591035027734	OK	 
REQUEST	439		IniciarSesion	1591035027714	1591035027739	OK	 
REQUEST	3		MisCursosInscritos	1591035027742	1591035027759	OK	 
REQUEST	138		VerCursos	1591035027742	1591035027760	OK	 
USER	InscribirCurso	508	START	1591035027770	1591035027770
REQUEST	508		Home	1591035027770	1591035027782	OK	 
REQUEST	267		IniciadoSesion	1591035026959	1591035027786	OK	 
REQUEST	440		IniciarSesion	1591035027778	1591035027786	OK	 
REQUEST	267		IniciadoSesion Redirect 1	1591035027786	1591035027807	OK	 
REQUEST	139		VerCursos	1591035027802	1591035027816	OK	 
REQUEST	4		MisCursosInscritos	1591035027802	1591035027817	OK	 
REQUEST	266		IniciadoSesion	1591035026898	1591035027828	OK	 
REQUEST	266		IniciadoSesion Redirect 1	1591035027828	1591035027833	OK	 
USER	InscribirCurso	509	START	1591035027850	1591035027850
REQUEST	509		Home	1591035027850	1591035027858	OK	 
REQUEST	441		IniciarSesion	1591035027882	1591035027896	OK	 
REQUEST	140		VerCursos	1591035027882	1591035027903	OK	 
REQUEST	5		MisCursosInscritos	1591035027882	1591035027903	OK	 
REQUEST	270		IniciadoSesion	1591035027175	1591035027934	OK	 
REQUEST	270		IniciadoSesion Redirect 1	1591035027934	1591035027941	OK	 
REQUEST	272		IniciadoSesion	1591035027339	1591035027962	OK	 
REQUEST	442		IniciarSesion	1591035027948	1591035027966	OK	 
REQUEST	272		IniciadoSesion Redirect 1	1591035027962	1591035027968	OK	 
REQUEST	141		VerCursos	1591035027948	1591035027974	OK	 
REQUEST	6		MisCursosInscritos	1591035027948	1591035027974	OK	 
