ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034988976	 	3.3.1
REQUEST	1033		Home	1591035066705	1591035070781	OK	 
REQUEST	1071		Home	1591035069477	1591035070782	OK	 
USER	InscribirCurso	1088	START	1591035070797	1591035070797
USER	InscribirCurso	405	END	1591035020174	1591035070863
USER	InscribirCurso	1089	START	1591035070863	1591035070863
USER	InscribirCurso	407	END	1591035020303	1591035070863
USER	InscribirCurso	1090	START	1591035070922	1591035070922
USER	InscribirCurso	404	END	1591035020080	1591035070980
USER	InscribirCurso	422	END	1591035021393	1591035070980
USER	InscribirCurso	1091	START	1591035070980	1591035070980
USER	InscribirCurso	420	END	1591035021236	1591035071027
USER	InscribirCurso	416	END	1591035020960	1591035071027
USER	InscribirCurso	1092	START	1591035071026	1591035071026
USER	InscribirCurso	1093	START	1591035071113	1591035071113
USER	InscribirCurso	1094	START	1591035071155	1591035071155
USER	InscribirCurso	1095	START	1591035071238	1591035071238
USER	InscribirCurso	1096	START	1591035071352	1591035071352
USER	InscribirCurso	1097	START	1591035071414	1591035071414
USER	InscribirCurso	1098	START	1591035071487	1591035071487
REQUEST	495		MisCursosInscritos	1591035067363	1591035071489	OK	 
REQUEST	791		IniciadoSesion	1591035066967	1591035071509	OK	 
REQUEST	509		MisCursosInscritos	1591035067823	1591035071509	OK	 
REQUEST	1002		IniciarSesion	1591035070136	1591035071509	OK	 
USER	InscribirCurso	421	END	1591035021319	1591035071513
REQUEST	1049		Home	1591035067953	1591035071515	OK	 
REQUEST	823		IniciadoSesion	1591035069213	1591035071517	OK	 
REQUEST	974		IniciarSesion	1591035070797	1591035071521	OK	 
REQUEST	665		VerCursos	1591035069695	1591035071526	OK	 
REQUEST	526		MisCursosInscritos	1591035070797	1591035071530	OK	 
REQUEST	506		MisCursosInscritos	1591035068084	1591035071531	OK	 
REQUEST	523		MisCursosInscritos	1591035068083	1591035071539	OK	 
REQUEST	541		MisCursosInscritos	1591035070797	1591035071540	OK	 
REQUEST	653		VerCursos	1591035067953	1591035071541	OK	 
REQUEST	516		MisCursosInscritos	1591035068083	1591035071542	OK	 
REQUEST	1088		Home	1591035070797	1591035071544	OK	 
REQUEST	553		MisCursosInscritos	1591035070798	1591035071544	OK	 
REQUEST	554		MisCursosInscritos	1591035070799	1591035071555	OK	 
USER	InscribirCurso	426	END	1591035021694	1591035071559
REQUEST	798		IniciadoSesion	1591035066967	1591035071563	OK	 
REQUEST	812		IniciadoSesion	1591035067467	1591035071563	OK	 
REQUEST	783		IniciadoSesion	1591035066967	1591035071564	OK	 
USER	InscribirCurso	1099	START	1591035071564	1591035071564
REQUEST	987		IniciarSesion	1591035069390	1591035071566	OK	 
REQUEST	655		VerCursos	1591035068214	1591035071568	OK	 
REQUEST	1059		Home	1591035068606	1591035071579	OK	 
REQUEST	747		IniciadoSesion Redirect 1	1591035067147	1591035071579	OK	 
REQUEST	1072		Home	1591035069575	1591035071579	OK	 
REQUEST	657		VerCursos	1591035068606	1591035071580	OK	 
REQUEST	672		VerCursos	1591035068632	1591035071580	OK	 
REQUEST	500		MisCursosInscritos	1591035067245	1591035071580	OK	 
REQUEST	676		VerCursos	1591035068752	1591035071582	OK	 
REQUEST	970		IniciarSesion	1591035069446	1591035071585	OK	 
REQUEST	512		MisCursosInscritos	1591035068889	1591035071585	OK	 
REQUEST	759		IniciadoSesion Redirect 1	1591035067282	1591035071592	OK	 
REQUEST	941		IniciarSesion	1591035066705	1591035071599	OK	 
REQUEST	1041		Home	1591035067363	1591035071600	OK	 
REQUEST	525		MisCursosInscritos	1591035070863	1591035071601	OK	 
REQUEST	993		IniciarSesion	1591035070005	1591035071604	OK	 
REQUEST	833		IniciadoSesion	1591035069446	1591035071604	OK	 
REQUEST	1042		Home	1591035067365	1591035071605	OK	 
REQUEST	815		IniciadoSesion	1591035067696	1591035071607	OK	 
REQUEST	1076		Home	1591035069904	1591035071607	OK	 
REQUEST	1069		Home	1591035069313	1591035071608	OK	 
REQUEST	984		IniciarSesion	1591035069940	1591035071609	OK	 
REQUEST	781		IniciadoSesion Redirect 1	1591035069683	1591035071610	OK	 
REQUEST	1051		Home	1591035068214	1591035071621	OK	 
REQUEST	1008		IniciarSesion	1591035070863	1591035071621	OK	 
REQUEST	502		MisCursosInscritos	1591035068085	1591035071624	OK	 
REQUEST	635		VerCursos	1591035068084	1591035071624	OK	 
REQUEST	809		IniciadoSesion	1591035067129	1591035071625	OK	 
REQUEST	494		MisCursosInscritos	1591035068085	1591035071627	OK	 
REQUEST	989		IniciarSesion	1591035070980	1591035071642	OK	 
USER	InscribirCurso	1100	START	1591035071643	1591035071643
REQUEST	795		IniciadoSesion Redirect 1	1591035068964	1591035071657	OK	 
REQUEST	1007		IniciarSesion	1591035071321	1591035071690	OK	 
REQUEST	981		IniciarSesion	1591035069072	1591035071704	OK	 
REQUEST	1065		Home	1591035069036	1591035071706	OK	 
REQUEST	1096		Home	1591035071353	1591035071709	OK	 
REQUEST	1097		Home	1591035071415	1591035071711	OK	 
REQUEST	799		IniciadoSesion Redirect 1	1591035069534	1591035071711	OK	 
REQUEST	772		IniciadoSesion Redirect 1	1591035069533	1591035071726	OK	 
USER	InscribirCurso	419	END	1591035021166	1591035071728
USER	InscribirCurso	1101	START	1591035071728	1591035071728
REQUEST	1098		Home	1591035071487	1591035071746	OK	 
REQUEST	791		IniciadoSesion Redirect 1	1591035071509	1591035071750	OK	 
REQUEST	823		IniciadoSesion Redirect 1	1591035071517	1591035071761	OK	 
USER	InscribirCurso	427	END	1591035021767	1591035071788
REQUEST	968		IniciarSesion	1591035068335	1591035071797	OK	 
USER	InscribirCurso	1102	START	1591035071796	1591035071796
REQUEST	958		IniciarSesion	1591035069143	1591035071812	OK	 
REQUEST	774		IniciadoSesion Redirect 1	1591035068964	1591035071813	OK	 
REQUEST	999		IniciarSesion	1591035069390	1591035071813	OK	 
REQUEST	980		IniciarSesion	1591035069390	1591035071814	OK	 
REQUEST	1062		Home	1591035068809	1591035071814	OK	 
REQUEST	1092		Home	1591035071027	1591035071815	OK	 
REQUEST	749		IniciadoSesion Redirect 1	1591035068941	1591035071815	OK	 
REQUEST	651		VerCursos	1591035068214	1591035071815	OK	 
REQUEST	658		VerCursos	1591035068214	1591035071815	OK	 
REQUEST	519		MisCursosInscritos	1591035068776	1591035071816	OK	 
REQUEST	659		VerCursos	1591035068731	1591035071816	OK	 
REQUEST	1054		Home	1591035068336	1591035071816	OK	 
REQUEST	770		IniciadoSesion Redirect 1	1591035067279	1591035071817	OK	 
REQUEST	1055		Home	1591035068415	1591035071819	OK	 
REQUEST	1001		IniciarSesion	1591035069940	1591035071834	OK	 
REQUEST	649		VerCursos	1591035067363	1591035071834	OK	 
REQUEST	1017		IniciarSesion	1591035071062	1591035071835	OK	 
REQUEST	817		IniciadoSesion	1591035067823	1591035071836	OK	 
REQUEST	648		VerCursos	1591035068084	1591035071839	OK	 
REQUEST	995		IniciarSesion	1591035070798	1591035071840	OK	 
REQUEST	964		IniciarSesion	1591035068083	1591035071840	OK	 
USER	InscribirCurso	1103	START	1591035071885	1591035071885
USER	InscribirCurso	1104	START	1591035071960	1591035071960
USER	InscribirCurso	1105	START	1591035072025	1591035072025
REQUEST	639		VerCursos	1591035068084	1591035072033	OK	 
REQUEST	972		IniciarSesion	1591035068083	1591035072033	OK	 
REQUEST	1089		Home	1591035070863	1591035072034	OK	 
REQUEST	528		MisCursosInscritos	1591035068699	1591035072034	OK	 
REQUEST	536		MisCursosInscritos	1591035069615	1591035072036	OK	 
USER	InscribirCurso	1106	START	1591035072100	1591035072100
USER	InscribirCurso	413	END	1591035020743	1591035072165
USER	InscribirCurso	1107	START	1591035072197	1591035072197
USER	InscribirCurso	442	END	1591035022899	1591035072257
USER	InscribirCurso	1108	START	1591035072257	1591035072257
REQUEST	766		IniciadoSesion Redirect 1	1591035068964	1591035072299	OK	 
REQUEST	967		IniciarSesion	1591035069072	1591035072300	OK	 
REQUEST	1067		Home	1591035069179	1591035072301	OK	 
REQUEST	985		IniciarSesion	1591035069108	1591035072301	OK	 
REQUEST	810		IniciadoSesion	1591035067206	1591035072305	OK	 
REQUEST	944		IniciarSesion	1591035068863	1591035072307	OK	 
REQUEST	643		VerCursos	1591035067823	1591035072308	OK	 
REQUEST	661		VerCursos	1591035068083	1591035072309	OK	 
REQUEST	962		IniciarSesion	1591035069212	1591035072309	OK	 
REQUEST	952		IniciarSesion	1591035066705	1591035072310	OK	 
REQUEST	1068		Home	1591035069242	1591035072313	OK	 
USER	InscribirCurso	1109	START	1591035072315	1591035072315
USER	InscribirCurso	424	END	1591035021539	1591035072316
REQUEST	826		IniciadoSesion	1591035069800	1591035072318	OK	 
REQUEST	1060		Home	1591035068664	1591035072318	OK	 
REQUEST	827		IniciadoSesion	1591035069972	1591035072323	OK	 
REQUEST	814		IniciadoSesion	1591035067598	1591035072323	OK	 
REQUEST	825		IniciadoSesion	1591035069517	1591035072323	OK	 
REQUEST	811		IniciadoSesion	1591035067363	1591035072324	OK	 
REQUEST	828		IniciadoSesion	1591035070038	1591035072324	OK	 
REQUEST	835		IniciadoSesion	1591035069800	1591035072324	OK	 
REQUEST	818		IniciadoSesion	1591035067953	1591035072324	OK	 
REQUEST	996		IniciarSesion	1591035069390	1591035072367	OK	 
USER	InscribirCurso	1110	START	1591035072371	1591035072371
REQUEST	537		MisCursosInscritos	1591035069178	1591035072385	OK	 
REQUEST	1080		Home	1591035070171	1591035072385	OK	 
REQUEST	549		MisCursosInscritos	1591035071062	1591035072385	OK	 
REQUEST	780		IniciadoSesion Redirect 1	1591035069533	1591035072386	OK	 
REQUEST	1050		Home	1591035068084	1591035072391	OK	 
REQUEST	520		MisCursosInscritos	1591035068085	1591035072398	OK	 
REQUEST	660		VerCursos	1591035068214	1591035072399	OK	 
REQUEST	1011		IniciarSesion	1591035071265	1591035072399	OK	 
REQUEST	668		VerCursos	1591035069767	1591035072411	OK	 
REQUEST	1018		IniciarSesion	1591035071431	1591035072411	OK	 
REQUEST	975		IniciarSesion	1591035069212	1591035072417	OK	 
REQUEST	983		IniciarSesion	1591035069000	1591035072417	OK	 
REQUEST	1070		Home	1591035069391	1591035072425	OK	 
REQUEST	754		IniciadoSesion Redirect 1	1591035067279	1591035072426	OK	 
REQUEST	742		IniciadoSesion Redirect 1	1591035067317	1591035072427	OK	 
REQUEST	790		IniciadoSesion Redirect 1	1591035069535	1591035072427	OK	 
REQUEST	808		IniciadoSesion Redirect 1	1591035069823	1591035072427	OK	 
REQUEST	629		VerCursos	1591035067953	1591035072427	OK	 
REQUEST	1015		IniciarSesion	1591035071155	1591035072435	OK	 
REQUEST	822		IniciadoSesion Redirect 1	1591035070283	1591035072436	OK	 
REQUEST	820		IniciadoSesion	1591035068084	1591035072436	OK	 
REQUEST	994		IniciarSesion	1591035070005	1591035072446	OK	 
REQUEST	831		IniciadoSesion	1591035069391	1591035072448	OK	 
USER	InscribirCurso	1111	START	1591035072448	1591035072448
REQUEST	518		MisCursosInscritos	1591035067953	1591035072449	OK	 
REQUEST	1047		Home	1591035067823	1591035072463	OK	 
REQUEST	517		MisCursosInscritos	1591035069108	1591035072463	OK	 
REQUEST	1052		Home	1591035068214	1591035072464	OK	 
REQUEST	501		MisCursosInscritos	1591035068965	1591035072464	OK	 
REQUEST	1005		IniciarSesion	1591035071155	1591035072469	OK	 
REQUEST	543		MisCursosInscritos	1591035070922	1591035072476	OK	 
REQUEST	673		VerCursos	1591035068822	1591035072477	OK	 
REQUEST	1013		IniciarSesion	1591035070863	1591035072477	OK	 
USER	InscribirCurso	1112	START	1591035072525	1591035072525
USER	InscribirCurso	1113	START	1591035072589	1591035072589
REQUEST	521		MisCursosInscritos	1591035068484	1591035072635	OK	 
REQUEST	656		VerCursos	1591035071527	1591035072635	OK	 
REQUEST	852		IniciadoSesion	1591035070327	1591035072636	OK	 
REQUEST	546		MisCursosInscritos	1591035069972	1591035072637	OK	 
REQUEST	986		IniciarSesion	1591035069143	1591035072637	OK	 
REQUEST	1066		Home	1591035069108	1591035072640	OK	 
REQUEST	1053		Home	1591035068335	1591035072641	OK	 
REQUEST	997		IniciarSesion	1591035069822	1591035072641	OK	 
REQUEST	957		IniciarSesion	1591035068335	1591035072642	OK	 
REQUEST	1020		IniciarSesion	1591035071528	1591035072643	OK	 
REQUEST	540		MisCursosInscritos	1591035069615	1591035072645	OK	 
REQUEST	666		VerCursos	1591035069695	1591035072645	OK	 
REQUEST	963		IniciarSesion	1591035069072	1591035072646	OK	 
REQUEST	819		IniciadoSesion	1591035067953	1591035072652	OK	 
REQUEST	1021		IniciarSesion	1591035071113	1591035072651	OK	 
USER	InscribirCurso	1114	START	1591035072652	1591035072652
REQUEST	682		VerCursos	1591035071638	1591035072653	OK	 
REQUEST	1093		Home	1591035071113	1591035072657	OK	 
REQUEST	679		VerCursos	1591035071746	1591035072659	OK	 
REQUEST	827		IniciadoSesion Redirect 1	1591035072323	1591035072659	OK	 
REQUEST	534		MisCursosInscritos	1591035071026	1591035072659	OK	 
REQUEST	662		VerCursos	1591035069729	1591035072660	OK	 
REQUEST	1024		IniciarSesion	1591035072132	1591035072666	OK	 
REQUEST	1100		Home	1591035071643	1591035072672	OK	 
REQUEST	685		VerCursos	1591035071747	1591035072672	OK	 
REQUEST	811		IniciadoSesion Redirect 1	1591035072324	1591035072673	OK	 
REQUEST	1027		IniciarSesion	1591035072133	1591035072676	OK	 
REQUEST	1023		IniciarSesion	1591035071155	1591035072678	OK	 
REQUEST	677		VerCursos	1591035071796	1591035072679	OK	 
REQUEST	514		MisCursosInscritos	1591035068776	1591035072680	OK	 
REQUEST	646		VerCursos	1591035067823	1591035072680	OK	 
REQUEST	1010		IniciarSesion	1591035070136	1591035072681	OK	 
REQUEST	1078		Home	1591035070038	1591035072683	OK	 
REQUEST	695		VerCursos	1591035070798	1591035072683	OK	 
REQUEST	645		VerCursos	1591035068214	1591035072701	OK	 
REQUEST	1046		Home	1591035067823	1591035072703	OK	 
REQUEST	663		VerCursos	1591035068083	1591035072703	OK	 
REQUEST	503		MisCursosInscritos	1591035068214	1591035072713	OK	 
REQUEST	834		IniciadoSesion	1591035070038	1591035072713	OK	 
REQUEST	1101		Home	1591035071728	1591035072714	OK	 
REQUEST	1019		IniciarSesion	1591035071185	1591035072714	OK	 
REQUEST	544		MisCursosInscritos	1591035069904	1591035072716	OK	 
REQUEST	513		MisCursosInscritos	1591035068553	1591035072717	OK	 
REQUEST	990		IniciarSesion	1591035069000	1591035072717	OK	 
REQUEST	859		IniciadoSesion	1591035071062	1591035072718	OK	 
REQUEST	703		VerCursos	1591035071788	1591035072721	OK	 
REQUEST	813		IniciadoSesion Redirect 1	1591035069822	1591035072724	OK	 
REQUEST	496		MisCursosInscritos	1591035068083	1591035072724	OK	 
USER	InscribirCurso	1115	START	1591035072726	1591035072726
REQUEST	1058		Home	1591035068552	1591035072730	OK	 
REQUEST	793		IniciadoSesion Redirect 1	1591035069536	1591035072738	OK	 
REQUEST	776		IniciadoSesion Redirect 1	1591035070224	1591035072740	OK	 
REQUEST	508		MisCursosInscritos	1591035068085	1591035072742	OK	 
REQUEST	777		IniciadoSesion Redirect 1	1591035068943	1591035072742	OK	 
REQUEST	1106		Home	1591035072101	1591035072742	OK	 
REQUEST	1087		Home	1591035070679	1591035072756	OK	 
REQUEST	704		VerCursos	1591035072197	1591035072757	OK	 
REQUEST	1006		IniciarSesion	1591035070198	1591035072757	OK	 
REQUEST	831		IniciadoSesion Redirect 1	1591035072448	1591035072758	OK	 
REQUEST	1090		Home	1591035070922	1591035072778	OK	 
REQUEST	821		IniciadoSesion	1591035068084	1591035072778	OK	 
REQUEST	493		MisCursosInscritos	1591035068889	1591035072778	OK	 
REQUEST	694		VerCursos	1591035071487	1591035072779	OK	 
REQUEST	850		IniciadoSesion	1591035070136	1591035072779	OK	 
REQUEST	816		IniciadoSesion	1591035067823	1591035072780	OK	 
REQUEST	787		IniciadoSesion Redirect 1	1591035070199	1591035072784	OK	 
REQUEST	644		VerCursos	1591035067696	1591035072785	OK	 
REQUEST	529		MisCursosInscritos	1591035070136	1591035072796	OK	 
REQUEST	691		VerCursos	1591035071788	1591035072797	OK	 
REQUEST	860		IniciadoSesion	1591035071297	1591035072797	OK	 
REQUEST	1084		Home	1591035070445	1591035072797	OK	 
REQUEST	642		VerCursos	1591035067953	1591035072798	OK	 
REQUEST	841		IniciadoSesion	1591035070005	1591035072798	OK	 
REQUEST	1057		Home	1591035068485	1591035072799	OK	 
REQUEST	976		IniciarSesion	1591035070005	1591035072800	OK	 
USER	InscribirCurso	1116	START	1591035072804	1591035072804
USER	InscribirCurso	414	END	1591035020810	1591035072864
USER	InscribirCurso	1117	START	1591035072892	1591035072892
USER	InscribirCurso	440	END	1591035022744	1591035072894
USER	InscribirCurso	1118	START	1591035072967	1591035072967
USER	InscribirCurso	425	END	1591035021612	1591035073001
USER	InscribirCurso	409	END	1591035020462	1591035073028
USER	InscribirCurso	1119	START	1591035073028	1591035073028
REQUEST	699		VerCursos	1591035071727	1591035073049	OK	 
REQUEST	1107		Home	1591035072197	1591035073049	OK	 
REQUEST	812		IniciadoSesion Redirect 1	1591035071564	1591035073049	OK	 
REQUEST	794		IniciadoSesion Redirect 1	1591035069533	1591035073050	OK	 
REQUEST	1104		Home	1591035071960	1591035073050	OK	 
REQUEST	800		IniciadoSesion Redirect 1	1591035069830	1591035073050	OK	 
REQUEST	670		VerCursos	1591035070863	1591035073050	OK	 
REQUEST	498		MisCursosInscritos	1591035068085	1591035073060	OK	 
REQUEST	562		MisCursosInscritos	1591035071643	1591035073061	OK	 
REQUEST	1016		IniciarSesion	1591035071062	1591035073062	OK	 
REQUEST	535		MisCursosInscritos	1591035071788	1591035073063	OK	 
REQUEST	686		VerCursos	1591035071595	1591035073063	OK	 
REQUEST	1009		IniciarSesion	1591035070980	1591035073063	OK	 
REQUEST	828		IniciadoSesion Redirect 1	1591035072324	1591035073065	OK	 
REQUEST	1111		Home	1591035072448	1591035073065	OK	 
REQUEST	1105		Home	1591035072025	1591035073065	OK	 
REQUEST	815		IniciadoSesion Redirect 1	1591035071607	1591035073066	OK	 
REQUEST	650		VerCursos	1591035068084	1591035073066	OK	 
REQUEST	757		IniciadoSesion Redirect 1	1591035069296	1591035073066	OK	 
REQUEST	1056		Home	1591035068485	1591035073066	OK	 
REQUEST	1081		Home	1591035070246	1591035073067	OK	 
REQUEST	1083		Home	1591035070377	1591035073067	OK	 
REQUEST	1099		Home	1591035071565	1591035073067	OK	 
REQUEST	551		MisCursosInscritos	1591035071062	1591035073068	OK	 
REQUEST	825		IniciadoSesion Redirect 1	1591035072324	1591035073068	OK	 
REQUEST	814		IniciadoSesion Redirect 1	1591035072323	1591035073068	OK	 
REQUEST	977		IniciarSesion	1591035069390	1591035073068	OK	 
USER	InscribirCurso	429	END	1591035021926	1591035073077
REQUEST	862		IniciadoSesion	1591035071155	1591035073078	OK	 
REQUEST	835		IniciadoSesion Redirect 1	1591035072324	1591035073078	OK	 
REQUEST	557		MisCursosInscritos	1591035071026	1591035073080	OK	 
REQUEST	1103		Home	1591035071885	1591035073080	OK	 
REQUEST	671		VerCursos	1591035071728	1591035073080	OK	 
REQUEST	698		VerCursos	1591035072263	1591035073081	OK	 
REQUEST	1025		IniciarSesion	1591035072132	1591035073081	OK	 
REQUEST	1030		IniciarSesion	1591035072132	1591035073082	OK	 
REQUEST	819		IniciadoSesion Redirect 1	1591035072652	1591035073083	OK	 
REQUEST	697		VerCursos	1591035071026	1591035073084	OK	 
REQUEST	530		MisCursosInscritos	1591035069800	1591035073084	OK	 
REQUEST	545		MisCursosInscritos	1591035070863	1591035073084	OK	 
USER	InscribirCurso	1120	START	1591035073101	1591035073101
REQUEST	1086		Home	1591035070612	1591035073101	OK	 
REQUEST	807		IniciadoSesion Redirect 1	1591035069807	1591035073104	OK	 
REQUEST	992		IniciarSesion	1591035069517	1591035073104	OK	 
REQUEST	991		IniciarSesion	1591035069000	1591035073104	OK	 
REQUEST	1108		Home	1591035072258	1591035073104	OK	 
REQUEST	1094		Home	1591035071155	1591035073105	OK	 
REQUEST	1026		IniciarSesion	1591035072371	1591035073105	OK	 
REQUEST	552		MisCursosInscritos	1591035071027	1591035073109	OK	 
REQUEST	1074		Home	1591035069730	1591035073110	OK	 
USER	InscribirCurso	408	END	1591035020391	1591035073124
USER	InscribirCurso	1121	START	1591035073162	1591035073162
USER	InscribirCurso	1122	START	1591035073238	1591035073238
USER	InscribirCurso	452	END	1591035023631	1591035073240
USER	InscribirCurso	423	END	1591035021474	1591035073265
USER	InscribirCurso	410	END	1591035020518	1591035073272
REQUEST	1022		IniciarSesion	1591035071431	1591035073272	OK	 
REQUEST	1082		Home	1591035070308	1591035073273	OK	 
REQUEST	664		VerCursos	1591035071728	1591035073274	OK	 
REQUEST	826		IniciadoSesion Redirect 1	1591035072318	1591035073277	OK	 
REQUEST	850		IniciadoSesion Redirect 1	1591035072779	1591035073277	OK	 
REQUEST	556		MisCursosInscritos	1591035071747	1591035073277	OK	 
REQUEST	778		IniciadoSesion Redirect 1	1591035070327	1591035073282	OK	 
REQUEST	1012		IniciarSesion	1591035071595	1591035073282	OK	 
REQUEST	1114		Home	1591035072653	1591035073286	OK	 
REQUEST	832		IniciadoSesion	1591035070070	1591035073287	OK	 
REQUEST	667		VerCursos	1591035072165	1591035073287	OK	 
REQUEST	1095		Home	1591035071238	1591035073294	OK	 
REQUEST	836		IniciadoSesion	1591035069972	1591035073295	OK	 
REQUEST	840		IniciadoSesion	1591035069972	1591035073295	OK	 
REQUEST	810		IniciadoSesion Redirect 1	1591035072306	1591035073295	OK	 
REQUEST	533		MisCursosInscritos	1591035070863	1591035073295	OK	 
REQUEST	689		VerCursos	1591035069822	1591035073295	OK	 
USER	InscribirCurso	1123	START	1591035073306	1591035073306
REQUEST	847		IniciadoSesion	1591035070005	1591035073307	OK	 
REQUEST	1113		Home	1591035072589	1591035073308	OK	 
REQUEST	860		IniciadoSesion Redirect 1	1591035072797	1591035073308	OK	 
REQUEST	1109		Home	1591035072316	1591035073319	OK	 
REQUEST	789		IniciadoSesion Redirect 1	1591035069823	1591035073320	OK	 
REQUEST	1091		Home	1591035070981	1591035073320	OK	 
REQUEST	762		IniciadoSesion Redirect 1	1591035070386	1591035073321	OK	 
REQUEST	684		VerCursos	1591035072933	1591035073337	OK	 
REQUEST	857		IniciadoSesion	1591035071949	1591035073337	OK	 
REQUEST	802		IniciadoSesion Redirect 1	1591035069807	1591035073338	OK	 
REQUEST	1118		Home	1591035072968	1591035073342	OK	 
REQUEST	837		IniciadoSesion	1591035070005	1591035073410	OK	 
USER	InscribirCurso	1124	START	1591035073410	1591035073410
REQUEST	542		MisCursosInscritos	1591035071026	1591035073449	OK	 
REQUEST	844		IniciadoSesion	1591035070038	1591035073449	OK	 
REQUEST	1119		Home	1591035073028	1591035073450	OK	 
USER	InscribirCurso	1125	START	1591035073457	1591035073457
REQUEST	558		MisCursosInscritos	1591035073001	1591035073459	OK	 
REQUEST	1112		Home	1591035072526	1591035073477	OK	 
REQUEST	1085		Home	1591035070515	1591035073477	OK	 
REQUEST	852		IniciadoSesion Redirect 1	1591035072636	1591035073478	OK	 
REQUEST	555		MisCursosInscritos	1591035071746	1591035073478	OK	 
REQUEST	843		IniciadoSesion	1591035070070	1591035073478	OK	 
REQUEST	818		IniciadoSesion Redirect 1	1591035072324	1591035073485	OK	 
REQUEST	842		IniciadoSesion	1591035070038	1591035073497	OK	 
REQUEST	524		MisCursosInscritos	1591035068632	1591035073498	OK	 
REQUEST	845		IniciadoSesion	1591035070038	1591035073512	OK	 
REQUEST	839		IniciadoSesion	1591035069972	1591035073512	OK	 
REQUEST	833		IniciadoSesion Redirect 1	1591035071605	1591035073516	OK	 
REQUEST	1014		IniciarSesion	1591035071062	1591035073516	OK	 
REQUEST	1028		IniciarSesion	1591035072371	1591035073516	OK	 
REQUEST	1110		Home	1591035072371	1591035073517	OK	 
REQUEST	837		IniciadoSesion Redirect 1	1591035073410	1591035073518	OK	 
REQUEST	696		VerCursos	1591035072973	1591035073518	OK	 
REQUEST	675		VerCursos	1591035071693	1591035073519	OK	 
REQUEST	1124		Home	1591035073410	1591035073519	OK	 
REQUEST	820		IniciadoSesion Redirect 1	1591035072436	1591035073519	OK	 
REQUEST	681		VerCursos	1591035071595	1591035073537	OK	 
REQUEST	715		VerCursos	1591035072315	1591035073537	OK	 
REQUEST	798		IniciadoSesion Redirect 1	1591035071564	1591035073538	OK	 
REQUEST	804		IniciadoSesion Redirect 1	1591035070233	1591035073538	OK	 
REQUEST	796		IniciadoSesion Redirect 1	1591035070226	1591035073538	OK	 
REQUEST	816		IniciadoSesion Redirect 1	1591035072780	1591035073538	OK	 
REQUEST	848		IniciadoSesion	1591035070070	1591035073539	OK	 
REQUEST	829		IniciadoSesion	1591035069972	1591035073539	OK	 
REQUEST	1122		Home	1591035073239	1591035073544	OK	 
REQUEST	809		IniciadoSesion Redirect 1	1591035071626	1591035073544	OK	 
REQUEST	687		VerCursos	1591035072165	1591035073547	OK	 
USER	InscribirCurso	1126	START	1591035073548	1591035073548
REQUEST	1029		IniciarSesion	1591035072371	1591035073548	OK	 
REQUEST	708		VerCursos	1591035073042	1591035073585	OK	 
REQUEST	838		IniciadoSesion	1591035069517	1591035073585	OK	 
REQUEST	846		IniciadoSesion	1591035070038	1591035073586	OK	 
REQUEST	832		IniciadoSesion Redirect 1	1591035073288	1591035073620	OK	 
REQUEST	674		VerCursos	1591035071693	1591035073620	OK	 
REQUEST	548		MisCursosInscritos	1591035071595	1591035073621	OK	 
REQUEST	693		VerCursos	1591035073215	1591035073621	OK	 
REQUEST	700		VerCursos	1591035072316	1591035073621	OK	 
REQUEST	829		IniciadoSesion Redirect 1	1591035073539	1591035073621	OK	 
REQUEST	1115		Home	1591035072726	1591035073622	OK	 
REQUEST	1116		Home	1591035072804	1591035073622	OK	 
REQUEST	1125		Home	1591035073457	1591035073623	OK	 
REQUEST	849		IniciadoSesion	1591035070070	1591035073623	OK	 
USER	InscribirCurso	1127	START	1591035073627	1591035073627
REQUEST	1102		Home	1591035071798	1591035073633	OK	 
REQUEST	1035		IniciarSesion	1591035072609	1591035073633	OK	 
REQUEST	817		IniciadoSesion Redirect 1	1591035071836	1591035073635	OK	 
REQUEST	550		MisCursosInscritos	1591035071528	1591035073635	OK	 
REQUEST	1117		Home	1591035072893	1591035073640	OK	 
REQUEST	842		IniciadoSesion Redirect 1	1591035073497	1591035073641	OK	 
REQUEST	847		IniciadoSesion Redirect 1	1591035073307	1591035073642	OK	 
REQUEST	1126		Home	1591035073548	1591035073642	OK	 
REQUEST	840		IniciadoSesion Redirect 1	1591035073295	1591035073642	OK	 
REQUEST	821		IniciadoSesion Redirect 1	1591035072778	1591035073642	OK	 
REQUEST	783		IniciadoSesion Redirect 1	1591035071564	1591035073642	OK	 
REQUEST	1123		Home	1591035073306	1591035073642	OK	 
REQUEST	836		IniciadoSesion Redirect 1	1591035073295	1591035073642	OK	 
REQUEST	859		IniciadoSesion Redirect 1	1591035072718	1591035073643	OK	 
REQUEST	1121		Home	1591035073163	1591035073648	OK	 
REQUEST	688		VerCursos	1591035072892	1591035073648	OK	 
REQUEST	862		IniciadoSesion Redirect 1	1591035073078	1591035073674	OK	 
REQUEST	834		IniciadoSesion Redirect 1	1591035072714	1591035073675	OK	 
REQUEST	559		MisCursosInscritos	1591035073143	1591035073675	OK	 
REQUEST	839		IniciadoSesion Redirect 1	1591035073512	1591035073701	OK	 
