ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.DosEscenarios2	dosescenarios2	1591235274099	 	3.3.1
REQUEST	440		CerradoSesion Redirect 1	1591235656228	1591235656663	OK	 
REQUEST	327		CerradoSesion Redirect 1	1591235656205	1591235656663	OK	 
REQUEST	270		CerradoSesion Redirect 1	1591235656228	1591235656663	OK	 
REQUEST	549		CerradoSesion Redirect 1	1591235656251	1591235656664	OK	 
REQUEST	525		CerradoSesion Redirect 1	1591235656251	1591235656664	OK	 
REQUEST	564		CerradoSesion Redirect 1	1591235656244	1591235656665	OK	 
REQUEST	479		CerradoSesion Redirect 1	1591235656229	1591235656666	OK	 
REQUEST	439		CerradoSesion Redirect 1	1591235656231	1591235656667	OK	 
REQUEST	591		CerradoSesion Redirect 1	1591235656251	1591235656667	OK	 
REQUEST	539		CerradoSesion Redirect 1	1591235656246	1591235656668	OK	 
REQUEST	424		CerradoSesion Redirect 1	1591235656234	1591235656670	OK	 
REQUEST	510		CerradoSesion Redirect 1	1591235656227	1591235656672	OK	 
REQUEST	513		CerradoSesion Redirect 1	1591235656214	1591235656672	OK	 
REQUEST	507		CerradoSesion Redirect 1	1591235656242	1591235656674	OK	 
REQUEST	1372		CerradoSesion Redirect 1	1591235656213	1591235656674	OK	 
REQUEST	550		CerradoSesion Redirect 1	1591235656263	1591235656675	OK	 
REQUEST	1321		CrearCertificado	1591235600224	1591235656675	OK	 
REQUEST	554		CerradoSesion Redirect 1	1591235656228	1591235656676	OK	 
REQUEST	579		CerradoSesion Redirect 1	1591235656250	1591235656676	OK	 
REQUEST	1009		CerradoSesion Redirect 1	1591235656231	1591235656677	OK	 
REQUEST	950		CerradoSesion Redirect 1	1591235656211	1591235656678	OK	 
REQUEST	537		CerradoSesion Redirect 1	1591235656211	1591235656678	OK	 
REQUEST	1354		CrearCertificado	1591235597350	1591235656679	OK	 
REQUEST	563		CerradoSesion Redirect 1	1591235656252	1591235656679	OK	 
REQUEST	681		CerradoSesion Redirect 1	1591235656232	1591235656680	OK	 
REQUEST	566		CerradoSesion Redirect 1	1591235656228	1591235656681	OK	 
REQUEST	1394		CrearCertificado	1591235601136	1591235656682	OK	 
REQUEST	508		CerradoSesion Redirect 1	1591235656211	1591235656684	OK	 
REQUEST	622		CerradoSesion Redirect 1	1591235656267	1591235656684	OK	 
REQUEST	269		CerradoSesion Redirect 1	1591235656216	1591235656686	OK	 
REQUEST	706		CerradoSesion Redirect 1	1591235656233	1591235656686	OK	 
REQUEST	1363		CrearCertificado	1591235601724	1591235656687	OK	 
REQUEST	465		CerradoSesion Redirect 1	1591235656205	1591235656687	OK	 
REQUEST	637		CerradoSesion Redirect 1	1591235656249	1591235656688	OK	 
REQUEST	1244		CerradoSesion Redirect 1	1591235656218	1591235656688	OK	 
REQUEST	1383		CerradoSesion Redirect 1	1591235656200	1591235656690	OK	 
REQUEST	621		CerradoSesion Redirect 1	1591235656249	1591235656692	OK	 
REQUEST	467		CerradoSesion Redirect 1	1591235656263	1591235656694	OK	 
REQUEST	551		CerradoSesion Redirect 1	1591235656230	1591235656694	OK	 
REQUEST	484		CerradoSesion Redirect 1	1591235656231	1591235656695	OK	 
REQUEST	485		CerradoSesion Redirect 1	1591235656229	1591235656695	OK	 
REQUEST	1352		CrearCertificado	1591235598522	1591235656695	OK	 
REQUEST	1020		CerradoSesion Redirect 1	1591235656273	1591235656695	OK	 
REQUEST	633		CerradoSesion Redirect 1	1591235656242	1591235656696	OK	 
REQUEST	456		CerradoSesion Redirect 1	1591235656212	1591235656697	OK	 
REQUEST	610		CerradoSesion Redirect 1	1591235656243	1591235656697	OK	 
REQUEST	792		CerradoSesion Redirect 1	1591235656277	1591235656699	OK	 
REQUEST	596		CerradoSesion Redirect 1	1591235656249	1591235656699	OK	 
REQUEST	1323		CrearCertificado	1591235602522	1591235656699	OK	 
REQUEST	538		CerradoSesion Redirect 1	1591235656253	1591235656700	OK	 
REQUEST	191		CerradoSesion Redirect 1	1591235656265	1591235656701	OK	 
REQUEST	1050		CerradoSesion Redirect 1	1591235656279	1591235656702	OK	 
REQUEST	796		CerradoSesion Redirect 1	1591235656279	1591235656702	OK	 
REQUEST	1336		CrearCertificado	1591235596740	1591235656704	OK	 
REQUEST	358		CerradoSesion Redirect 1	1591235656198	1591235656705	OK	 
REQUEST	595		CerradoSesion Redirect 1	1591235656228	1591235656705	OK	 
REQUEST	578		CerradoSesion Redirect 1	1591235656245	1591235656706	OK	 
REQUEST	229		CerradoSesion Redirect 1	1591235656255	1591235656706	OK	 
REQUEST	967		CerradoSesion Redirect 1	1591235656218	1591235656707	OK	 
REQUEST	497		CerradoSesion Redirect 1	1591235656230	1591235656707	OK	 
REQUEST	745		CerradoSesion Redirect 1	1591235656267	1591235656709	OK	 
REQUEST	1079		CerradoSesion Redirect 1	1591235656271	1591235656716	OK	 
REQUEST	1283		CrearCertificado	1591235601452	1591235656716	OK	 
REQUEST	1393		CrearCertificado	1591235600463	1591235656717	OK	 
REQUEST	636		CerradoSesion Redirect 1	1591235656264	1591235656718	OK	 
REQUEST	577		CerradoSesion Redirect 1	1591235656230	1591235656720	OK	 
REQUEST	1090		CerradoSesion Redirect 1	1591235656273	1591235656720	OK	 
REQUEST	1038		CerradoSesion Redirect 1	1591235656285	1591235656720	OK	 
REQUEST	1310		CrearCertificado	1591235601514	1591235656723	OK	 
REQUEST	623		CerradoSesion Redirect 1	1591235656266	1591235656723	OK	 
REQUEST	541		CerradoSesion Redirect 1	1591235656258	1591235656725	OK	 
REQUEST	891		CrearCertificado	1591235602992	1591235656725	OK	 
REQUEST	776		CerradoSesion Redirect 1	1591235656281	1591235656725	OK	 
REQUEST	441		CerradoSesion Redirect 1	1591235656249	1591235656726	OK	 
REQUEST	607		CerradoSesion Redirect 1	1591235656262	1591235656727	OK	 
REQUEST	666		CerradoSesion Redirect 1	1591235656269	1591235656728	OK	 
REQUEST	597		CerradoSesion Redirect 1	1591235656262	1591235656728	OK	 
REQUEST	718		CerradoSesion Redirect 1	1591235656268	1591235656728	OK	 
REQUEST	667		CerradoSesion Redirect 1	1591235656263	1591235656728	OK	 
REQUEST	1362		CrearCertificado	1591235600463	1591235656729	OK	 
REQUEST	457		CerradoSesion Redirect 1	1591235656242	1591235656729	OK	 
REQUEST	536		CerradoSesion Redirect 1	1591235656236	1591235656729	OK	 
REQUEST	692		CerradoSesion Redirect 1	1591235656237	1591235656730	OK	 
REQUEST	795		CerradoSesion Redirect 1	1591235656264	1591235656730	OK	 
REQUEST	676		CerradoSesion Redirect 1	1591235656282	1591235656730	OK	 
REQUEST	816		CerradoSesion Redirect 1	1591235656278	1591235656816	OK	 
REQUEST	594		CerradoSesion Redirect 1	1591235656265	1591235656820	OK	 
REQUEST	619		CerradoSesion Redirect 1	1591235656246	1591235656821	OK	 
REQUEST	1380		CrearCertificado	1591235598173	1591235656823	OK	 
REQUEST	662		CerradoSesion Redirect 1	1591235656281	1591235656823	OK	 
REQUEST	1049		CerradoSesion Redirect 1	1591235656261	1591235656823	OK	 
REQUEST	1131		CerradoSesion Redirect 1	1591235656280	1591235656823	OK	 
REQUEST	387		CerradoSesion Redirect 1	1591235656228	1591235656823	OK	 
REQUEST	466		CerradoSesion Redirect 1	1591235656214	1591235656824	OK	 
REQUEST	1136		CerradoSesion Redirect 1	1591235656284	1591235656824	OK	 
REQUEST	521		CerradoSesion Redirect 1	1591235656212	1591235656824	OK	 
REQUEST	609		CerradoSesion Redirect 1	1591235656237	1591235656824	OK	 
REQUEST	1036		CerradoSesion Redirect 1	1591235656262	1591235656826	OK	 
REQUEST	721		CerradoSesion Redirect 1	1591235656274	1591235656827	OK	 
REQUEST	425		CerradoSesion Redirect 1	1591235656230	1591235656837	OK	 
REQUEST	661		CerradoSesion Redirect 1	1591235656252	1591235656840	OK	 
REQUEST	958		CrearCertificado	1591235604963	1591235656844	OK	 
REQUEST	1320		CrearCertificado	1591235598856	1591235656854	OK	 
REQUEST	1105		CerradoSesion Redirect 1	1591235656289	1591235656858	OK	 
REQUEST	1004		CerradoSesion Redirect 1	1591235656279	1591235656858	OK	 
REQUEST	624		CerradoSesion Redirect 1	1591235656296	1591235656859	OK	 
REQUEST	639		CerradoSesion Redirect 1	1591235656254	1591235656859	OK	 
REQUEST	1024		CerradoSesion Redirect 1	1591235656281	1591235656859	OK	 
REQUEST	1064		CerradoSesion Redirect 1	1591235656282	1591235656863	OK	 
REQUEST	1361		CrearCertificado	1591235596871	1591235656863	OK	 
REQUEST	555		CerradoSesion Redirect 1	1591235656232	1591235656863	OK	 
REQUEST	1377		CrearCertificado	1591235601136	1591235656865	OK	 
REQUEST	834		CerradoSesion Redirect 1	1591235656268	1591235656865	OK	 
REQUEST	649		CerradoSesion Redirect 1	1591235656269	1591235656866	OK	 
REQUEST	509		CerradoSesion Redirect 1	1591235656233	1591235656867	OK	 
REQUEST	1001		CrearCertificado	1591235607093	1591235656868	OK	 
REQUEST	680		CerradoSesion Redirect 1	1591235656273	1591235656869	OK	 
REQUEST	107		CerradoSesion Redirect 1	1591235656264	1591235656869	OK	 
REQUEST	1037		CerradoSesion Redirect 1	1591235656285	1591235656870	OK	 
REQUEST	1047		CerradoSesion Redirect 1	1591235656262	1591235656870	OK	 
REQUEST	693		CerradoSesion Redirect 1	1591235656292	1591235656871	OK	 
REQUEST	635		CerradoSesion Redirect 1	1591235656234	1591235656872	OK	 
REQUEST	831		CerradoSesion Redirect 1	1591235656288	1591235656879	OK	 
REQUEST	927		CrearCertificado	1591235603952	1591235656879	OK	 
REQUEST	900		CrearCertificado	1591235604910	1591235656880	OK	 
REQUEST	1116		CerradoSesion Redirect 1	1591235656296	1591235656882	OK	 
REQUEST	1376		CrearCertificado	1591235602811	1591235656882	OK	 
REQUEST	915		CrearCertificado	1591235603810	1591235656882	OK	 
REQUEST	945		CrearCertificado	1591235604910	1591235656883	OK	 
REQUEST	1052		CerradoSesion Redirect 1	1591235656275	1591235656884	OK	 
REQUEST	1122		CerradoSesion Redirect 1	1591235656286	1591235656885	OK	 
REQUEST	468		CerradoSesion Redirect 1	1591235656243	1591235656886	OK	 
REQUEST	535		CerradoSesion Redirect 1	1591235656231	1591235656886	OK	 
REQUEST	1353		CrearCertificado	1591235599764	1591235656892	OK	 
REQUEST	931		CrearCertificado	1591235603014	1591235656893	OK	 
REQUEST	527		CerradoSesion Redirect 1	1591235656266	1591235656893	OK	 
REQUEST	999		CrearCertificado	1591235605432	1591235656893	OK	 
REQUEST	1035		CerradoSesion Redirect 1	1591235656289	1591235656893	OK	 
REQUEST	286		CerradoSesion Redirect 1	1591235656386	1591235656893	OK	 
REQUEST	988		CrearCertificado	1591235605410	1591235656894	OK	 
REQUEST	647		CerradoSesion Redirect 1	1591235656265	1591235656894	OK	 
REQUEST	903		CrearCertificado	1591235603903	1591235656894	OK	 
REQUEST	904		CrearCertificado	1591235606110	1591235656894	OK	 
REQUEST	1340		CrearCertificado	1591235596950	1591235656895	OK	 
REQUEST	1306		CrearCertificado	1591235599582	1591235656895	OK	 
REQUEST	943		CrearCertificado	1591235605020	1591235656895	OK	 
REQUEST	709		CerradoSesion Redirect 1	1591235656267	1591235656895	OK	 
REQUEST	871		CerradoSesion Redirect 1	1591235656297	1591235656897	OK	 
REQUEST	722		CerradoSesion Redirect 1	1591235656282	1591235656898	OK	 
REQUEST	1053		CrearCertificado	1591235607600	1591235656898	OK	 
REQUEST	710		CerradoSesion Redirect 1	1591235656282	1591235656902	OK	 
REQUEST	1364		CrearCertificado	1591235604910	1591235656913	OK	 
REQUEST	620		CerradoSesion Redirect 1	1591235656267	1591235656913	OK	 
REQUEST	1092		CerradoSesion Redirect 1	1591235656291	1591235656914	OK	 
REQUEST	731		CerradoSesion Redirect 1	1591235656268	1591235656915	OK	 
REQUEST	606		CerradoSesion Redirect 1	1591235656267	1591235656916	OK	 
REQUEST	723		CerradoSesion Redirect 1	1591235656294	1591235656917	OK	 
REQUEST	677		CerradoSesion Redirect 1	1591235656271	1591235656918	OK	 
REQUEST	695		CerradoSesion Redirect 1	1591235656284	1591235656918	OK	 
REQUEST	778		CerradoSesion Redirect 1	1591235656298	1591235656919	OK	 
REQUEST	820		CerradoSesion Redirect 1	1591235656294	1591235656919	OK	 
REQUEST	830		CerradoSesion Redirect 1	1591235656293	1591235656919	OK	 
REQUEST	735		CerradoSesion Redirect 1	1591235656294	1591235656920	OK	 
REQUEST	650		CerradoSesion Redirect 1	1591235656264	1591235656921	OK	 
REQUEST	717		CerradoSesion Redirect 1	1591235656268	1591235656921	OK	 
REQUEST	790		CerradoSesion Redirect 1	1591235656294	1591235656921	OK	 
REQUEST	675		CerradoSesion Redirect 1	1591235656250	1591235656921	OK	 
REQUEST	732		CerradoSesion Redirect 1	1591235656298	1591235656922	OK	 
REQUEST	913		CrearCertificado	1591235605354	1591235656922	OK	 
REQUEST	1013		CrearCertificado	1591235604013	1591235656922	OK	 
REQUEST	777		CerradoSesion Redirect 1	1591235656310	1591235656923	OK	 
REQUEST	1150		CerradoSesion Redirect 1	1591235656286	1591235656923	OK	 
REQUEST	861		CrearCertificado	1591235603925	1591235656923	OK	 
REQUEST	679		CerradoSesion Redirect 1	1591235656276	1591235656923	OK	 
REQUEST	651		CerradoSesion Redirect 1	1591235656265	1591235656924	OK	 
REQUEST	689		CerradoSesion Redirect 1	1591235656288	1591235656924	OK	 
REQUEST	810		CerradoSesion Redirect 1	1591235656302	1591235656924	OK	 
REQUEST	767		CerradoSesion Redirect 1	1591235656302	1591235656925	OK	 
REQUEST	1034		CerradoSesion Redirect 1	1591235656253	1591235656925	OK	 
REQUEST	985		CrearCertificado	1591235605630	1591235656925	OK	 
REQUEST	565		CerradoSesion Redirect 1	1591235656252	1591235656926	OK	 
REQUEST	1012		CrearCertificado	1591235607520	1591235656926	OK	 
REQUEST	788		CerradoSesion Redirect 1	1591235656296	1591235656926	OK	 
REQUEST	1390		CrearCertificado	1591235605354	1591235656927	OK	 
REQUEST	946		CrearCertificado	1591235604995	1591235656927	OK	 
REQUEST	957		CrearCertificado	1591235605500	1591235656927	OK	 
REQUEST	1308		CrearCertificado	1591235602522	1591235656928	OK	 
REQUEST	947		CrearCertificado	1591235607041	1591235656929	OK	 
REQUEST	1010		CerradoSesion Redirect 1	1591235656266	1591235656930	OK	 
REQUEST	858		CerradoSesion Redirect 1	1591235656297	1591235656930	OK	 
REQUEST	1365		CrearCertificado	1591235607284	1591235656930	OK	 
REQUEST	1367		CrearCertificado	1591235601504	1591235656931	OK	 
REQUEST	995		CerradoSesion Redirect 1	1591235656290	1591235656931	OK	 
REQUEST	955		CerradoSesion Redirect 1	1591235656282	1591235656931	OK	 
REQUEST	763		CerradoSesion Redirect 1	1591235656298	1591235656931	OK	 
REQUEST	653		CerradoSesion Redirect 1	1591235656267	1591235656932	OK	 
REQUEST	997		CrearCertificado	1591235605933	1591235656932	OK	 
REQUEST	720		CerradoSesion Redirect 1	1591235656290	1591235656932	OK	 
REQUEST	971		CrearCertificado	1591235607073	1591235656932	OK	 
REQUEST	807		CerradoSesion Redirect 1	1591235656291	1591235656932	OK	 
REQUEST	751		CerradoSesion Redirect 1	1591235656290	1591235656933	OK	 
REQUEST	747		CerradoSesion Redirect 1	1591235656297	1591235656933	OK	 
REQUEST	1060		CerradoSesion Redirect 1	1591235656292	1591235656933	OK	 
REQUEST	873		CrearCertificado	1591235603952	1591235656934	OK	 
REQUEST	1046		CerradoSesion Redirect 1	1591235656276	1591235656934	OK	 
REQUEST	998		CrearCertificado	1591235606901	1591235656934	OK	 
REQUEST	678		CerradoSesion Redirect 1	1591235656252	1591235656934	OK	 
REQUEST	766		CerradoSesion Redirect 1	1591235656299	1591235656934	OK	 
REQUEST	1089		CerradoSesion Redirect 1	1591235656280	1591235656935	OK	 
REQUEST	611		CerradoSesion Redirect 1	1591235656265	1591235656935	OK	 
REQUEST	949		CrearCertificado	1591235605953	1591235656935	OK	 
REQUEST	1068		CrearCertificado	1591235606921	1591235656935	OK	 
REQUEST	1014		CrearCertificado	1591235607621	1591235656937	OK	 
REQUEST	648		CerradoSesion Redirect 1	1591235656280	1591235656938	OK	 
REQUEST	819		CerradoSesion Redirect 1	1591235656300	1591235656938	OK	 
REQUEST	969		CrearCertificado	1591235604995	1591235656938	OK	 
REQUEST	652		CerradoSesion Redirect 1	1591235656269	1591235656938	OK	 
REQUEST	1104		CerradoSesion Redirect 1	1591235656269	1591235656939	OK	 
REQUEST	1088		CerradoSesion Redirect 1	1591235656286	1591235656940	OK	 
REQUEST	567		CerradoSesion Redirect 1	1591235656235	1591235656942	OK	 
REQUEST	499		CerradoSesion Redirect 1	1591235656245	1591235656942	OK	 
REQUEST	708		CerradoSesion Redirect 1	1591235656293	1591235656943	OK	 
REQUEST	1048		CerradoSesion Redirect 1	1591235656287	1591235656943	OK	 
REQUEST	707		CerradoSesion Redirect 1	1591235656290	1591235656944	OK	 
REQUEST	993		CerradoSesion Redirect 1	1591235656263	1591235656944	OK	 
REQUEST	664		CerradoSesion Redirect 1	1591235656298	1591235656944	OK	 
REQUEST	663		CerradoSesion Redirect 1	1591235656295	1591235656944	OK	 
REQUEST	846		CerradoSesion Redirect 1	1591235656298	1591235656944	OK	 
REQUEST	779		CerradoSesion Redirect 1	1591235656270	1591235656944	OK	 
REQUEST	696		CerradoSesion Redirect 1	1591235656292	1591235656945	OK	 
REQUEST	705		CerradoSesion Redirect 1	1591235656298	1591235656945	OK	 
REQUEST	580		CerradoSesion Redirect 1	1591235656254	1591235656946	OK	 
REQUEST	1075		CerradoSesion Redirect 1	1591235656277	1591235656947	OK	 
REQUEST	690		CerradoSesion Redirect 1	1591235656265	1591235656947	OK	 
REQUEST	847		CerradoSesion Redirect 1	1591235656299	1591235656948	OK	 
REQUEST	608		CerradoSesion Redirect 1	1591235656295	1591235656948	OK	 
REQUEST	749		CerradoSesion Redirect 1	1591235656295	1591235656948	OK	 
REQUEST	764		CerradoSesion Redirect 1	1591235656298	1591235656948	OK	 
REQUEST	1002		CrearCertificado Redirect 1	1591235626239	1591235657048	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1209		CrearCertificado Redirect 1	1591235626354	1591235657049	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
REQUEST	1044		CursoCreado	1591235662763	1591235662768	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	972		CursoCreado	1591235662775	1591235662778	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	1000		CrearCertificado	1591235633240	1591235663250	OK	 
REQUEST	1082		CrearCertificado	1591235633303	1591235663308	OK	 
REQUEST	973		CrearCertificado	1591235633323	1591235663328	OK	 
REQUEST	1015		CrearCertificado	1591235633832	1591235663837	OK	 
REQUEST	275		CerradoSesion	1591235666090	1591235666093	OK	 
REQUEST	275		CerradoSesion Redirect 1	1591235666093	1591235666102	OK	 
REQUEST	762		CerradoSesion	1591235666174	1591235666175	OK	 
REQUEST	762		CerradoSesion Redirect 1	1591235666175	1591235666179	OK	 
REQUEST	874		CerradoSesion	1591235666310	1591235666311	OK	 
REQUEST	780		CerradoSesion	1591235666310	1591235666311	OK	 
REQUEST	794		CerradoSesion	1591235666310	1591235666311	OK	 
REQUEST	780		CerradoSesion Redirect 1	1591235666311	1591235666317	OK	 
REQUEST	794		CerradoSesion Redirect 1	1591235666311	1591235666317	OK	 
REQUEST	874		CerradoSesion Redirect 1	1591235666311	1591235666317	OK	 
REQUEST	750		CerradoSesion	1591235666321	1591235666322	OK	 
REQUEST	818		CerradoSesion	1591235666321	1591235666322	OK	 
REQUEST	818		CerradoSesion Redirect 1	1591235666322	1591235666325	OK	 
REQUEST	750		CerradoSesion Redirect 1	1591235666322	1591235666325	OK	 
REQUEST	733		CerradoSesion	1591235666331	1591235666332	OK	 
REQUEST	860		CerradoSesion	1591235666331	1591235666333	OK	 
REQUEST	888		CerradoSesion	1591235666331	1591235666333	OK	 
REQUEST	862		CerradoSesion	1591235666331	1591235666333	OK	 
REQUEST	889		CerradoSesion	1591235666331	1591235666334	OK	 
REQUEST	817		CerradoSesion	1591235666331	1591235666335	OK	 
REQUEST	821		CerradoSesion	1591235666331	1591235666335	OK	 
REQUEST	809		CerradoSesion	1591235666331	1591235666335	OK	 
REQUEST	860		CerradoSesion Redirect 1	1591235666333	1591235666340	OK	 
REQUEST	733		CerradoSesion Redirect 1	1591235666333	1591235666340	OK	 
REQUEST	862		CerradoSesion Redirect 1	1591235666333	1591235666341	OK	 
REQUEST	919		CerradoSesion	1591235666341	1591235666342	OK	 
REQUEST	863		CerradoSesion	1591235666341	1591235666343	OK	 
REQUEST	948		CerradoSesion	1591235666341	1591235666343	OK	 
REQUEST	848		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	821		CerradoSesion Redirect 1	1591235666335	1591235666344	OK	 
REQUEST	817		CerradoSesion Redirect 1	1591235666335	1591235666344	OK	 
REQUEST	889		CerradoSesion Redirect 1	1591235666334	1591235666344	OK	 
REQUEST	888		CerradoSesion Redirect 1	1591235666333	1591235666344	OK	 
REQUEST	885		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	809		CerradoSesion Redirect 1	1591235666335	1591235666344	OK	 
REQUEST	752		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	836		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	737		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	877		CerradoSesion	1591235666341	1591235666344	OK	 
REQUEST	845		CerradoSesion	1591235666341	1591235666345	OK	 
REQUEST	919		CerradoSesion Redirect 1	1591235666342	1591235666348	OK	 
REQUEST	863		CerradoSesion Redirect 1	1591235666343	1591235666349	OK	 
REQUEST	848		CerradoSesion Redirect 1	1591235666344	1591235666352	OK	 
REQUEST	752		CerradoSesion Redirect 1	1591235666344	1591235666353	OK	 
REQUEST	845		CerradoSesion Redirect 1	1591235666345	1591235666423	OK	 
REQUEST	737		CerradoSesion Redirect 1	1591235666344	1591235666424	OK	 
REQUEST	836		CerradoSesion Redirect 1	1591235666344	1591235666424	OK	 
REQUEST	885		CerradoSesion Redirect 1	1591235666344	1591235666425	OK	 
REQUEST	930		CerradoSesion	1591235666352	1591235666425	OK	 
REQUEST	933		CerradoSesion	1591235666363	1591235666425	OK	 
REQUEST	948		CerradoSesion Redirect 1	1591235666343	1591235666425	OK	 
REQUEST	877		CerradoSesion Redirect 1	1591235666345	1591235666425	OK	 
REQUEST	835		CerradoSesion	1591235666384	1591235666426	OK	 
REQUEST	829		CerradoSesion	1591235666384	1591235666426	OK	 
REQUEST	719		CerradoSesion	1591235666384	1591235666426	OK	 
REQUEST	916		CerradoSesion	1591235666384	1591235666427	OK	 
REQUEST	808		CerradoSesion	1591235666384	1591235666428	OK	 
REQUEST	902		CerradoSesion	1591235666384	1591235666428	OK	 
REQUEST	815		CerradoSesion	1591235666394	1591235666429	OK	 
REQUEST	918		CerradoSesion	1591235666363	1591235666429	OK	 
REQUEST	875		CerradoSesion	1591235666363	1591235666429	OK	 
REQUEST	928		CerradoSesion	1591235666373	1591235666430	OK	 
REQUEST	748		CerradoSesion	1591235666384	1591235666430	OK	 
REQUEST	962		CerradoSesion	1591235666384	1591235666430	OK	 
REQUEST	832		CerradoSesion	1591235666384	1591235666431	OK	 
REQUEST	829		CerradoSesion Redirect 1	1591235666426	1591235666431	OK	 
REQUEST	944		CerradoSesion	1591235666384	1591235666431	OK	 
REQUEST	787		CerradoSesion	1591235666384	1591235666431	OK	 
REQUEST	765		CerradoSesion	1591235666394	1591235666435	OK	 
REQUEST	876		CerradoSesion	1591235666394	1591235666435	OK	 
REQUEST	857		CerradoSesion	1591235666394	1591235666436	OK	 
REQUEST	808		CerradoSesion Redirect 1	1591235666428	1591235666440	OK	 
REQUEST	787		CerradoSesion Redirect 1	1591235666432	1591235666440	OK	 
REQUEST	905		CerradoSesion	1591235666373	1591235666441	OK	 
REQUEST	901		CerradoSesion	1591235666373	1591235666441	OK	 
REQUEST	815		CerradoSesion Redirect 1	1591235666429	1591235666442	OK	 
REQUEST	789		CerradoSesion	1591235666373	1591235666443	OK	 
REQUEST	859		CerradoSesion	1591235666373	1591235666444	OK	 
REQUEST	934		CerradoSesion	1591235666373	1591235666445	OK	 
REQUEST	901		CerradoSesion Redirect 1	1591235666442	1591235666446	OK	 
REQUEST	917		CerradoSesion	1591235666384	1591235666454	OK	 
REQUEST	734		CerradoSesion	1591235666352	1591235666455	OK	 
REQUEST	929		CerradoSesion	1591235666352	1591235666456	OK	 
REQUEST	832		CerradoSesion Redirect 1	1591235666431	1591235666459	OK	 
REQUEST	929		CerradoSesion Redirect 1	1591235666456	1591235666459	OK	 
REQUEST	872		CerradoSesion	1591235666352	1591235666459	OK	 
REQUEST	765		CerradoSesion Redirect 1	1591235666435	1591235666460	OK	 
REQUEST	833		CerradoSesion	1591235666352	1591235666460	OK	 
REQUEST	791		CerradoSesion	1591235666363	1591235666460	OK	 
REQUEST	736		CerradoSesion	1591235666352	1591235666461	OK	 
REQUEST	886		CerradoSesion	1591235666384	1591235666464	OK	 
REQUEST	902		CerradoSesion Redirect 1	1591235666428	1591235666464	OK	 
REQUEST	736		CerradoSesion Redirect 1	1591235666461	1591235666464	OK	 
REQUEST	746		CerradoSesion	1591235666384	1591235666464	OK	 
REQUEST	928		CerradoSesion Redirect 1	1591235666430	1591235666465	OK	 
REQUEST	916		CerradoSesion Redirect 1	1591235666427	1591235666465	OK	 
REQUEST	835		CerradoSesion Redirect 1	1591235666426	1591235666465	OK	 
REQUEST	691		CerradoSesion	1591235666352	1591235666467	OK	 
REQUEST	876		CerradoSesion Redirect 1	1591235666436	1591235666467	OK	 
REQUEST	887		CerradoSesion	1591235666353	1591235666468	OK	 
REQUEST	761		CerradoSesion	1591235666373	1591235666469	OK	 
REQUEST	789		CerradoSesion Redirect 1	1591235666443	1591235666471	OK	 
REQUEST	933		CerradoSesion Redirect 1	1591235666425	1591235666475	OK	 
REQUEST	905		CerradoSesion Redirect 1	1591235666441	1591235666476	OK	 
REQUEST	793		CerradoSesion	1591235666373	1591235666476	OK	 
REQUEST	857		CerradoSesion Redirect 1	1591235666436	1591235666477	OK	 
REQUEST	859		CerradoSesion Redirect 1	1591235666444	1591235666477	OK	 
REQUEST	930		CerradoSesion Redirect 1	1591235666425	1591235666477	OK	 
REQUEST	934		CerradoSesion Redirect 1	1591235666445	1591235666478	OK	 
REQUEST	833		CerradoSesion Redirect 1	1591235666460	1591235666478	OK	 
REQUEST	962		CerradoSesion Redirect 1	1591235666430	1591235666479	OK	 
REQUEST	691		CerradoSesion Redirect 1	1591235666467	1591235666481	OK	 
REQUEST	719		CerradoSesion Redirect 1	1591235666426	1591235666482	OK	 
REQUEST	872		CerradoSesion Redirect 1	1591235666460	1591235666482	OK	 
REQUEST	734		CerradoSesion Redirect 1	1591235666455	1591235666483	OK	 
REQUEST	887		CerradoSesion Redirect 1	1591235666468	1591235666485	OK	 
REQUEST	793		CerradoSesion Redirect 1	1591235666476	1591235666488	OK	 
REQUEST	944		CerradoSesion Redirect 1	1591235666431	1591235666491	OK	 
REQUEST	761		CerradoSesion Redirect 1	1591235666470	1591235666491	OK	 
REQUEST	875		CerradoSesion Redirect 1	1591235666429	1591235666491	OK	 
REQUEST	917		CerradoSesion Redirect 1	1591235666454	1591235666492	OK	 
REQUEST	886		CerradoSesion Redirect 1	1591235666464	1591235666492	OK	 
REQUEST	791		CerradoSesion Redirect 1	1591235666461	1591235666492	OK	 
