ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590688537350	 	3.3.1
REQUEST	163		Authenticated Redirect 1	1590688583178	1590688583183	OK	 
REQUEST	46		TransportesAcabados	1590688583139	1590688583186	OK	 
REQUEST	163		request_6	1590688583183	1590688583188	OK	 
REQUEST	247		request_4	1590688583183	1590688583188	OK	 
REQUEST	46		request_8	1590688583187	1590688583196	OK	 
USER	TransportesAcabados	266	START	1590688583215	1590688583215
REQUEST	266		Home	1590688583216	1590688583221	OK	 
REQUEST	165		Authenticated	1590688582400	1590688583244	OK	 
REQUEST	266		request_1	1590688583221	1590688583344	OK	 
REQUEST	165		Authenticated Redirect 1	1590688583244	1590688583344	OK	 
USER	TransportesAcabados	267	START	1590688583366	1590688583366
USER	TransportesAcabados	5	END	1590688539704	1590688583426
USER	TransportesAcabados	4	END	1590688539530	1590688583440
USER	TransportesAcabados	268	START	1590688583533	1590688583533
REQUEST	166		Authenticated	1590688582572	1590688583538	OK	 
REQUEST	167		Authenticated	1590688582748	1590688583551	OK	 
USER	TransportesAcabados	6	END	1590688539862	1590688583557
REQUEST	47		TransportesAcabados	1590688583283	1590688583573	OK	 
REQUEST	248		Login	1590688583247	1590688583595	OK	 
REQUEST	168		Authenticated	1590688582969	1590688583599	OK	 
REQUEST	268		Home	1590688583533	1590688583620	OK	 
REQUEST	166		Authenticated Redirect 1	1590688583538	1590688583620	OK	 
REQUEST	165		request_6	1590688583345	1590688583628	OK	 
REQUEST	267		Home	1590688583367	1590688583628	OK	 
USER	TransportesAcabados	269	START	1590688583705	1590688583705
USER	TransportesAcabados	7	END	1590688540034	1590688583721
REQUEST	48		TransportesAcabados	1590688583441	1590688583727	OK	 
REQUEST	169		Authenticated	1590688583096	1590688583739	OK	 
REQUEST	47		request_8	1590688583574	1590688583753	OK	 
REQUEST	169		Authenticated Redirect 1	1590688583739	1590688583753	OK	 
REQUEST	249		Login	1590688583382	1590688583794	OK	 
REQUEST	250		Login	1590688583587	1590688583795	OK	 
REQUEST	167		Authenticated Redirect 1	1590688583551	1590688583795	OK	 
REQUEST	168		Authenticated Redirect 1	1590688583599	1590688583843	OK	 
REQUEST	269		Home	1590688583706	1590688583844	OK	 
USER	TransportesAcabados	270	START	1590688583865	1590688583865
USER	TransportesAcabados	8	END	1590688540200	1590688583881
REQUEST	248		request_4	1590688583596	1590688583891	OK	 
REQUEST	268		request_1	1590688583621	1590688583893	OK	 
REQUEST	49		TransportesAcabados	1590688583657	1590688583905	OK	 
REQUEST	166		request_6	1590688583621	1590688583905	OK	 
REQUEST	267		request_1	1590688583628	1590688583906	OK	 
REQUEST	170		Authenticated	1590688583250	1590688583916	OK	 
REQUEST	50		TransportesAcabados	1590688583821	1590688583917	OK	 
REQUEST	48		request_8	1590688583728	1590688583920	OK	 
REQUEST	249		request_4	1590688583795	1590688583920	OK	 
REQUEST	269		request_1	1590688583845	1590688583934	OK	 
REQUEST	250		request_4	1590688583796	1590688583940	OK	 
REQUEST	251		Login	1590688583750	1590688583954	OK	 
USER	TransportesAcabados	9	END	1590688540361	1590688583980
USER	TransportesAcabados	271	START	1590688584030	1590688584030
REQUEST	169		request_6	1590688583754	1590688584032	OK	 
REQUEST	170		Authenticated Redirect 1	1590688583917	1590688584040	OK	 
REQUEST	49		request_8	1590688583906	1590688584045	OK	 
REQUEST	167		request_6	1590688583796	1590688584128	OK	 
USER	TransportesAcabados	10	END	1590688540543	1590688584132
REQUEST	168		request_6	1590688583844	1590688584133	OK	 
REQUEST	270		Home	1590688583866	1590688584133	OK	 
REQUEST	50		request_8	1590688583917	1590688584175	OK	 
REQUEST	252		Login	1590688583893	1590688584175	OK	 
REQUEST	251		request_4	1590688583955	1590688584175	OK	 
REQUEST	51		TransportesAcabados	1590688583979	1590688584178	OK	 
USER	TransportesAcabados	272	START	1590688584199	1590688584199
REQUEST	171		Authenticated	1590688583414	1590688584201	OK	 
REQUEST	170		request_6	1590688584040	1590688584202	OK	 
REQUEST	172		Authenticated	1590688583586	1590688584208	OK	 
REQUEST	271		Home	1590688584031	1590688584208	OK	 
REQUEST	253		Login	1590688584056	1590688584227	OK	 
REQUEST	270		request_1	1590688584133	1590688584233	OK	 
REQUEST	171		Authenticated Redirect 1	1590688584202	1590688584257	OK	 
REQUEST	52		TransportesAcabados	1590688584148	1590688584257	OK	 
REQUEST	272		Home	1590688584200	1590688584258	OK	 
REQUEST	51		request_8	1590688584179	1590688584258	OK	 
REQUEST	252		request_4	1590688584175	1590688584258	OK	 
REQUEST	271		request_1	1590688584209	1590688584285	OK	 
USER	TransportesAcabados	11	END	1590688540716	1590688584351
USER	TransportesAcabados	273	START	1590688584376	1590688584376
REQUEST	253		request_4	1590688584227	1590688584379	OK	 
REQUEST	173		Authenticated	1590688583781	1590688584394	OK	 
REQUEST	172		Authenticated Redirect 1	1590688584208	1590688584396	OK	 
REQUEST	52		request_8	1590688584258	1590688584397	OK	 
REQUEST	254		Login	1590688584268	1590688584416	OK	 
REQUEST	272		request_1	1590688584258	1590688584416	OK	 
REQUEST	171		request_6	1590688584258	1590688584416	OK	 
USER	TransportesAcabados	274	START	1590688584535	1590688584535
USER	TransportesAcabados	12	END	1590688540875	1590688584561
REQUEST	53		TransportesAcabados	1590688584284	1590688584572	OK	 
REQUEST	174		Authenticated	1590688583938	1590688584572	OK	 
REQUEST	273		Home	1590688584377	1590688584573	OK	 
REQUEST	173		Authenticated Redirect 1	1590688584394	1590688584603	OK	 
REQUEST	172		request_6	1590688584397	1590688584618	OK	 
REQUEST	255		Login	1590688584402	1590688584618	OK	 
REQUEST	54		TransportesAcabados	1590688584401	1590688584618	OK	 
REQUEST	254		request_4	1590688584416	1590688584647	OK	 
REQUEST	175		Authenticated	1590688584127	1590688584695	OK	 
USER	TransportesAcabados	275	START	1590688584697	1590688584697
REQUEST	53		request_8	1590688584572	1590688584716	OK	 
REQUEST	174		Authenticated Redirect 1	1590688584572	1590688584716	OK	 
REQUEST	274		Home	1590688584535	1590688584717	OK	 
REQUEST	173		request_6	1590688584604	1590688584723	OK	 
REQUEST	273		request_1	1590688584574	1590688584724	OK	 
REQUEST	175		Authenticated Redirect 1	1590688584696	1590688584724	OK	 
REQUEST	55		TransportesAcabados	1590688584573	1590688584728	OK	 
REQUEST	174		request_6	1590688584717	1590688584728	OK	 
REQUEST	275		Home	1590688584698	1590688584730	OK	 
REQUEST	274		request_1	1590688584717	1590688584733	OK	 
REQUEST	54		request_8	1590688584619	1590688584738	OK	 
REQUEST	255		request_4	1590688584619	1590688584738	OK	 
REQUEST	55		request_8	1590688584729	1590688584740	OK	 
REQUEST	175		request_6	1590688584725	1590688584743	OK	 
REQUEST	275		request_1	1590688584730	1590688584744	OK	 
REQUEST	256		Login	1590688584613	1590688584745	OK	 
REQUEST	256		request_4	1590688584745	1590688584750	OK	 
USER	TransportesAcabados	13	END	1590688541040	1590688584761
REQUEST	257		Login	1590688584760	1590688584771	OK	 
REQUEST	56		TransportesAcabados	1590688584760	1590688584801	OK	 
REQUEST	257		request_4	1590688584771	1590688584805	OK	 
REQUEST	56		request_8	1590688584801	1590688584810	OK	 
USER	TransportesAcabados	276	START	1590688584875	1590688584875
REQUEST	176		Authenticated	1590688584279	1590688584884	OK	 
REQUEST	276		Home	1590688584876	1590688584887	OK	 
REQUEST	176		Authenticated Redirect 1	1590688584884	1590688584892	OK	 
REQUEST	276		request_1	1590688584888	1590688584898	OK	 
REQUEST	176		request_6	1590688584893	1590688584902	OK	 
REQUEST	258		Login	1590688584911	1590688584917	OK	 
REQUEST	57		TransportesAcabados	1590688584911	1590688584920	OK	 
REQUEST	258		request_4	1590688584918	1590688584924	OK	 
REQUEST	57		request_8	1590688584921	1590688584932	OK	 
USER	TransportesAcabados	14	END	1590688541185	1590688584937
USER	TransportesAcabados	277	START	1590688585025	1590688585025
REQUEST	177		Authenticated	1590688584402	1590688585030	OK	 
REQUEST	277		Home	1590688585026	1590688585031	OK	 
REQUEST	177		Authenticated Redirect 1	1590688585030	1590688585052	OK	 
USER	TransportesAcabados	15	END	1590688541350	1590688585055
REQUEST	277		request_1	1590688585032	1590688585057	OK	 
REQUEST	177		request_6	1590688585052	1590688585061	OK	 
REQUEST	259		Login	1590688585098	1590688585116	OK	 
REQUEST	58		TransportesAcabados	1590688585111	1590688585120	OK	 
REQUEST	259		request_4	1590688585117	1590688585144	OK	 
REQUEST	58		request_8	1590688585121	1590688585148	OK	 
USER	TransportesAcabados	278	START	1590688585199	1590688585199
REQUEST	278		Home	1590688585200	1590688585206	OK	 
REQUEST	278		request_1	1590688585207	1590688585211	OK	 
REQUEST	59		TransportesAcabados	1590688585220	1590688585229	OK	 
REQUEST	59		request_8	1590688585229	1590688585238	OK	 
REQUEST	178		Authenticated	1590688584592	1590688585242	OK	 
REQUEST	260		Login	1590688585241	1590688585246	OK	 
REQUEST	178		Authenticated Redirect 1	1590688585242	1590688585246	OK	 
REQUEST	178		request_6	1590688585247	1590688585252	OK	 
REQUEST	260		request_4	1590688585247	1590688585252	OK	 
REQUEST	179		Authenticated	1590688584761	1590688585316	OK	 
REQUEST	179		Authenticated Redirect 1	1590688585317	1590688585321	OK	 
REQUEST	179		request_6	1590688585322	1590688585326	OK	 
USER	TransportesAcabados	279	START	1590688585361	1590688585361
REQUEST	279		Home	1590688585361	1590688585366	OK	 
REQUEST	279		request_1	1590688585367	1590688585372	OK	 
REQUEST	261		Login	1590688585442	1590688585492	OK	 
REQUEST	60		TransportesAcabados	1590688585442	1590688585520	OK	 
REQUEST	261		request_4	1590688585493	1590688585529	OK	 
REQUEST	60		request_8	1590688585521	1590688585537	OK	 
USER	TransportesAcabados	280	START	1590688585537	1590688585537
REQUEST	280		Home	1590688585538	1590688585547	OK	 
REQUEST	280		request_1	1590688585547	1590688585553	OK	 
REQUEST	180		Authenticated	1590688584963	1590688585563	OK	 
REQUEST	180		Authenticated Redirect 1	1590688585563	1590688585632	OK	 
USER	TransportesAcabados	281	START	1590688585698	1590688585698
USER	TransportesAcabados	16	END	1590688541524	1590688585851
USER	TransportesAcabados	17	END	1590688541685	1590688585851
USER	TransportesAcabados	282	START	1590688585862	1590688585862
USER	TransportesAcabados	19	END	1590688542025	1590688585884
USER	TransportesAcabados	20	END	1590688542182	1590688585917
USER	TransportesAcabados	18	END	1590688541852	1590688585933
REQUEST	61		TransportesAcabados	1590688585590	1590688585977	OK	 
REQUEST	262		Login	1590688585591	1590688585977	OK	 
REQUEST	182		Authenticated	1590688585361	1590688585985	OK	 
REQUEST	183		Authenticated	1590688585420	1590688585986	OK	 
USER	TransportesAcabados	21	END	1590688542353	1590688586001
REQUEST	263		Login	1590688585754	1590688586003	OK	 
REQUEST	181		Authenticated	1590688585373	1590688586004	OK	 
REQUEST	61		request_8	1590688585977	1590688586005	OK	 
REQUEST	264		Login	1590688585917	1590688586013	OK	 
REQUEST	281		Home	1590688585698	1590688586017	OK	 
USER	TransportesAcabados	283	START	1590688586032	1590688586032
REQUEST	282		Home	1590688585862	1590688586043	OK	 
REQUEST	62		TransportesAcabados	1590688585818	1590688586052	OK	 
REQUEST	180		request_6	1590688585633	1590688586053	OK	 
REQUEST	262		request_4	1590688585977	1590688586059	OK	 
REQUEST	263		request_4	1590688586004	1590688586073	OK	 
REQUEST	63		TransportesAcabados	1590688585983	1590688586085	OK	 
REQUEST	183		Authenticated Redirect 1	1590688585986	1590688586086	OK	 
REQUEST	182		Authenticated Redirect 1	1590688585985	1590688586092	OK	 
REQUEST	283		Home	1590688586033	1590688586112	OK	 
REQUEST	281		request_1	1590688586017	1590688586112	OK	 
REQUEST	264		request_4	1590688586014	1590688586112	OK	 
REQUEST	181		Authenticated Redirect 1	1590688586004	1590688586150	OK	 
REQUEST	62		request_8	1590688586052	1590688586157	OK	 
USER	TransportesAcabados	22	END	1590688542524	1590688586181
REQUEST	184		Authenticated	1590688585604	1590688586186	OK	 
REQUEST	63		request_8	1590688586085	1590688586189	OK	 
REQUEST	282		request_1	1590688586044	1590688586189	OK	 
USER	TransportesAcabados	284	START	1590688586193	1590688586193
REQUEST	283		request_1	1590688586113	1590688586197	OK	 
REQUEST	181		request_6	1590688586151	1590688586197	OK	 
REQUEST	265		Login	1590688586146	1590688586236	OK	 
REQUEST	64		TransportesAcabados	1590688586130	1590688586237	OK	 
REQUEST	183		request_6	1590688586086	1590688586237	OK	 
REQUEST	182		request_6	1590688586092	1590688586243	OK	 
REQUEST	284		Home	1590688586193	1590688586249	OK	 
REQUEST	184		Authenticated Redirect 1	1590688586186	1590688586249	OK	 
REQUEST	265		request_4	1590688586237	1590688586268	OK	 
REQUEST	64		request_8	1590688586237	1590688586277	OK	 
USER	TransportesAcabados	23	END	1590688542683	1590688586360
USER	TransportesAcabados	285	START	1590688586364	1590688586364
USER	TransportesAcabados	24	END	1590688542850	1590688586491
REQUEST	184		request_6	1590688586250	1590688586521	OK	 
REQUEST	185		Authenticated	1590688585753	1590688586522	OK	 
USER	TransportesAcabados	286	START	1590688586525	1590688586525
REQUEST	186		Authenticated	1590688586000	1590688586527	OK	 
REQUEST	284		request_1	1590688586250	1590688586529	OK	 
REQUEST	266		Login	1590688586393	1590688586530	OK	 
REQUEST	285		Home	1590688586364	1590688586555	OK	 
REQUEST	65		TransportesAcabados	1590688586289	1590688586555	OK	 
REQUEST	66		TransportesAcabados	1590688586438	1590688586556	OK	 
REQUEST	266		request_4	1590688586530	1590688586561	OK	 
REQUEST	185		Authenticated Redirect 1	1590688586522	1590688586564	OK	 
REQUEST	186		Authenticated Redirect 1	1590688586527	1590688586597	OK	 
REQUEST	65		request_8	1590688586556	1590688586611	OK	 
REQUEST	286		Home	1590688586525	1590688586611	OK	 
REQUEST	66		request_8	1590688586557	1590688586611	OK	 
REQUEST	285		request_1	1590688586556	1590688586626	OK	 
REQUEST	67		TransportesAcabados	1590688586592	1590688586643	OK	 
REQUEST	186		request_6	1590688586598	1590688586643	OK	 
REQUEST	185		request_6	1590688586564	1590688586643	OK	 
REQUEST	286		request_1	1590688586611	1590688586647	OK	 
REQUEST	187		Authenticated	1590688586072	1590688586647	OK	 
REQUEST	67		request_8	1590688586643	1590688586666	OK	 
REQUEST	187		Authenticated Redirect 1	1590688586647	1590688586670	OK	 
REQUEST	187		request_6	1590688586671	1590688586677	OK	 
USER	TransportesAcabados	287	START	1590688586692	1590688586692
REQUEST	287		Home	1590688586692	1590688586699	OK	 
REQUEST	287		request_1	1590688586700	1590688586704	OK	 
USER	TransportesAcabados	25	END	1590688543025	1590688586774
REQUEST	188		Authenticated	1590688586253	1590688586825	OK	 
REQUEST	68		TransportesAcabados	1590688586808	1590688586833	OK	 
REQUEST	188		Authenticated Redirect 1	1590688586825	1590688586837	OK	 
REQUEST	188		request_6	1590688586837	1590688586842	OK	 
REQUEST	68		request_8	1590688586833	1590688586842	OK	 
USER	TransportesAcabados	288	START	1590688586870	1590688586870
REQUEST	288		Home	1590688586870	1590688586876	OK	 
REQUEST	288		request_1	1590688586876	1590688586880	OK	 
REQUEST	268		Login	1590688586914	1590688586921	OK	 
REQUEST	268		request_4	1590688586921	1590688586926	OK	 
REQUEST	267		Login	1590688586927	1590688586932	OK	 
REQUEST	267		request_4	1590688586933	1590688586943	OK	 
REQUEST	269		Login	1590688586968	1590688586983	OK	 
REQUEST	269		request_4	1590688586984	1590688586999	OK	 
REQUEST	69		TransportesAcabados	1590688586984	1590688587007	OK	 
USER	TransportesAcabados	26	END	1590688543182	1590688587024
USER	TransportesAcabados	289	START	1590688587025	1590688587025
REQUEST	69		request_8	1590688587008	1590688587026	OK	 
REQUEST	289		Home	1590688587025	1590688587039	OK	 
REQUEST	289		request_1	1590688587039	1590688587059	OK	 
USER	TransportesAcabados	27	END	1590688543350	1590688587127
REQUEST	189		Authenticated	1590688586458	1590688587149	OK	 
REQUEST	189		Authenticated Redirect 1	1590688587149	1590688587155	OK	 
REQUEST	189		request_6	1590688587156	1590688587161	OK	 
USER	TransportesAcabados	28	END	1590688543522	1590688587183
USER	TransportesAcabados	290	START	1590688587207	1590688587207
REQUEST	70		TransportesAcabados	1590688587207	1590688587231	OK	 
REQUEST	290		Home	1590688587208	1590688587243	OK	 
REQUEST	290		request_1	1590688587243	1590688587258	OK	 
REQUEST	70		request_8	1590688587231	1590688587258	OK	 
REQUEST	270		Login	1590688587258	1590688587263	OK	 
REQUEST	270		request_4	1590688587264	1590688587296	OK	 
REQUEST	271		Login	1590688587331	1590688587347	OK	 
USER	TransportesAcabados	29	END	1590688543680	1590688587364
REQUEST	271		request_4	1590688587347	1590688587382	OK	 
REQUEST	190		Authenticated	1590688586742	1590688587395	OK	 
USER	TransportesAcabados	291	START	1590688587396	1590688587396
USER	TransportesAcabados	30	END	1590688543852	1590688587457
REQUEST	190		Authenticated Redirect 1	1590688587396	1590688587484	OK	 
REQUEST	71		TransportesAcabados	1590688587396	1590688587484	OK	 
REQUEST	191		Authenticated	1590688586808	1590688587484	OK	 
USER	TransportesAcabados	292	START	1590688587531	1590688587531
REQUEST	291		Home	1590688587396	1590688587568	OK	 
REQUEST	192		Authenticated	1590688586933	1590688587570	OK	 
REQUEST	292		Home	1590688587532	1590688587590	OK	 
REQUEST	272		Login	1590688587447	1590688587590	OK	 
REQUEST	191		Authenticated Redirect 1	1590688587485	1590688587598	OK	 
REQUEST	291		request_1	1590688587569	1590688587603	OK	 
REQUEST	190		request_6	1590688587484	1590688587603	OK	 
REQUEST	71		request_8	1590688587484	1590688587603	OK	 
REQUEST	192		Authenticated Redirect 1	1590688587570	1590688587624	OK	 
REQUEST	292		request_1	1590688587590	1590688587636	OK	 
REQUEST	272		request_4	1590688587590	1590688587646	OK	 
REQUEST	191		request_6	1590688587599	1590688587649	OK	 
REQUEST	192		request_6	1590688587624	1590688587649	OK	 
REQUEST	72		TransportesAcabados	1590688587666	1590688587697	OK	 
USER	TransportesAcabados	31	END	1590688544022	1590688587703
USER	TransportesAcabados	293	START	1590688587703	1590688587703
REQUEST	72		request_8	1590688587698	1590688587715	OK	 
REQUEST	293		Home	1590688587704	1590688587718	OK	 
REQUEST	293		request_1	1590688587718	1590688587740	OK	 
REQUEST	193		Authenticated	1590688587093	1590688587741	OK	 
REQUEST	193		Authenticated Redirect 1	1590688587741	1590688587746	OK	 
REQUEST	193		request_6	1590688587746	1590688587767	OK	 
REQUEST	275		Login	1590688587775	1590688587784	OK	 
REQUEST	273		Login	1590688587774	1590688587784	OK	 
REQUEST	274		Login	1590688587774	1590688587787	OK	 
REQUEST	273		request_4	1590688587785	1590688587804	OK	 
REQUEST	275		request_4	1590688587785	1590688587805	OK	 
REQUEST	274		request_4	1590688587788	1590688587808	OK	 
REQUEST	73		TransportesAcabados	1590688587838	1590688587877	OK	 
USER	TransportesAcabados	32	END	1590688544204	1590688587892
USER	TransportesAcabados	294	START	1590688587891	1590688587891
REQUEST	294		Home	1590688587892	1590688587915	OK	 
REQUEST	73		request_8	1590688587878	1590688587919	OK	 
REQUEST	294		request_1	1590688587916	1590688587920	OK	 
REQUEST	194		Authenticated	1590688587258	1590688587922	OK	 
REQUEST	194		Authenticated Redirect 1	1590688587922	1590688587933	OK	 
REQUEST	194		request_6	1590688587934	1590688587940	OK	 
REQUEST	276		Login	1590688587934	1590688587943	OK	 
REQUEST	276		request_4	1590688587944	1590688587948	OK	 
REQUEST	74		TransportesAcabados	1590688588024	1590688588045	OK	 
USER	TransportesAcabados	295	START	1590688588046	1590688588046
REQUEST	295		Home	1590688588046	1590688588062	OK	 
REQUEST	74		request_8	1590688588045	1590688588084	OK	 
REQUEST	295		request_1	1590688588063	1590688588088	OK	 
REQUEST	277		Login	1590688588088	1590688588100	OK	 
REQUEST	277		request_4	1590688588101	1590688588132	OK	 
REQUEST	195		Authenticated	1590688587417	1590688588160	OK	 
USER	TransportesAcabados	33	END	1590688544374	1590688588161
REQUEST	195		Authenticated Redirect 1	1590688588160	1590688588215	OK	 
REQUEST	75		TransportesAcabados	1590688588161	1590688588224	OK	 
REQUEST	195		request_6	1590688588215	1590688588232	OK	 
REQUEST	75		request_8	1590688588225	1590688588240	OK	 
USER	TransportesAcabados	296	START	1590688588241	1590688588241
REQUEST	278		Login	1590688588241	1590688588280	OK	 
USER	TransportesAcabados	34	END	1590688544535	1590688588281
REQUEST	296		Home	1590688588241	1590688588315	OK	 
REQUEST	296		request_1	1590688588316	1590688588320	OK	 
REQUEST	278		request_4	1590688588280	1590688588321	OK	 
USER	TransportesAcabados	35	END	1590688544706	1590688588322
REQUEST	196		Authenticated	1590688587601	1590688588363	OK	 
USER	TransportesAcabados	297	START	1590688588379	1590688588379
REQUEST	76		TransportesAcabados	1590688588323	1590688588420	OK	 
REQUEST	196		Authenticated Redirect 1	1590688588364	1590688588423	OK	 
REQUEST	297		Home	1590688588379	1590688588428	OK	 
REQUEST	196		request_6	1590688588424	1590688588429	OK	 
REQUEST	76		request_8	1590688588420	1590688588465	OK	 
REQUEST	297		request_1	1590688588428	1590688588468	OK	 
REQUEST	279		Login	1590688588431	1590688588469	OK	 
REQUEST	279		request_4	1590688588470	1590688588474	OK	 
REQUEST	77		TransportesAcabados	1590688588513	1590688588556	OK	 
USER	TransportesAcabados	298	START	1590688588557	1590688588557
REQUEST	197		Authenticated	1590688587773	1590688588596	OK	 
REQUEST	77		request_8	1590688588556	1590688588602	OK	 
REQUEST	197		Authenticated Redirect 1	1590688588596	1590688588603	OK	 
USER	TransportesAcabados	36	END	1590688544873	1590688588612
REQUEST	298		Home	1590688588557	1590688588631	OK	 
REQUEST	197		request_6	1590688588603	1590688588635	OK	 
REQUEST	280		Login	1590688588613	1590688588640	OK	 
REQUEST	298		request_1	1590688588632	1590688588643	OK	 
REQUEST	280		request_4	1590688588640	1590688588645	OK	 
USER	TransportesAcabados	37	END	1590688545033	1590688588675
USER	TransportesAcabados	299	START	1590688588718	1590688588718
REQUEST	299		Home	1590688588718	1590688588734	OK	 
REQUEST	78		TransportesAcabados	1590688588717	1590688588738	OK	 
REQUEST	299		request_1	1590688588735	1590688588739	OK	 
USER	TransportesAcabados	38	END	1590688545203	1590688588834
USER	TransportesAcabados	300	START	1590688588896	1590688588896
REQUEST	78		request_8	1590688588739	1590688588949	OK	 
REQUEST	198		Authenticated	1590688587980	1590688588964	OK	 
REQUEST	199		Authenticated	1590688588102	1590688588964	OK	 
USER	TransportesAcabados	39	END	1590688545360	1590688589057
USER	TransportesAcabados	301	START	1590688589056	1590688589056
REQUEST	200		Authenticated	1590688588323	1590688589080	OK	 
REQUEST	300		Home	1590688588897	1590688589081	OK	 
REQUEST	80		TransportesAcabados	1590688588920	1590688589101	OK	 
REQUEST	79		TransportesAcabados	1590688588804	1590688589101	OK	 
USER	TransportesAcabados	302	START	1590688589184	1590688589184
USER	TransportesAcabados	40	END	1590688545530	1590688589213
REQUEST	198		Authenticated Redirect 1	1590688588964	1590688589236	OK	 
REQUEST	201		Authenticated	1590688588476	1590688589237	OK	 
REQUEST	202		Authenticated	1590688588674	1590688589248	OK	 
REQUEST	199		Authenticated Redirect 1	1590688588964	1590688589249	OK	 
REQUEST	301		Home	1590688589057	1590688589249	OK	 
REQUEST	300		request_1	1590688589081	1590688589304	OK	 
REQUEST	282		Login	1590688589201	1590688589304	OK	 
USER	TransportesAcabados	41	END	1590688545703	1590688589311
REQUEST	79		request_8	1590688589102	1590688589312	OK	 
REQUEST	281		Login	1590688589144	1590688589313	OK	 
REQUEST	80		request_8	1590688589102	1590688589314	OK	 
USER	TransportesAcabados	303	START	1590688589370	1590688589370
REQUEST	302		Home	1590688589184	1590688589516	OK	 
REQUEST	198		request_6	1590688589236	1590688589517	OK	 
REQUEST	200		Authenticated Redirect 1	1590688589080	1590688589520	OK	 
USER	TransportesAcabados	42	END	1590688545863	1590688589539
USER	TransportesAcabados	304	START	1590688589539	1590688589539
REQUEST	203		Authenticated	1590688588771	1590688589608	OK	 
REQUEST	204		Authenticated	1590688588997	1590688589608	OK	 
REQUEST	283		Login	1590688589234	1590688589609	OK	 
REQUEST	201		Authenticated Redirect 1	1590688589237	1590688589613	OK	 
REQUEST	81		TransportesAcabados	1590688589257	1590688589622	OK	 
REQUEST	205		Authenticated	1590688589079	1590688589622	OK	 
REQUEST	301		request_1	1590688589249	1590688589623	OK	 
REQUEST	281		request_4	1590688589313	1590688589634	OK	 
USER	TransportesAcabados	43	END	1590688546034	1590688589702
USER	TransportesAcabados	305	START	1590688589703	1590688589703
REQUEST	82		TransportesAcabados	1590688589307	1590688589761	OK	 
REQUEST	83		TransportesAcabados	1590688589345	1590688589761	OK	 
REQUEST	284		Login	1590688589541	1590688589768	OK	 
REQUEST	282		request_4	1590688589304	1590688589768	OK	 
REQUEST	202		Authenticated Redirect 1	1590688589248	1590688589774	OK	 
REQUEST	200		request_6	1590688589520	1590688589780	OK	 
REQUEST	205		Authenticated Redirect 1	1590688589622	1590688589791	OK	 
REQUEST	199		request_6	1590688589249	1590688589801	OK	 
REQUEST	204		Authenticated Redirect 1	1590688589609	1590688589801	OK	 
REQUEST	81		request_8	1590688589622	1590688589807	OK	 
REQUEST	303		Home	1590688589371	1590688589807	OK	 
REQUEST	304		Home	1590688589539	1590688589811	OK	 
REQUEST	201		request_6	1590688589614	1590688589838	OK	 
REQUEST	203		Authenticated Redirect 1	1590688589609	1590688589840	OK	 
USER	TransportesAcabados	44	END	1590688546205	1590688589841
REQUEST	302		request_1	1590688589516	1590688589842	OK	 
REQUEST	283		request_4	1590688589610	1590688589842	OK	 
REQUEST	84		TransportesAcabados	1590688589498	1590688589851	OK	 
USER	TransportesAcabados	306	START	1590688589853	1590688589853
REQUEST	284		request_4	1590688589769	1590688589896	OK	 
REQUEST	305		Home	1590688589703	1590688589898	OK	 
REQUEST	285		Login	1590688589702	1590688589912	OK	 
REQUEST	83		request_8	1590688589761	1590688589917	OK	 
REQUEST	206		Authenticated	1590688589258	1590688589934	OK	 
REQUEST	82		request_8	1590688589761	1590688589934	OK	 
REQUEST	84		request_8	1590688589852	1590688589943	OK	 
REQUEST	202		request_6	1590688589774	1590688589943	OK	 
REQUEST	286		Login	1590688589702	1590688589943	OK	 
USER	TransportesAcabados	45	END	1590688546363	1590688589962
REQUEST	205		request_6	1590688589792	1590688589981	OK	 
REQUEST	304		request_1	1590688589811	1590688589984	OK	 
REQUEST	303		request_1	1590688589808	1590688589992	OK	 
REQUEST	287		Login	1590688589738	1590688589993	OK	 
REQUEST	204		request_6	1590688589802	1590688590002	OK	 
REQUEST	285		request_4	1590688589912	1590688590018	OK	 
USER	TransportesAcabados	307	START	1590688590025	1590688590025
REQUEST	85		TransportesAcabados	1590688589801	1590688590029	OK	 
REQUEST	203		request_6	1590688589841	1590688590029	OK	 
REQUEST	306		Home	1590688589853	1590688590030	OK	 
REQUEST	86		TransportesAcabados	1590688589882	1590688590160	OK	 
REQUEST	305		request_1	1590688589899	1590688590165	OK	 
REQUEST	286		request_4	1590688589944	1590688590165	OK	 
REQUEST	206		Authenticated Redirect 1	1590688589934	1590688590166	OK	 
REQUEST	208		Authenticated	1590688589604	1590688590171	OK	 
USER	TransportesAcabados	46	END	1590688546535	1590688590178
USER	TransportesAcabados	308	START	1590688590194	1590688590194
REQUEST	207		Authenticated	1590688589440	1590688590197	OK	 
REQUEST	306		request_1	1590688590030	1590688590200	OK	 
REQUEST	289		Login	1590688590064	1590688590200	OK	 
REQUEST	288		Login	1590688589894	1590688590200	OK	 
REQUEST	307		Home	1590688590026	1590688590201	OK	 
REQUEST	287		request_4	1590688589993	1590688590223	OK	 
