ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590688537350	 	3.3.1
REQUEST	172		TransportesAcabados	1590688604632	1590688605117	OK	 
REQUEST	373		request_4	1590688605115	1590688605120	OK	 
REQUEST	293		Authenticated Redirect 1	1590688605066	1590688605121	OK	 
REQUEST	175		TransportesAcabados	1590688604766	1590688605122	OK	 
REQUEST	173		request_8	1590688605083	1590688605140	OK	 
REQUEST	393		request_1	1590688605089	1590688605141	OK	 
REQUEST	295		Authenticated Redirect 1	1590688605084	1590688605144	OK	 
REQUEST	392		request_1	1590688605023	1590688605144	OK	 
REQUEST	397		Home	1590688605026	1590688605145	OK	 
REQUEST	295		request_6	1590688605144	1590688605149	OK	 
REQUEST	165		request_8	1590688604440	1590688605150	OK	 
REQUEST	176		request_8	1590688605092	1590688605150	OK	 
REQUEST	397		request_1	1590688605146	1590688605150	OK	 
REQUEST	395		Home	1590688604698	1590688605151	OK	 
REQUEST	177		TransportesAcabados	1590688605078	1590688605155	OK	 
REQUEST	175		request_8	1590688605122	1590688605156	OK	 
REQUEST	369		request_4	1590688604533	1590688605162	OK	 
REQUEST	171		request_8	1590688605024	1590688605165	OK	 
REQUEST	285		request_6	1590688605103	1590688605167	OK	 
REQUEST	291		Authenticated Redirect 1	1590688604481	1590688605168	OK	 
REQUEST	371		request_4	1590688605105	1590688605170	OK	 
REQUEST	290		request_6	1590688604984	1590688605171	OK	 
REQUEST	289		request_6	1590688605110	1590688605173	OK	 
REQUEST	395		request_1	1590688605151	1590688605175	OK	 
REQUEST	291		request_6	1590688605168	1590688605176	OK	 
REQUEST	293		request_6	1590688605122	1590688605176	OK	 
REQUEST	394		Home	1590688604525	1590688605177	OK	 
REQUEST	394		request_1	1590688605177	1590688605182	OK	 
REQUEST	172		request_8	1590688605117	1590688605183	OK	 
REQUEST	177		request_8	1590688605156	1590688605183	OK	 
USER	TransportesAcabados	398	START	1590688605184	1590688605184
REQUEST	296		Authenticated	1590688604471	1590688605215	OK	 
REQUEST	398		Home	1590688605184	1590688605219	OK	 
REQUEST	296		Authenticated Redirect 1	1590688605216	1590688605220	OK	 
REQUEST	398		request_1	1590688605219	1590688605236	OK	 
REQUEST	296		request_6	1590688605220	1590688605249	OK	 
REQUEST	372		Login	1590688605221	1590688605253	OK	 
REQUEST	376		Login	1590688605248	1590688605260	OK	 
REQUEST	372		request_4	1590688605254	1590688605277	OK	 
REQUEST	376		request_4	1590688605260	1590688605294	OK	 
REQUEST	375		Login	1590688605272	1590688605298	OK	 
REQUEST	178		TransportesAcabados	1590688605272	1590688605303	OK	 
REQUEST	375		request_4	1590688605299	1590688605307	OK	 
REQUEST	178		request_8	1590688605304	1590688605318	OK	 
REQUEST	374		Login	1590688605325	1590688605340	OK	 
REQUEST	179		TransportesAcabados	1590688605335	1590688605351	OK	 
USER	TransportesAcabados	399	START	1590688605356	1590688605356
REQUEST	374		request_4	1590688605341	1590688605360	OK	 
REQUEST	179		request_8	1590688605352	1590688605379	OK	 
REQUEST	380		Login	1590688605356	1590688605397	OK	 
REQUEST	377		Login	1590688605356	1590688605417	OK	 
REQUEST	379		Login	1590688605356	1590688605417	OK	 
REQUEST	399		Home	1590688605356	1590688605417	OK	 
REQUEST	378		Login	1590688605362	1590688605421	OK	 
REQUEST	380		request_4	1590688605398	1590688605421	OK	 
REQUEST	377		request_4	1590688605417	1590688605437	OK	 
REQUEST	379		request_4	1590688605417	1590688605438	OK	 
REQUEST	381		Login	1590688605414	1590688605438	OK	 
REQUEST	399		request_1	1590688605417	1590688605443	OK	 
REQUEST	378		request_4	1590688605421	1590688605443	OK	 
REQUEST	381		request_4	1590688605439	1590688605447	OK	 
USER	TransportesAcabados	400	START	1590688605523	1590688605523
REQUEST	400		Home	1590688605523	1590688605528	OK	 
REQUEST	400		request_1	1590688605529	1590688605538	OK	 
REQUEST	297		Authenticated	1590688604494	1590688605577	OK	 
REQUEST	297		Authenticated Redirect 1	1590688605577	1590688605582	OK	 
REQUEST	297		request_6	1590688605582	1590688605588	OK	 
REQUEST	382		Login	1590688605587	1590688605592	OK	 
REQUEST	382		request_4	1590688605593	1590688605599	OK	 
REQUEST	299		Authenticated	1590688604804	1590688605667	OK	 
REQUEST	299		Authenticated Redirect 1	1590688605667	1590688605672	OK	 
REQUEST	299		request_6	1590688605672	1590688605677	OK	 
USER	TransportesAcabados	401	START	1590688605685	1590688605685
REQUEST	401		Home	1590688605685	1590688605692	OK	 
REQUEST	401		request_1	1590688605693	1590688605697	OK	 
REQUEST	298		Authenticated	1590688604723	1590688605698	OK	 
REQUEST	298		Authenticated Redirect 1	1590688605698	1590688605706	OK	 
REQUEST	298		request_6	1590688605707	1590688605710	OK	 
USER	TransportesAcabados	135	END	1590688561354	1590688605734
REQUEST	383		Login	1590688605756	1590688605761	OK	 
REQUEST	383		request_4	1590688605761	1590688605766	OK	 
USER	TransportesAcabados	402	START	1590688605851	1590688605851
REQUEST	402		Home	1590688605851	1590688605860	OK	 
REQUEST	402		request_1	1590688605861	1590688605869	OK	 
USER	TransportesAcabados	136	END	1590688561524	1590688605943
USER	TransportesAcabados	137	END	1590688561688	1590688605964
USER	TransportesAcabados	140	END	1590688562191	1590688605975
USER	TransportesAcabados	138	END	1590688561864	1590688605985
USER	TransportesAcabados	139	END	1590688562023	1590688605985
USER	TransportesAcabados	403	START	1590688606020	1590688606020
REQUEST	403		Home	1590688606021	1590688606028	OK	 
REQUEST	403		request_1	1590688606029	1590688606033	OK	 
REQUEST	180		TransportesAcabados	1590688606053	1590688606064	OK	 
REQUEST	180		request_8	1590688606064	1590688606075	OK	 
USER	TransportesAcabados	404	START	1590688606206	1590688606206
REQUEST	404		Home	1590688606207	1590688606212	OK	 
REQUEST	181		TransportesAcabados	1590688606206	1590688606221	OK	 
REQUEST	404		request_1	1590688606213	1590688606224	OK	 
USER	TransportesAcabados	141	END	1590688562360	1590688606241
REQUEST	181		request_8	1590688606221	1590688606250	OK	 
REQUEST	183		TransportesAcabados	1590688606238	1590688606258	OK	 
REQUEST	182		TransportesAcabados	1590688606239	1590688606259	OK	 
REQUEST	182		request_8	1590688606260	1590688606267	OK	 
REQUEST	183		request_8	1590688606258	1590688606267	OK	 
USER	TransportesAcabados	405	START	1590688606375	1590688606375
REQUEST	405		Home	1590688606376	1590688606381	OK	 
REQUEST	405		request_1	1590688606382	1590688606385	OK	 
REQUEST	184		TransportesAcabados	1590688606520	1590688606528	OK	 
REQUEST	300		Authenticated	1590688606005	1590688606532	OK	 
REQUEST	300		Authenticated Redirect 1	1590688606532	1590688606536	OK	 
REQUEST	184		request_8	1590688606528	1590688606539	OK	 
USER	TransportesAcabados	406	START	1590688606538	1590688606538
REQUEST	300		request_6	1590688606537	1590688606542	OK	 
REQUEST	406		Home	1590688606538	1590688606545	OK	 
REQUEST	406		request_1	1590688606545	1590688606550	OK	 
REQUEST	301		Authenticated	1590688606081	1590688606589	OK	 
REQUEST	301		Authenticated Redirect 1	1590688606590	1590688606593	OK	 
REQUEST	301		request_6	1590688606594	1590688606597	OK	 
REQUEST	302		Authenticated	1590688606111	1590688606612	OK	 
REQUEST	302		Authenticated Redirect 1	1590688606612	1590688606616	OK	 
REQUEST	302		request_6	1590688606616	1590688606619	OK	 
REQUEST	186		TransportesAcabados	1590688606643	1590688606652	OK	 
REQUEST	186		request_8	1590688606653	1590688606663	OK	 
REQUEST	185		TransportesAcabados	1590688606665	1590688606674	OK	 
REQUEST	185		request_8	1590688606675	1590688606685	OK	 
REQUEST	187		TransportesAcabados	1590688606682	1590688606691	OK	 
REQUEST	187		request_8	1590688606692	1590688606701	OK	 
USER	TransportesAcabados	407	START	1590688606703	1590688606703
REQUEST	407		Home	1590688606704	1590688606709	OK	 
REQUEST	407		request_1	1590688606710	1590688606713	OK	 
USER	TransportesAcabados	142	END	1590688562522	1590688606740
USER	TransportesAcabados	143	END	1590688562694	1590688606741
USER	TransportesAcabados	144	END	1590688562865	1590688606762
REQUEST	188		TransportesAcabados	1590688606853	1590688606865	OK	 
REQUEST	188		request_8	1590688606865	1590688606876	OK	 
USER	TransportesAcabados	408	START	1590688606877	1590688606877
REQUEST	408		Home	1590688606877	1590688606884	OK	 
REQUEST	408		request_1	1590688606884	1590688606893	OK	 
REQUEST	384		Login	1590688606953	1590688607036	OK	 
USER	TransportesAcabados	409	START	1590688607067	1590688607067
USER	TransportesAcabados	146	END	1590688563202	1590688607068
REQUEST	409		Home	1590688607067	1590688607105	OK	 
REQUEST	384		request_4	1590688607037	1590688607105	OK	 
REQUEST	409		request_1	1590688607105	1590688607110	OK	 
USER	TransportesAcabados	145	END	1590688563028	1590688607141
USER	TransportesAcabados	147	END	1590688563361	1590688607206
USER	TransportesAcabados	148	END	1590688563531	1590688607208
USER	TransportesAcabados	410	START	1590688607207	1590688607207
REQUEST	410		Home	1590688607208	1590688607268	OK	 
REQUEST	189		TransportesAcabados	1590688607207	1590688607326	OK	 
REQUEST	410		request_1	1590688607268	1590688607330	OK	 
REQUEST	189		request_8	1590688607327	1590688607335	OK	 
USER	TransportesAcabados	149	END	1590688563726	1590688607407
USER	TransportesAcabados	411	START	1590688607407	1590688607407
REQUEST	411		Home	1590688607407	1590688607479	OK	 
REQUEST	411		request_1	1590688607480	1590688607578	OK	 
USER	TransportesAcabados	412	START	1590688607581	1590688607581
REQUEST	386		Login	1590688607581	1590688607688	OK	 
REQUEST	385		Login	1590688607581	1590688607689	OK	 
REQUEST	412		Home	1590688607581	1590688607691	OK	 
REQUEST	386		request_4	1590688607688	1590688607695	OK	 
REQUEST	385		request_4	1590688607690	1590688607696	OK	 
REQUEST	412		request_1	1590688607692	1590688607696	OK	 
USER	TransportesAcabados	413	START	1590688607728	1590688607728
REQUEST	303		Authenticated	1590688606632	1590688607827	OK	 
REQUEST	190		TransportesAcabados	1590688607727	1590688607834	OK	 
REQUEST	191		TransportesAcabados	1590688607728	1590688607834	OK	 
REQUEST	303		Authenticated Redirect 1	1590688607827	1590688607838	OK	 
REQUEST	192		TransportesAcabados	1590688607728	1590688607838	OK	 
REQUEST	190		request_8	1590688607835	1590688607844	OK	 
REQUEST	191		request_8	1590688607835	1590688607846	OK	 
REQUEST	303		request_6	1590688607839	1590688607847	OK	 
REQUEST	192		request_8	1590688607839	1590688607853	OK	 
USER	TransportesAcabados	414	START	1590688607856	1590688607856
USER	TransportesAcabados	415	START	1590688608049	1590688608049
USER	TransportesAcabados	416	START	1590688608331	1590688608331
USER	TransportesAcabados	417	START	1590688608487	1590688608487
USER	TransportesAcabados	150	END	1590688563866	1590688608541
USER	TransportesAcabados	418	START	1590688608613	1590688608613
REQUEST	413		Home	1590688607728	1590688608770	OK	 
USER	TransportesAcabados	419	START	1590688608776	1590688608776
REQUEST	314		Authenticated	1590688607475	1590688608783	OK	 
REQUEST	305		Authenticated	1590688606885	1590688608791	OK	 
REQUEST	308		Authenticated	1590688606842	1590688608791	OK	 
REQUEST	311		Authenticated	1590688606953	1590688608792	OK	 
REQUEST	310		Authenticated	1590688606886	1590688608792	OK	 
USER	TransportesAcabados	151	END	1590688564033	1590688608795
REQUEST	306		Authenticated	1590688606953	1590688608796	OK	 
REQUEST	307		Authenticated	1590688606953	1590688608796	OK	 
REQUEST	313		Authenticated	1590688607475	1590688608800	OK	 
REQUEST	193		TransportesAcabados	1590688607855	1590688608800	OK	 
USER	TransportesAcabados	152	END	1590688564192	1590688608813
REQUEST	304		Authenticated	1590688606842	1590688608815	OK	 
REQUEST	312		Authenticated	1590688606953	1590688608815	OK	 
REQUEST	315		Authenticated	1590688607579	1590688608817	OK	 
REQUEST	415		Home	1590688608049	1590688608829	OK	 
REQUEST	414		Home	1590688607856	1590688608842	OK	 
REQUEST	197		TransportesAcabados	1590688608687	1590688608842	OK	 
REQUEST	388		Login	1590688608232	1590688608844	OK	 
REQUEST	394		Login	1590688608232	1590688608849	OK	 
REQUEST	417		Home	1590688608487	1590688608857	OK	 
REQUEST	305		Authenticated Redirect 1	1590688608791	1590688608858	OK	 
REQUEST	309		Authenticated	1590688606953	1590688608859	OK	 
REQUEST	306		Authenticated Redirect 1	1590688608797	1590688608862	OK	 
REQUEST	401		Login	1590688608706	1590688608863	OK	 
REQUEST	316		Authenticated	1590688607581	1590688608864	OK	 
REQUEST	413		request_1	1590688608771	1590688608883	OK	 
REQUEST	391		Login	1590688607962	1590688608883	OK	 
REQUEST	315		Authenticated Redirect 1	1590688608817	1590688608892	OK	 
REQUEST	397		Login	1590688608232	1590688608898	OK	 
REQUEST	393		Login	1590688608232	1590688608899	OK	 
REQUEST	419		Home	1590688608776	1590688608901	OK	 
REQUEST	194		TransportesAcabados	1590688607962	1590688608902	OK	 
REQUEST	193		request_8	1590688608801	1590688608909	OK	 
REQUEST	317		Authenticated	1590688607854	1590688608909	OK	 
REQUEST	311		Authenticated Redirect 1	1590688608792	1590688608910	OK	 
REQUEST	396		Login	1590688608136	1590688608912	OK	 
REQUEST	389		Login	1590688608231	1590688608914	OK	 
REQUEST	399		Login	1590688608487	1590688608920	OK	 
REQUEST	417		request_1	1590688608857	1590688608922	OK	 
REQUEST	416		Home	1590688608331	1590688608922	OK	 
REQUEST	418		Home	1590688608613	1590688608923	OK	 
REQUEST	316		Authenticated Redirect 1	1590688608865	1590688608929	OK	 
REQUEST	391		request_4	1590688608884	1590688608929	OK	 
REQUEST	388		request_4	1590688608844	1590688608930	OK	 
REQUEST	392		Login	1590688608232	1590688608935	OK	 
REQUEST	395		Login	1590688608232	1590688608936	OK	 
REQUEST	398		Login	1590688608330	1590688608940	OK	 
USER	TransportesAcabados	420	START	1590688608946	1590688608946
REQUEST	387		Login	1590688608049	1590688608948	OK	 
REQUEST	415		request_1	1590688608830	1590688608949	OK	 
REQUEST	414		request_1	1590688608842	1590688608953	OK	 
REQUEST	197		request_8	1590688608842	1590688608960	OK	 
REQUEST	389		request_4	1590688608915	1590688608961	OK	 
REQUEST	397		request_4	1590688608898	1590688608962	OK	 
REQUEST	419		request_1	1590688608901	1590688608967	OK	 
REQUEST	195		TransportesAcabados	1590688608232	1590688608970	OK	 
REQUEST	307		Authenticated Redirect 1	1590688608797	1590688608974	OK	 
REQUEST	399		request_4	1590688608921	1590688608975	OK	 
REQUEST	308		Authenticated Redirect 1	1590688608791	1590688608976	OK	 
REQUEST	398		request_4	1590688608940	1590688608980	OK	 
REQUEST	400		Login	1590688608541	1590688608981	OK	 
REQUEST	314		Authenticated Redirect 1	1590688608784	1590688608987	OK	 
REQUEST	196		TransportesAcabados	1590688608487	1590688608988	OK	 
REQUEST	313		Authenticated Redirect 1	1590688608800	1590688608993	OK	 
REQUEST	396		request_4	1590688608912	1590688609002	OK	 
REQUEST	390		Login	1590688608232	1590688609006	OK	 
REQUEST	316		request_6	1590688608929	1590688609006	OK	 
REQUEST	312		Authenticated Redirect 1	1590688608815	1590688609007	OK	 
REQUEST	394		request_4	1590688608849	1590688609011	OK	 
REQUEST	194		request_8	1590688608902	1590688609012	OK	 
REQUEST	304		Authenticated Redirect 1	1590688608815	1590688609015	OK	 
REQUEST	305		request_6	1590688608858	1590688609024	OK	 
REQUEST	395		request_4	1590688608936	1590688609025	OK	 
REQUEST	306		request_6	1590688608863	1590688609025	OK	 
REQUEST	401		request_4	1590688608864	1590688609026	OK	 
REQUEST	196		request_8	1590688608989	1590688609030	OK	 
REQUEST	311		request_6	1590688608910	1590688609030	OK	 
REQUEST	310		Authenticated Redirect 1	1590688608792	1590688609031	OK	 
REQUEST	400		request_4	1590688608982	1590688609032	OK	 
REQUEST	317		Authenticated Redirect 1	1590688608909	1590688609036	OK	 
REQUEST	390		request_4	1590688609007	1590688609037	OK	 
REQUEST	420		Home	1590688608946	1590688609039	OK	 
REQUEST	416		request_1	1590688608923	1590688609039	OK	 
REQUEST	315		request_6	1590688608893	1590688609040	OK	 
REQUEST	393		request_4	1590688608900	1590688609040	OK	 
REQUEST	392		request_4	1590688608935	1590688609045	OK	 
REQUEST	304		request_6	1590688609016	1590688609048	OK	 
REQUEST	307		request_6	1590688608974	1590688609049	OK	 
REQUEST	309		Authenticated Redirect 1	1590688608859	1590688609049	OK	 
REQUEST	387		request_4	1590688608949	1590688609058	OK	 
REQUEST	313		request_6	1590688608994	1590688609069	OK	 
REQUEST	402		Login	1590688608882	1590688609070	OK	 
REQUEST	308		request_6	1590688608977	1590688609072	OK	 
REQUEST	195		request_8	1590688608971	1590688609072	OK	 
REQUEST	312		request_6	1590688609008	1590688609081	OK	 
REQUEST	418		request_1	1590688608924	1590688609081	OK	 
REQUEST	310		request_6	1590688609031	1590688609085	OK	 
REQUEST	309		request_6	1590688609050	1590688609085	OK	 
REQUEST	420		request_1	1590688609039	1590688609086	OK	 
REQUEST	403		Login	1590688609054	1590688609091	OK	 
REQUEST	317		request_6	1590688609037	1590688609091	OK	 
REQUEST	314		request_6	1590688608987	1590688609092	OK	 
REQUEST	402		request_4	1590688609071	1590688609096	OK	 
REQUEST	403		request_4	1590688609092	1590688609100	OK	 
USER	TransportesAcabados	421	START	1590688609111	1590688609111
REQUEST	421		Home	1590688609112	1590688609117	OK	 
REQUEST	421		request_1	1590688609118	1590688609123	OK	 
USER	TransportesAcabados	155	END	1590688564697	1590688609171
USER	TransportesAcabados	422	START	1590688609223	1590688609223
USER	TransportesAcabados	153	END	1590688564365	1590688609224
REQUEST	422		Home	1590688609223	1590688609252	OK	 
REQUEST	422		request_1	1590688609252	1590688609257	OK	 
USER	TransportesAcabados	154	END	1590688564522	1590688609274
REQUEST	404		Login	1590688609273	1590688609316	OK	 
USER	TransportesAcabados	157	END	1590688565020	1590688609318
USER	TransportesAcabados	156	END	1590688564864	1590688609318
REQUEST	404		request_4	1590688609317	1590688609371	OK	 
USER	TransportesAcabados	158	END	1590688565195	1590688609377
USER	TransportesAcabados	159	END	1590688565353	1590688609377
USER	TransportesAcabados	160	END	1590688565524	1590688609377
USER	TransportesAcabados	423	START	1590688609378	1590688609378
REQUEST	423		Home	1590688609378	1590688609418	OK	 
REQUEST	423		request_1	1590688609419	1590688609478	OK	 
REQUEST	405		Login	1590688609419	1590688609479	OK	 
USER	TransportesAcabados	161	END	1590688565694	1590688609480
REQUEST	405		request_4	1590688609479	1590688609526	OK	 
USER	TransportesAcabados	424	START	1590688609526	1590688609526
REQUEST	424		Home	1590688609527	1590688609563	OK	 
REQUEST	198		TransportesAcabados	1590688609526	1590688609599	OK	 
REQUEST	424		request_1	1590688609563	1590688609603	OK	 
REQUEST	406		Login	1590688609566	1590688609603	OK	 
REQUEST	198		request_8	1590688609599	1590688609663	OK	 
REQUEST	406		request_4	1590688609604	1590688609667	OK	 
REQUEST	318		Authenticated	1590688607962	1590688609689	OK	 
USER	TransportesAcabados	162	END	1590688565851	1590688609722
USER	TransportesAcabados	425	START	1590688609721	1590688609721
REQUEST	318		Authenticated Redirect 1	1590688609689	1590688609727	OK	 
REQUEST	407		Login	1590688609722	1590688609728	OK	 
REQUEST	318		request_6	1590688609728	1590688609733	OK	 
REQUEST	425		Home	1590688609722	1590688609733	OK	 
REQUEST	407		request_4	1590688609728	1590688609733	OK	 
REQUEST	425		request_1	1590688609734	1590688609738	OK	 
REQUEST	200		TransportesAcabados	1590688609786	1590688609795	OK	 
USER	TransportesAcabados	426	START	1590688609907	1590688609907
USER	TransportesAcabados	427	START	1590688610021	1590688610021
USER	TransportesAcabados	428	START	1590688610194	1590688610194
REQUEST	200		request_8	1590688609796	1590688610219	OK	 
REQUEST	319		Authenticated	1590688609182	1590688610220	OK	 
REQUEST	321		Authenticated	1590688609212	1590688610265	OK	 
REQUEST	320		Authenticated	1590688609182	1590688610273	OK	 
REQUEST	322		Authenticated	1590688609222	1590688610279	OK	 
REQUEST	324		Authenticated	1590688609182	1590688610286	OK	 
USER	TransportesAcabados	429	START	1590688610358	1590688610358
USER	TransportesAcabados	430	START	1590688610563	1590688610563
USER	TransportesAcabados	431	START	1590688610691	1590688610691
USER	TransportesAcabados	432	START	1590688610857	1590688610857
REQUEST	199		TransportesAcabados	1590688609855	1590688610955	OK	 
REQUEST	204		TransportesAcabados	1590688609984	1590688610955	OK	 
REQUEST	202		TransportesAcabados	1590688609911	1590688610955	OK	 
REQUEST	201		TransportesAcabados	1590688609854	1590688610956	OK	 
REQUEST	205		TransportesAcabados	1590688609984	1590688610961	OK	 
REQUEST	409		Login	1590688610178	1590688610964	OK	 
REQUEST	325		Authenticated	1590688609787	1590688610983	OK	 
REQUEST	330		Authenticated	1590688609984	1590688610989	OK	 
REQUEST	323		Authenticated	1590688609273	1590688611018	OK	 
USER	TransportesAcabados	433	START	1590688611030	1590688611030
REQUEST	329		Authenticated	1590688609911	1590688611140	OK	 
REQUEST	326		Authenticated	1590688609911	1590688611140	OK	 
REQUEST	427		Home	1590688610022	1590688611143	OK	 
REQUEST	408		Login	1590688609912	1590688611160	OK	 
REQUEST	322		Authenticated Redirect 1	1590688610279	1590688611174	OK	 
REQUEST	426		Home	1590688609908	1590688611177	OK	 
USER	TransportesAcabados	434	START	1590688611185	1590688611185
REQUEST	320		Authenticated Redirect 1	1590688610273	1590688611206	OK	 
USER	TransportesAcabados	435	START	1590688611368	1590688611368
USER	TransportesAcabados	169	END	1590688567023	1590688611422
USER	TransportesAcabados	166	END	1590688566524	1590688611455
USER	TransportesAcabados	436	START	1590688611525	1590688611525
REQUEST	207		TransportesAcabados	1590688610563	1590688611532	OK	 
REQUEST	331		Authenticated	1590688610075	1590688611550	OK	 
REQUEST	327		Authenticated	1590688609984	1590688611559	OK	 
REQUEST	203		TransportesAcabados	1590688610021	1590688611560	OK	 
REQUEST	321		Authenticated Redirect 1	1590688610266	1590688611601	OK	 
REQUEST	335		Authenticated	1590688610758	1590688611601	OK	 
REQUEST	204		request_8	1590688610955	1590688611602	OK	 
REQUEST	328		Authenticated	1590688609983	1590688611611	OK	 
REQUEST	324		Authenticated Redirect 1	1590688610286	1590688611629	OK	 
REQUEST	428		Home	1590688610195	1590688611632	OK	 
REQUEST	412		Login	1590688610758	1590688611635	OK	 
REQUEST	429		Home	1590688610359	1590688611665	OK	 
REQUEST	334		Authenticated	1590688610597	1590688611678	OK	 
REQUEST	431		Home	1590688610691	1590688611679	OK	 
USER	TransportesAcabados	437	START	1590688611692	1590688611692
REQUEST	199		request_8	1590688610955	1590688611695	OK	 
REQUEST	206		TransportesAcabados	1590688610448	1590688611703	OK	 
REQUEST	332		Authenticated	1590688610350	1590688611703	OK	 
REQUEST	410		Login	1590688610358	1590688611707	OK	 
REQUEST	319		Authenticated Redirect 1	1590688610220	1590688611707	OK	 
REQUEST	328		Authenticated Redirect 1	1590688611611	1590688611727	OK	 
REQUEST	330		Authenticated Redirect 1	1590688610990	1590688611742	OK	 
REQUEST	210		TransportesAcabados	1590688610778	1590688611743	OK	 
REQUEST	212		TransportesAcabados	1590688610923	1590688611743	OK	 
REQUEST	203		request_8	1590688611560	1590688611752	OK	 
REQUEST	201		request_8	1590688610956	1590688611752	OK	 
REQUEST	202		request_8	1590688610955	1590688611755	OK	 
REQUEST	433		Home	1590688611030	1590688611756	OK	 
REQUEST	322		request_6	1590688611175	1590688611756	OK	 
REQUEST	320		request_6	1590688611206	1590688611757	OK	 
REQUEST	325		Authenticated Redirect 1	1590688610983	1590688611765	OK	 
REQUEST	205		request_8	1590688610962	1590688611772	OK	 
REQUEST	208		TransportesAcabados	1590688610597	1590688611773	OK	 
REQUEST	432		Home	1590688610857	1590688611775	OK	 
REQUEST	408		request_4	1590688611161	1590688611779	OK	 
REQUEST	333		Authenticated	1590688610480	1590688611787	OK	 
REQUEST	211		TransportesAcabados	1590688610800	1590688611787	OK	 
REQUEST	431		request_1	1590688611679	1590688611790	OK	 
REQUEST	434		Home	1590688611185	1590688611801	OK	 
REQUEST	409		request_4	1590688610965	1590688611817	OK	 
REQUEST	326		Authenticated Redirect 1	1590688611140	1590688611821	OK	 
REQUEST	427		request_1	1590688611144	1590688611821	OK	 
REQUEST	206		request_8	1590688611703	1590688611827	OK	 
REQUEST	213		TransportesAcabados	1590688611422	1590688611828	OK	 
REQUEST	209		TransportesAcabados	1590688610758	1590688611850	OK	 
REQUEST	328		request_6	1590688611727	1590688611850	OK	 
USER	TransportesAcabados	438	START	1590688611856	1590688611856
REQUEST	321		request_6	1590688611601	1590688611865	OK	 
REQUEST	214		TransportesAcabados	1590688611471	1590688611878	OK	 
REQUEST	411		Login	1590688610597	1590688611878	OK	 
REQUEST	207		request_8	1590688611532	1590688611896	OK	 
REQUEST	428		request_1	1590688611632	1590688611896	OK	 
REQUEST	426		request_1	1590688611178	1590688611896	OK	 
REQUEST	324		request_6	1590688611629	1590688611897	OK	 
REQUEST	327		Authenticated Redirect 1	1590688611560	1590688611899	OK	 
REQUEST	212		request_8	1590688611744	1590688611899	OK	 
REQUEST	332		Authenticated Redirect 1	1590688611703	1590688611902	OK	 
REQUEST	430		Home	1590688610563	1590688611903	OK	 
REQUEST	429		request_1	1590688611665	1590688611912	OK	 
USER	TransportesAcabados	163	END	1590688566021	1590688611935
REQUEST	436		Home	1590688611525	1590688611939	OK	 
REQUEST	435		Home	1590688611368	1590688611940	OK	 
REQUEST	331		Authenticated Redirect 1	1590688611550	1590688611963	OK	 
REQUEST	323		Authenticated Redirect 1	1590688611018	1590688611972	OK	 
REQUEST	335		Authenticated Redirect 1	1590688611601	1590688611986	OK	 
REQUEST	330		request_6	1590688611743	1590688611986	OK	 
USER	TransportesAcabados	439	START	1590688612011	1590688612011
USER	TransportesAcabados	167	END	1590688566690	1590688612038
REQUEST	432		request_1	1590688611776	1590688612134	OK	 
REQUEST	334		Authenticated Redirect 1	1590688611678	1590688612134	OK	 
REQUEST	329		Authenticated Redirect 1	1590688611140	1590688612135	OK	 
USER	TransportesAcabados	164	END	1590688566195	1590688612144
USER	TransportesAcabados	173	END	1590688567699	1590688612144
REQUEST	217		TransportesAcabados	1590688611864	1590688612146	OK	 
USER	TransportesAcabados	174	END	1590688567854	1590688612159
USER	TransportesAcabados	175	END	1590688568038	1590688612160
USER	TransportesAcabados	168	END	1590688566869	1590688612161
USER	TransportesAcabados	172	END	1590688567522	1590688612161
USER	TransportesAcabados	171	END	1590688567366	1590688612161
REQUEST	327		request_6	1590688611900	1590688612162	OK	 
REQUEST	216		TransportesAcabados	1590688611489	1590688612162	OK	 
REQUEST	215		TransportesAcabados	1590688611468	1590688612162	OK	 
USER	TransportesAcabados	176	END	1590688568194	1590688612173
USER	TransportesAcabados	177	END	1590688568351	1590688612173
REQUEST	333		Authenticated Redirect 1	1590688611787	1590688612176	OK	 
REQUEST	210		request_8	1590688611743	1590688612176	OK	 
REQUEST	326		request_6	1590688611821	1590688612180	OK	 
REQUEST	319		request_6	1590688611708	1590688612180	OK	 
REQUEST	438		Home	1590688611856	1590688612180	OK	 
USER	TransportesAcabados	170	END	1590688567191	1590688612187
USER	TransportesAcabados	165	END	1590688566360	1590688612188
USER	TransportesAcabados	440	START	1590688612188	1590688612188
REQUEST	410		request_4	1590688611708	1590688612195	OK	 
REQUEST	437		Home	1590688611693	1590688612213	OK	 
REQUEST	433		request_1	1590688611756	1590688612219	OK	 
REQUEST	419		Login	1590688611980	1590688612235	OK	 
REQUEST	412		request_4	1590688611636	1590688612279	OK	 
REQUEST	325		request_6	1590688611766	1590688612288	OK	 
REQUEST	211		request_8	1590688611788	1590688612288	OK	 
REQUEST	208		request_8	1590688611773	1590688612292	OK	 
REQUEST	435		request_1	1590688611940	1590688612292	OK	 
USER	TransportesAcabados	178	END	1590688568526	1590688612318
