ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590689484225	 	3.3.1
REQUEST	263		Authenticated	1590689546511	1590689548556	OK	 
REQUEST	277		Authenticated	1590689547941	1590689548556	OK	 
REQUEST	265		Authenticated	1590689546620	1590689548557	OK	 
REQUEST	269		Authenticated	1590689546902	1590689548568	OK	 
REQUEST	153		TransportesAcabados	1590689547781	1590689548569	OK	 
USER	TransportesAcabados	378	START	1590689548742	1590689548742
USER	TransportesAcabados	116	END	1590689505017	1590689548784
USER	TransportesAcabados	117	END	1590689505172	1590689548785
USER	TransportesAcabados	379	START	1590689548871	1590689548871
USER	TransportesAcabados	118	END	1590689505343	1590689548990
USER	TransportesAcabados	380	START	1590689549008	1590689549008
REQUEST	151		TransportesAcabados	1590689547413	1590689549123	OK	 
USER	TransportesAcabados	381	START	1590689549180	1590689549180
REQUEST	262		Authenticated Redirect 1	1590689548014	1590689549195	OK	 
REQUEST	350		Login	1590689547221	1590689549202	OK	 
REQUEST	270		Authenticated	1590689546902	1590689549202	OK	 
USER	TransportesAcabados	119	END	1590689505522	1590689549212
REQUEST	369		Home	1590689547221	1590689549231	OK	 
REQUEST	150		TransportesAcabados	1590689547354	1590689549232	OK	 
REQUEST	275		Authenticated	1590689547625	1590689549232	OK	 
REQUEST	152		TransportesAcabados	1590689547570	1590689549308	OK	 
REQUEST	271		Authenticated	1590689547354	1590689549308	OK	 
REQUEST	279		Authenticated	1590689548244	1590689549317	OK	 
USER	TransportesAcabados	120	END	1590689505687	1590689549345
USER	TransportesAcabados	382	START	1590689549346	1590689549346
REQUEST	274		Authenticated	1590689547515	1590689549358	OK	 
REQUEST	272		Authenticated	1590689547413	1590689549358	OK	 
USER	TransportesAcabados	121	END	1590689505850	1590689549473
USER	TransportesAcabados	383	START	1590689549507	1590689549507
USER	TransportesAcabados	122	END	1590689506005	1590689549641
REQUEST	276		Authenticated	1590689547781	1590689549643	OK	 
REQUEST	266		Authenticated Redirect 1	1590689548476	1590689549656	OK	 
USER	TransportesAcabados	384	START	1590689549669	1590689549669
REQUEST	352		Login	1590689547466	1590689549694	OK	 
REQUEST	376		Home	1590689548367	1590689549709	OK	 
REQUEST	261		request_6	1590689547946	1590689549742	OK	 
REQUEST	277		Authenticated Redirect 1	1590689548557	1590689549743	OK	 
REQUEST	370		Home	1590689547355	1590689549746	OK	 
REQUEST	354		Login	1590689548613	1590689549756	OK	 
REQUEST	267		Authenticated Redirect 1	1590689548479	1590689549757	OK	 
USER	TransportesAcabados	123	END	1590689506162	1590689549761
REQUEST	154		TransportesAcabados	1590689547988	1590689549761	OK	 
REQUEST	273		Authenticated	1590689547515	1590689549790	OK	 
REQUEST	153		request_8	1590689548570	1590689549798	OK	 
REQUEST	351		Login	1590689547354	1590689549798	OK	 
REQUEST	355		Login	1590689548613	1590689549801	OK	 
REQUEST	374		Home	1590689548048	1590689549826	OK	 
REQUEST	160		TransportesAcabados	1590689549453	1590689549830	OK	 
REQUEST	374		request_1	1590689549826	1590689549836	OK	 
REQUEST	281		Authenticated	1590689549076	1590689549837	OK	 
REQUEST	281		Authenticated Redirect 1	1590689549837	1590689549843	OK	 
REQUEST	281		request_6	1590689549843	1590689549848	OK	 
REQUEST	376		request_1	1590689549710	1590689549848	OK	 
REQUEST	377		Home	1590689548546	1590689549849	OK	 
REQUEST	373		Home	1590689547849	1590689549853	OK	 
REQUEST	381		Home	1590689549181	1590689549854	OK	 
REQUEST	263		Authenticated Redirect 1	1590689548557	1590689549858	OK	 
REQUEST	381		request_1	1590689549854	1590689549858	OK	 
REQUEST	265		Authenticated Redirect 1	1590689548557	1590689549859	OK	 
REQUEST	280		Authenticated	1590689548394	1590689549864	OK	 
REQUEST	371		Home	1590689547515	1590689549871	OK	 
REQUEST	360		Login	1590689548735	1590689549872	OK	 
REQUEST	352		request_4	1590689549694	1590689549874	OK	 
REQUEST	378		Home	1590689548743	1590689549879	OK	 
REQUEST	375		Home	1590689548212	1590689549886	OK	 
REQUEST	273		Authenticated Redirect 1	1590689549790	1590689549891	OK	 
REQUEST	375		request_1	1590689549887	1590689549893	OK	 
REQUEST	278		Authenticated	1590689548154	1590689549894	OK	 
REQUEST	269		Authenticated Redirect 1	1590689548568	1590689549895	OK	 
REQUEST	270		Authenticated Redirect 1	1590689549203	1590689549900	OK	 
REQUEST	275		Authenticated Redirect 1	1590689549232	1590689549902	OK	 
REQUEST	353		Login	1590689548504	1590689549902	OK	 
REQUEST	264		Authenticated Redirect 1	1590689547990	1590689549904	OK	 
REQUEST	380		Home	1590689549009	1590689549904	OK	 
REQUEST	383		Home	1590689549507	1590689549905	OK	 
USER	TransportesAcabados	385	START	1590689549911	1590689549911
USER	TransportesAcabados	124	END	1590689506336	1590689549964
REQUEST	350		request_4	1590689549202	1590689549972	OK	 
REQUEST	356		Login	1590689548661	1590689549973	OK	 
REQUEST	357		Login	1590689548589	1590689549973	OK	 
REQUEST	369		request_1	1590689549232	1590689549973	OK	 
REQUEST	363		Login	1590689549263	1590689549974	OK	 
REQUEST	384		Home	1590689549669	1590689549975	OK	 
REQUEST	266		request_6	1590689549657	1590689549976	OK	 
REQUEST	275		request_6	1590689549902	1590689549978	OK	 
REQUEST	355		request_4	1590689549802	1590689549980	OK	 
REQUEST	152		request_8	1590689549309	1590689549984	OK	 
REQUEST	268		Authenticated Redirect 1	1590689548508	1590689549988	OK	 
REQUEST	157		TransportesAcabados	1590689548870	1590689549990	OK	 
REQUEST	159		TransportesAcabados	1590689549136	1590689549995	OK	 
REQUEST	359		Login	1590689548663	1590689550001	OK	 
REQUEST	157		request_8	1590689549991	1590689550002	OK	 
REQUEST	359		request_4	1590689550001	1590689550012	OK	 
REQUEST	277		request_6	1590689549743	1590689550013	OK	 
REQUEST	150		request_8	1590689549232	1590689550014	OK	 
REQUEST	385		Home	1590689549911	1590689550015	OK	 
REQUEST	155		TransportesAcabados	1590689548147	1590689550016	OK	 
REQUEST	161		TransportesAcabados	1590689549736	1590689550016	OK	 
REQUEST	156		TransportesAcabados	1590689548745	1590689550024	OK	 
REQUEST	149		request_8	1590689548490	1590689550029	OK	 
REQUEST	271		Authenticated Redirect 1	1590689549309	1590689550030	OK	 
REQUEST	382		Home	1590689549346	1590689550030	OK	 
REQUEST	262		request_6	1590689549195	1590689550035	OK	 
REQUEST	269		request_6	1590689549896	1590689550038	OK	 
REQUEST	370		request_1	1590689549746	1590689550040	OK	 
REQUEST	357		request_4	1590689549973	1590689550040	OK	 
REQUEST	356		request_4	1590689549973	1590689550043	OK	 
REQUEST	351		request_4	1590689549799	1590689550045	OK	 
REQUEST	270		request_6	1590689549900	1590689550048	OK	 
REQUEST	371		request_1	1590689549871	1590689550049	OK	 
REQUEST	353		request_4	1590689549902	1590689550054	OK	 
REQUEST	354		request_4	1590689549757	1590689550054	OK	 
REQUEST	363		request_4	1590689549975	1590689550056	OK	 
REQUEST	379		Home	1590689548871	1590689550060	OK	 
USER	TransportesAcabados	386	START	1590689550098	1590689550098
USER	TransportesAcabados	125	END	1590689506502	1590689550144
USER	TransportesAcabados	387	START	1590689550183	1590689550183
USER	TransportesAcabados	126	END	1590689506675	1590689550321
USER	TransportesAcabados	388	START	1590689550359	1590689550359
USER	TransportesAcabados	389	START	1590689550526	1590689550526
USER	TransportesAcabados	127	END	1590689506835	1590689550583
USER	TransportesAcabados	128	END	1590689506992	1590689550632
USER	TransportesAcabados	390	START	1590689550670	1590689550670
REQUEST	366		Login	1590689549772	1590689550764	OK	 
REQUEST	362		Login	1590689549042	1590689550764	OK	 
REQUEST	378		request_1	1590689549879	1590689550766	OK	 
REQUEST	364		Login	1590689549365	1590689550771	OK	 
REQUEST	272		Authenticated Redirect 1	1590689549358	1590689550771	OK	 
REQUEST	162		TransportesAcabados	1590689549735	1590689550773	OK	 
REQUEST	276		Authenticated Redirect 1	1590689549643	1590689550777	OK	 
REQUEST	278		Authenticated Redirect 1	1590689549895	1590689550783	OK	 
REQUEST	265		request_6	1590689549860	1590689550783	OK	 
REQUEST	358		Login	1590689548663	1590689550797	OK	 
REQUEST	361		Login	1590689548841	1590689550799	OK	 
REQUEST	151		request_8	1590689549123	1590689550799	OK	 
REQUEST	379		request_1	1590689550060	1590689550800	OK	 
REQUEST	158		TransportesAcabados	1590689548784	1590689550801	OK	 
REQUEST	282		Authenticated	1590689549109	1590689550802	OK	 
REQUEST	264		request_6	1590689549904	1590689550804	OK	 
REQUEST	161		request_8	1590689550017	1590689550808	OK	 
REQUEST	384		request_1	1590689549975	1590689550810	OK	 
USER	TransportesAcabados	391	START	1590689550830	1590689550830
USER	TransportesAcabados	129	END	1590689507161	1590689550928
REQUEST	288		Authenticated	1590689549741	1590689550945	OK	 
REQUEST	274		Authenticated Redirect 1	1590689549358	1590689550946	OK	 
REQUEST	365		Login	1590689549575	1590689550951	OK	 
REQUEST	159		request_8	1590689549995	1590689550954	OK	 
REQUEST	279		Authenticated Redirect 1	1590689549317	1590689550957	OK	 
USER	TransportesAcabados	392	START	1590689551000	1590689551000
REQUEST	156		request_8	1590689550025	1590689551053	OK	 
REQUEST	154		request_8	1590689549762	1590689551054	OK	 
REQUEST	360		request_4	1590689549873	1590689551054	OK	 
REQUEST	283		Authenticated	1590689549346	1590689551091	OK	 
REQUEST	287		Authenticated	1590689549637	1590689551091	OK	 
REQUEST	285		Authenticated	1590689549421	1590689551092	OK	 
REQUEST	366		request_4	1590689550765	1590689551095	OK	 
REQUEST	377		request_1	1590689549849	1590689551107	OK	 
REQUEST	373		request_1	1590689549853	1590689551108	OK	 
REQUEST	280		Authenticated Redirect 1	1590689549865	1590689551108	OK	 
REQUEST	267		request_6	1590689549757	1590689551110	OK	 
REQUEST	158		request_8	1590689550801	1590689551114	OK	 
REQUEST	286		Authenticated	1590689549610	1590689551123	OK	 
REQUEST	284		Authenticated	1590689549386	1590689551131	OK	 
REQUEST	365		request_4	1590689550952	1590689551132	OK	 
REQUEST	274		request_6	1590689550946	1590689551136	OK	 
REQUEST	160		request_8	1590689549831	1590689551156	OK	 
USER	TransportesAcabados	393	START	1590689551161	1590689551161
REQUEST	358		request_4	1590689550797	1590689551163	OK	 
REQUEST	361		request_4	1590689550799	1590689551163	OK	 
REQUEST	367		Login	1590689550098	1590689551163	OK	 
REQUEST	388		Home	1590689550359	1590689551164	OK	 
REQUEST	165		TransportesAcabados	1590689550556	1590689551175	OK	 
REQUEST	389		Home	1590689550526	1590689551176	OK	 
REQUEST	164		TransportesAcabados	1590689550526	1590689551176	OK	 
REQUEST	362		request_4	1590689550765	1590689551185	OK	 
REQUEST	364		request_4	1590689550772	1590689551185	OK	 
REQUEST	155		request_8	1590689550017	1590689551186	OK	 
REQUEST	385		request_1	1590689550015	1590689551186	OK	 
USER	TransportesAcabados	130	END	1590689507334	1590689551193
REQUEST	383		request_1	1590689549906	1590689551202	OK	 
REQUEST	170		TransportesAcabados	1590689550775	1590689551202	OK	 
REQUEST	278		request_6	1590689550784	1590689551211	OK	 
REQUEST	282		Authenticated Redirect 1	1590689550802	1590689551212	OK	 
REQUEST	167		TransportesAcabados	1590689550556	1590689551212	OK	 
REQUEST	286		Authenticated Redirect 1	1590689551124	1590689551225	OK	 
REQUEST	380		request_1	1590689549904	1590689551229	OK	 
REQUEST	163		TransportesAcabados	1590689550631	1590689551230	OK	 
REQUEST	164		request_8	1590689551177	1590689551231	OK	 
REQUEST	382		request_1	1590689550031	1590689551233	OK	 
REQUEST	168		TransportesAcabados	1590689550775	1590689551233	OK	 
REQUEST	271		request_6	1590689550030	1590689551233	OK	 
REQUEST	273		request_6	1590689549892	1590689551241	OK	 
REQUEST	391		Home	1590689550831	1590689551248	OK	 
REQUEST	276		request_6	1590689550778	1590689551248	OK	 
REQUEST	168		request_8	1590689551233	1590689551249	OK	 
USER	TransportesAcabados	131	END	1590689507492	1590689551308
USER	TransportesAcabados	394	START	1590689551354	1590689551354
USER	TransportesAcabados	132	END	1590689507666	1590689551455
USER	TransportesAcabados	395	START	1590689551521	1590689551521
USER	TransportesAcabados	396	START	1590689551675	1590689551675
USER	TransportesAcabados	397	START	1590689551841	1590689551841
USER	TransportesAcabados	133	END	1590689507831	1590689551881
REQUEST	287		Authenticated Redirect 1	1590689551092	1590689551979	OK	 
REQUEST	288		Authenticated Redirect 1	1590689550945	1590689551980	OK	 
REQUEST	390		Home	1590689550670	1590689551982	OK	 
REQUEST	263		request_6	1590689549858	1590689551989	OK	 
REQUEST	272		request_6	1590689550772	1590689551989	OK	 
REQUEST	163		request_8	1590689551231	1590689551991	OK	 
REQUEST	169		TransportesAcabados	1590689550775	1590689551991	OK	 
REQUEST	372		Login	1590689551017	1590689551997	OK	 
REQUEST	392		Home	1590689551001	1590689551999	OK	 
USER	TransportesAcabados	398	START	1590689552001	1590689552001
REQUEST	280		request_6	1590689551109	1590689552005	OK	 
REQUEST	172		TransportesAcabados	1590689551422	1590689552052	OK	 
REQUEST	387		Home	1590689550184	1590689552123	OK	 
REQUEST	368		Login	1590689550144	1590689552123	OK	 
REQUEST	162		request_8	1590689550774	1590689552134	OK	 
REQUEST	171		TransportesAcabados	1590689551356	1590689552159	OK	 
USER	TransportesAcabados	399	START	1590689552163	1590689552163
REQUEST	165		request_8	1590689551175	1590689552220	OK	 
REQUEST	285		Authenticated Redirect 1	1590689551092	1590689552221	OK	 
REQUEST	283		Authenticated Redirect 1	1590689551092	1590689552221	OK	 
REQUEST	170		request_8	1590689551203	1590689552225	OK	 
REQUEST	394		Home	1590689551354	1590689552240	OK	 
REQUEST	177		TransportesAcabados	1590689552057	1590689552246	OK	 
REQUEST	175		TransportesAcabados	1590689551770	1590689552250	OK	 
REQUEST	290		Authenticated	1590689550361	1590689552268	OK	 
REQUEST	177		request_8	1590689552247	1590689552269	OK	 
REQUEST	284		Authenticated Redirect 1	1590689551132	1590689552270	OK	 
REQUEST	286		request_6	1590689551225	1590689552276	OK	 
REQUEST	268		request_6	1590689549989	1590689552276	OK	 
REQUEST	279		request_6	1590689550958	1590689552280	OK	 
REQUEST	386		Home	1590689550098	1590689552281	OK	 
REQUEST	283		request_6	1590689552222	1590689552285	OK	 
REQUEST	172		request_8	1590689552053	1590689552292	OK	 
REQUEST	174		TransportesAcabados	1590689551626	1590689552293	OK	 
REQUEST	399		Home	1590689552163	1590689552306	OK	 
REQUEST	397		Home	1590689551842	1590689552306	OK	 
REQUEST	292		Authenticated	1590689550889	1590689552307	OK	 
REQUEST	291		Authenticated	1590689550451	1590689552307	OK	 
REQUEST	289		Authenticated	1590689550288	1590689552308	OK	 
REQUEST	293		Authenticated	1590689551063	1590689552308	OK	 
REQUEST	388		request_1	1590689551165	1590689552309	OK	 
REQUEST	166		TransportesAcabados	1590689550556	1590689552310	OK	 
REQUEST	282		request_6	1590689551213	1590689552323	OK	 
REQUEST	167		request_8	1590689551213	1590689552324	OK	 
REQUEST	287		request_6	1590689551980	1590689552325	OK	 
REQUEST	166		request_8	1590689552310	1590689552348	OK	 
REQUEST	389		request_1	1590689551177	1590689552348	OK	 
REQUEST	390		request_1	1590689551983	1590689552350	OK	 
REQUEST	173		TransportesAcabados	1590689551521	1590689552360	OK	 
REQUEST	398		Home	1590689552001	1590689552360	OK	 
USER	TransportesAcabados	400	START	1590689552368	1590689552368
REQUEST	178		TransportesAcabados	1590689552162	1590689552431	OK	 
REQUEST	284		request_6	1590689552271	1590689552435	OK	 
REQUEST	285		request_6	1590689552222	1590689552435	OK	 
REQUEST	392		request_1	1590689552000	1590689552435	OK	 
REQUEST	391		request_1	1590689551249	1590689552435	OK	 
REQUEST	393		Home	1590689551162	1590689552436	OK	 
REQUEST	395		Home	1590689551521	1590689552437	OK	 
REQUEST	171		request_8	1590689552160	1590689552437	OK	 
REQUEST	387		request_1	1590689552124	1590689552439	OK	 
REQUEST	290		Authenticated Redirect 1	1590689552269	1590689552442	OK	 
REQUEST	399		request_1	1590689552306	1590689552442	OK	 
REQUEST	288		request_6	1590689551981	1590689552443	OK	 
REQUEST	372		request_4	1590689551997	1590689552443	OK	 
REQUEST	368		request_4	1590689552124	1590689552444	OK	 
REQUEST	291		Authenticated Redirect 1	1590689552308	1590689552448	OK	 
REQUEST	397		request_1	1590689552306	1590689552454	OK	 
REQUEST	290		request_6	1590689552442	1590689552456	OK	 
REQUEST	292		Authenticated Redirect 1	1590689552308	1590689552458	OK	 
REQUEST	394		request_1	1590689552241	1590689552462	OK	 
REQUEST	400		Home	1590689552368	1590689552466	OK	 
REQUEST	169		request_8	1590689551991	1590689552468	OK	 
REQUEST	179		TransportesAcabados	1590689552370	1590689552468	OK	 
REQUEST	396		Home	1590689551675	1590689552470	OK	 
REQUEST	400		request_1	1590689552467	1590689552472	OK	 
REQUEST	178		request_8	1590689552431	1590689552473	OK	 
REQUEST	289		Authenticated Redirect 1	1590689552309	1590689552479	OK	 
REQUEST	386		request_1	1590689552282	1590689552484	OK	 
REQUEST	173		request_8	1590689552360	1590689552485	OK	 
REQUEST	291		request_6	1590689552449	1590689552486	OK	 
REQUEST	174		request_8	1590689552294	1590689552486	OK	 
REQUEST	293		Authenticated Redirect 1	1590689552309	1590689552489	OK	 
REQUEST	398		request_1	1590689552360	1590689552496	OK	 
REQUEST	175		request_8	1590689552250	1590689552497	OK	 
REQUEST	179		request_8	1590689552469	1590689552497	OK	 
REQUEST	395		request_1	1590689552437	1590689552497	OK	 
REQUEST	293		request_6	1590689552490	1590689552499	OK	 
REQUEST	289		request_6	1590689552480	1590689552502	OK	 
REQUEST	292		request_6	1590689552458	1590689552502	OK	 
REQUEST	393		request_1	1590689552436	1590689552505	OK	 
REQUEST	396		request_1	1590689552470	1590689552505	OK	 
USER	TransportesAcabados	401	START	1590689552509	1590689552509
REQUEST	176		TransportesAcabados	1590689551941	1590689552566	OK	 
REQUEST	367		request_4	1590689551164	1590689552566	OK	 
REQUEST	401		Home	1590689552510	1590689552570	OK	 
USER	TransportesAcabados	137	END	1590689508504	1590689552577
USER	TransportesAcabados	134	END	1590689508000	1590689552577
USER	TransportesAcabados	136	END	1590689508330	1590689552577
USER	TransportesAcabados	138	END	1590689508675	1590689552578
USER	TransportesAcabados	135	END	1590689508169	1590689552578
REQUEST	401		request_1	1590689552570	1590689552735	OK	 
REQUEST	176		request_8	1590689552566	1590689552735	OK	 
USER	TransportesAcabados	139	END	1590689508833	1590689552736
USER	TransportesAcabados	140	END	1590689508996	1590689552736
USER	TransportesAcabados	402	START	1590689552736	1590689552736
USER	TransportesAcabados	141	END	1590689509172	1590689552823
REQUEST	402		Home	1590689552736	1590689552840	OK	 
USER	TransportesAcabados	403	START	1590689552920	1590689552920
REQUEST	402		request_1	1590689552841	1590689552950	OK	 
REQUEST	375		Login	1590689552923	1590689552958	OK	 
REQUEST	381		Login	1590689552923	1590689552960	OK	 
REQUEST	403		Home	1590689552921	1590689552962	OK	 
REQUEST	374		Login	1590689552922	1590689552962	OK	 
USER	TransportesAcabados	142	END	1590689509335	1590689553065
USER	TransportesAcabados	404	START	1590689553065	1590689553065
USER	TransportesAcabados	405	START	1590689553214	1590689553214
REQUEST	375		request_4	1590689552959	1590689553233	OK	 
REQUEST	381		request_4	1590689552960	1590689553238	OK	 
REQUEST	374		request_4	1590689552962	1590689553245	OK	 
REQUEST	183		TransportesAcabados	1590689553066	1590689553246	OK	 
REQUEST	181		TransportesAcabados	1590689553065	1590689553247	OK	 
REQUEST	376		Login	1590689552922	1590689553251	OK	 
REQUEST	403		request_1	1590689552962	1590689553252	OK	 
REQUEST	182		TransportesAcabados	1590689553064	1590689553255	OK	 
REQUEST	404		Home	1590689553065	1590689553258	OK	 
REQUEST	371		Login	1590689553214	1590689553260	OK	 
REQUEST	369		Login	1590689553214	1590689553262	OK	 
REQUEST	370		Login	1590689553214	1590689553265	OK	 
REQUEST	376		request_4	1590689553252	1590689553272	OK	 
REQUEST	183		request_8	1590689553246	1590689553274	OK	 
REQUEST	181		request_8	1590689553248	1590689553275	OK	 
REQUEST	405		Home	1590689553215	1590689553275	OK	 
REQUEST	180		TransportesAcabados	1590689553064	1590689553276	OK	 
REQUEST	404		request_1	1590689553258	1590689553279	OK	 
REQUEST	370		request_4	1590689553266	1590689553280	OK	 
REQUEST	405		request_1	1590689553275	1590689553281	OK	 
REQUEST	371		request_4	1590689553261	1590689553283	OK	 
REQUEST	369		request_4	1590689553262	1590689553285	OK	 
REQUEST	180		request_8	1590689553277	1590689553290	OK	 
REQUEST	182		request_8	1590689553255	1590689553292	OK	 
USER	TransportesAcabados	143	END	1590689509490	1590689553377
USER	TransportesAcabados	144	END	1590689509670	1590689553377
USER	TransportesAcabados	406	START	1590689553377	1590689553377
REQUEST	406		Home	1590689553378	1590689553408	OK	 
USER	TransportesAcabados	407	START	1590689553517	1590689553517
REQUEST	184		TransportesAcabados	1590689553377	1590689553543	OK	 
REQUEST	406		request_1	1590689553409	1590689553546	OK	 
REQUEST	407		Home	1590689553518	1590689553547	OK	 
REQUEST	186		TransportesAcabados	1590689553517	1590689553551	OK	 
REQUEST	185		TransportesAcabados	1590689553517	1590689553555	OK	 
REQUEST	184		request_8	1590689553543	1590689553560	OK	 
REQUEST	186		request_8	1590689553551	1590689553566	OK	 
REQUEST	407		request_1	1590689553548	1590689553566	OK	 
REQUEST	185		request_8	1590689553556	1590689553568	OK	 
USER	TransportesAcabados	145	END	1590689509830	1590689553681
USER	TransportesAcabados	408	START	1590689553681	1590689553681
REQUEST	408		Home	1590689553682	1590689553715	OK	 
USER	TransportesAcabados	146	END	1590689510008	1590689553819
REQUEST	187		TransportesAcabados	1590689553680	1590689553829	OK	 
REQUEST	188		TransportesAcabados	1590689553681	1590689553830	OK	 
REQUEST	408		request_1	1590689553716	1590689553833	OK	 
USER	TransportesAcabados	409	START	1590689553940	1590689553940
REQUEST	379		Login	1590689553820	1590689553962	OK	 
REQUEST	378		Login	1590689553819	1590689553962	OK	 
REQUEST	187		request_8	1590689553829	1590689553963	OK	 
REQUEST	295		Authenticated	1590689551243	1590689553963	OK	 
REQUEST	409		Home	1590689553940	1590689553968	OK	 
REQUEST	188		request_8	1590689553830	1590689553972	OK	 
REQUEST	295		Authenticated Redirect 1	1590689553963	1590689553975	OK	 
REQUEST	379		request_4	1590689553962	1590689553975	OK	 
REQUEST	384		Login	1590689553939	1590689553979	OK	 
REQUEST	378		request_4	1590689553962	1590689553979	OK	 
REQUEST	409		request_1	1590689553969	1590689553979	OK	 
REQUEST	295		request_6	1590689553975	1590689553983	OK	 
REQUEST	384		request_4	1590689553980	1590689553984	OK	 
REQUEST	296		Authenticated	1590689551455	1590689554022	OK	 
USER	TransportesAcabados	147	END	1590689510165	1590689554115
USER	TransportesAcabados	148	END	1590689510336	1590689554116
USER	TransportesAcabados	410	START	1590689554115	1590689554115
USER	TransportesAcabados	411	START	1590689554220	1590689554220
USER	TransportesAcabados	412	START	1590689554350	1590689554350
USER	TransportesAcabados	413	START	1590689554541	1590689554541
USER	TransportesAcabados	414	START	1590689554692	1590689554692
USER	TransportesAcabados	415	START	1590689554823	1590689554823
REQUEST	296		Authenticated Redirect 1	1590689554022	1590689554982	OK	 
REQUEST	299		Authenticated	1590689552094	1590689554985	OK	 
USER	TransportesAcabados	416	START	1590689554994	1590689554994
REQUEST	308		Authenticated	1590689553066	1590689555066	OK	 
REQUEST	189		TransportesAcabados	1590689554116	1590689555067	OK	 
REQUEST	294		Authenticated	1590689551213	1590689555083	OK	 
REQUEST	305		Authenticated	1590689552578	1590689555084	OK	 
REQUEST	303		Authenticated	1590689552575	1590689555084	OK	 
REQUEST	304		Authenticated	1590689552576	1590689555099	OK	 
REQUEST	300		Authenticated	1590689552058	1590689555118	OK	 
REQUEST	297		Authenticated	1590689551917	1590689555118	OK	 
REQUEST	302		Authenticated	1590689552576	1590689555121	OK	 
REQUEST	301		Authenticated	1590689552576	1590689555124	OK	 
REQUEST	298		Authenticated	1590689552086	1590689555124	OK	 
REQUEST	309		Authenticated	1590689553374	1590689555127	OK	 
REQUEST	310		Authenticated	1590689553517	1590689555127	OK	 
USER	TransportesAcabados	417	START	1590689555160	1590689555160
REQUEST	306		Authenticated	1590689552823	1590689555164	OK	 
REQUEST	311		Authenticated	1590689553940	1590689555208	OK	 
REQUEST	410		Home	1590689554116	1590689555213	OK	 
REQUEST	307		Authenticated	1590689552922	1590689555244	OK	 
USER	TransportesAcabados	418	START	1590689555321	1590689555321
USER	TransportesAcabados	419	START	1590689555498	1590689555498
REQUEST	189		request_8	1590689555068	1590689555602	OK	 
USER	TransportesAcabados	420	START	1590689555671	1590689555671
REQUEST	193		TransportesAcabados	1590689554618	1590689555703	OK	 
REQUEST	415		Home	1590689554823	1590689555727	OK	 
REQUEST	195		TransportesAcabados	1590689554881	1590689555734	OK	 
REQUEST	414		Home	1590689554693	1590689555738	OK	 
REQUEST	191		TransportesAcabados	1590689554459	1590689555754	OK	 
REQUEST	413		Home	1590689554541	1590689555755	OK	 
REQUEST	417		Home	1590689555160	1590689555756	OK	 
REQUEST	300		Authenticated Redirect 1	1590689555118	1590689555757	OK	 
REQUEST	305		Authenticated Redirect 1	1590689555084	1590689555759	OK	 
REQUEST	193		request_8	1590689555704	1590689555760	OK	 
REQUEST	303		Authenticated Redirect 1	1590689555084	1590689555764	OK	 
REQUEST	197		TransportesAcabados	1590689555240	1590689555765	OK	 
REQUEST	305		request_6	1590689555759	1590689555766	OK	 
REQUEST	195		request_8	1590689555735	1590689555767	OK	 
REQUEST	416		Home	1590689554995	1590689555768	OK	 
REQUEST	194		TransportesAcabados	1590689554693	1590689555768	OK	 
REQUEST	303		request_6	1590689555765	1590689555769	OK	 
REQUEST	418		Home	1590689555321	1590689555772	OK	 
USER	TransportesAcabados	421	START	1590689555821	1590689555821
REQUEST	196		TransportesAcabados	1590689554971	1590689555823	OK	 
REQUEST	385		Login	1590689554221	1590689555866	OK	 
USER	TransportesAcabados	422	START	1590689556017	1590689556017
USER	TransportesAcabados	423	START	1590689556198	1590689556198
USER	TransportesAcabados	424	START	1590689556358	1590689556358
REQUEST	190		TransportesAcabados	1590689554459	1590689556412	OK	 
REQUEST	306		Authenticated Redirect 1	1590689555164	1590689556421	OK	 
REQUEST	414		request_1	1590689555739	1590689556421	OK	 
REQUEST	315		Authenticated	1590689554731	1590689556426	OK	 
REQUEST	194		request_8	1590689555769	1590689556427	OK	 
REQUEST	411		Home	1590689554221	1590689556436	OK	 
REQUEST	373		Login	1590689554220	1590689556436	OK	 
REQUEST	380		Login	1590689554349	1590689556437	OK	 
REQUEST	316		Authenticated	1590689554849	1590689556438	OK	 
REQUEST	412		Home	1590689554350	1590689556452	OK	 
REQUEST	312		Authenticated	1590689554350	1590689556456	OK	 
REQUEST	299		Authenticated Redirect 1	1590689554985	1590689556458	OK	 
REQUEST	192		TransportesAcabados	1590689554540	1590689556459	OK	 
REQUEST	313		Authenticated	1590689554459	1590689556460	OK	 
REQUEST	300		request_6	1590689555757	1590689556490	OK	 
REQUEST	418		request_1	1590689555773	1590689556495	OK	 
REQUEST	383		Login	1590689554221	1590689556497	OK	 
REQUEST	308		Authenticated Redirect 1	1590689555066	1590689556504	OK	 
REQUEST	201		TransportesAcabados	1590689555861	1590689556507	OK	 
USER	TransportesAcabados	425	START	1590689556519	1590689556519
USER	TransportesAcabados	426	START	1590689556704	1590689556704
USER	TransportesAcabados	153	END	1590689511164	1590689556805
USER	TransportesAcabados	427	START	1590689556866	1590689556866
USER	TransportesAcabados	428	START	1590689556997	1590689556997
REQUEST	302		Authenticated Redirect 1	1590689555121	1590689556998	OK	 
