ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.TransportesAcabadosPerfomance	transportesacabadosperfomance	1590689484225	 	3.3.1
REQUEST	39		request_8	1590689528860	1590689529126	OK	 
REQUEST	160		Authenticated	1590689528384	1590689529126	OK	 
REQUEST	241		Login	1590689528905	1590689529153	OK	 
REQUEST	40		TransportesAcabados	1590689528884	1590689529159	OK	 
REQUEST	159		request_6	1590689528960	1590689529159	OK	 
REQUEST	242		Login	1590689529118	1590689529160	OK	 
USER	TransportesAcabados	261	START	1590689529163	1590689529163
REQUEST	160		Authenticated Redirect 1	1590689529126	1590689529189	OK	 
REQUEST	161		Authenticated	1590689528549	1590689529189	OK	 
REQUEST	260		Home	1590689528995	1590689529294	OK	 
REQUEST	162		Authenticated	1590689528728	1590689529317	OK	 
USER	TransportesAcabados	262	START	1590689529330	1590689529330
REQUEST	261		Home	1590689529164	1590689529419	OK	 
REQUEST	241		request_4	1590689529153	1590689529419	OK	 
REQUEST	40		request_8	1590689529159	1590689529423	OK	 
REQUEST	259		request_1	1590689528959	1590689529423	OK	 
REQUEST	242		request_4	1590689529161	1590689529428	OK	 
REQUEST	162		Authenticated Redirect 1	1590689529317	1590689529446	OK	 
REQUEST	41		TransportesAcabados	1590689529096	1590689529456	OK	 
REQUEST	161		Authenticated Redirect 1	1590689529190	1590689529457	OK	 
REQUEST	42		TransportesAcabados	1590689529244	1590689529463	OK	 
REQUEST	160		request_6	1590689529190	1590689529465	OK	 
USER	TransportesAcabados	263	START	1590689529493	1590689529493
REQUEST	243		Login	1590689529221	1590689529501	OK	 
REQUEST	261		request_1	1590689529419	1590689529526	OK	 
REQUEST	260		request_1	1590689529295	1590689529526	OK	 
REQUEST	43		TransportesAcabados	1590689529417	1590689529536	OK	 
REQUEST	244		Login	1590689529393	1590689529536	OK	 
REQUEST	163		Authenticated	1590689528884	1590689529537	OK	 
REQUEST	263		Home	1590689529493	1590689529540	OK	 
USER	TransportesAcabados	264	START	1590689529668	1590689529668
USER	TransportesAcabados	2	END	1590689486014	1590689529731
REQUEST	162		request_6	1590689529446	1590689529734	OK	 
REQUEST	262		Home	1590689529331	1590689529736	OK	 
REQUEST	161		request_6	1590689529458	1590689529749	OK	 
USER	TransportesAcabados	1	END	1590689485833	1590689529754
REQUEST	41		request_8	1590689529456	1590689529809	OK	 
REQUEST	164		Authenticated	1590689529064	1590689529810	OK	 
USER	TransportesAcabados	265	START	1590689529833	1590689529833
USER	TransportesAcabados	3	END	1590689486174	1590689529882
REQUEST	42		request_8	1590689529464	1590689529884	OK	 
REQUEST	43		request_8	1590689529537	1590689529884	OK	 
REQUEST	243		request_4	1590689529502	1590689529982	OK	 
REQUEST	44		TransportesAcabados	1590689529583	1590689529982	OK	 
USER	TransportesAcabados	266	START	1590689530006	1590689530006
REQUEST	244		request_4	1590689529537	1590689530031	OK	 
REQUEST	165		Authenticated	1590689529209	1590689530032	OK	 
REQUEST	166		Authenticated	1590689529368	1590689530037	OK	 
REQUEST	263		request_1	1590689529541	1590689530037	OK	 
REQUEST	246		Login	1590689529713	1590689530042	OK	 
REQUEST	46		TransportesAcabados	1590689529971	1590689530051	OK	 
USER	TransportesAcabados	4	END	1590689486341	1590689530077
REQUEST	262		request_1	1590689529737	1590689530090	OK	 
REQUEST	264		Home	1590689529668	1590689530091	OK	 
REQUEST	166		Authenticated Redirect 1	1590689530037	1590689530095	OK	 
REQUEST	44		request_8	1590689529983	1590689530095	OK	 
REQUEST	164		Authenticated Redirect 1	1590689529810	1590689530095	OK	 
REQUEST	163		Authenticated Redirect 1	1590689529537	1590689530096	OK	 
REQUEST	245		Login	1590689529567	1590689530102	OK	 
REQUEST	167		Authenticated	1590689529533	1590689530102	OK	 
REQUEST	264		request_1	1590689530091	1590689530118	OK	 
USER	TransportesAcabados	267	START	1590689530171	1590689530171
REQUEST	45		TransportesAcabados	1590689529754	1590689530177	OK	 
REQUEST	247		Login	1590689529882	1590689530183	OK	 
REQUEST	265		Home	1590689529833	1590689530183	OK	 
REQUEST	266		Home	1590689530006	1590689530201	OK	 
REQUEST	246		request_4	1590689530042	1590689530204	OK	 
USER	TransportesAcabados	5	END	1590689486515	1590689530229
USER	TransportesAcabados	6	END	1590689486672	1590689530332
USER	TransportesAcabados	268	START	1590689530348	1590689530348
REQUEST	165		Authenticated Redirect 1	1590689530032	1590689530456	OK	 
REQUEST	167		Authenticated Redirect 1	1590689530102	1590689530490	OK	 
REQUEST	267		Home	1590689530172	1590689530490	OK	 
REQUEST	47		TransportesAcabados	1590689530114	1590689530495	OK	 
REQUEST	46		request_8	1590689530052	1590689530501	OK	 
USER	TransportesAcabados	269	START	1590689530505	1590689530505
REQUEST	245		request_4	1590689530103	1590689530507	OK	 
REQUEST	168		Authenticated	1590689529728	1590689530517	OK	 
REQUEST	164		request_6	1590689530095	1590689530518	OK	 
REQUEST	45		request_8	1590689530178	1590689530527	OK	 
USER	TransportesAcabados	7	END	1590689486842	1590689530531
REQUEST	47		request_8	1590689530496	1590689530538	OK	 
REQUEST	166		request_6	1590689530095	1590689530539	OK	 
REQUEST	265		request_1	1590689530183	1590689530539	OK	 
REQUEST	169		Authenticated	1590689529867	1590689530544	OK	 
REQUEST	167		request_6	1590689530490	1590689530547	OK	 
REQUEST	165		request_6	1590689530457	1590689530548	OK	 
REQUEST	49		TransportesAcabados	1590689530400	1590689530570	OK	 
REQUEST	248		Login	1590689530147	1590689530619	OK	 
REQUEST	266		request_1	1590689530201	1590689530636	OK	 
REQUEST	163		request_6	1590689530097	1590689530636	OK	 
REQUEST	247		request_4	1590689530183	1590689530636	OK	 
REQUEST	249		Login	1590689530214	1590689530639	OK	 
REQUEST	267		request_1	1590689530490	1590689530647	OK	 
USER	TransportesAcabados	8	END	1590689487013	1590689530656
REQUEST	168		Authenticated Redirect 1	1590689530517	1590689530663	OK	 
REQUEST	170		Authenticated	1590689530036	1590689530663	OK	 
USER	TransportesAcabados	270	START	1590689530680	1590689530680
REQUEST	250		Login	1590689530366	1590689530694	OK	 
REQUEST	249		request_4	1590689530640	1590689530730	OK	 
REQUEST	251		Login	1590689530516	1590689530735	OK	 
REQUEST	48		TransportesAcabados	1590689530262	1590689530737	OK	 
REQUEST	270		Home	1590689530681	1590689530741	OK	 
REQUEST	170		Authenticated Redirect 1	1590689530663	1590689530753	OK	 
REQUEST	169		Authenticated Redirect 1	1590689530545	1590689530753	OK	 
REQUEST	50		TransportesAcabados	1590689530561	1590689530754	OK	 
REQUEST	268		Home	1590689530348	1590689530754	OK	 
REQUEST	248		request_4	1590689530620	1590689530755	OK	 
REQUEST	49		request_8	1590689530570	1590689530756	OK	 
REQUEST	269		Home	1590689530505	1590689530756	OK	 
REQUEST	168		request_6	1590689530663	1590689530760	OK	 
REQUEST	269		request_1	1590689530757	1590689530761	OK	 
REQUEST	251		request_4	1590689530735	1590689530763	OK	 
REQUEST	51		TransportesAcabados	1590689530713	1590689530764	OK	 
REQUEST	250		request_4	1590689530694	1590689530765	OK	 
REQUEST	270		request_1	1590689530742	1590689530766	OK	 
REQUEST	48		request_8	1590689530738	1590689530767	OK	 
REQUEST	170		request_6	1590689530753	1590689530772	OK	 
REQUEST	50		request_8	1590689530754	1590689530773	OK	 
REQUEST	169		request_6	1590689530754	1590689530775	OK	 
REQUEST	268		request_1	1590689530755	1590689530778	OK	 
REQUEST	51		request_8	1590689530765	1590689530781	OK	 
REQUEST	252		Login	1590689530782	1590689530826	OK	 
REQUEST	252		request_4	1590689530827	1590689530861	OK	 
USER	TransportesAcabados	271	START	1590689530863	1590689530863
REQUEST	271		Home	1590689530863	1590689530869	OK	 
REQUEST	271		request_1	1590689530869	1590689530881	OK	 
USER	TransportesAcabados	9	END	1590689487173	1590689530882
REQUEST	253		Login	1590689530881	1590689530894	OK	 
REQUEST	253		request_4	1590689530895	1590689530907	OK	 
REQUEST	52		TransportesAcabados	1590689530920	1590689530929	OK	 
REQUEST	52		request_8	1590689530929	1590689530937	OK	 
USER	TransportesAcabados	10	END	1590689487340	1590689531007
USER	TransportesAcabados	272	START	1590689531014	1590689531014
REQUEST	272		Home	1590689531015	1590689531044	OK	 
REQUEST	272		request_1	1590689531044	1590689531048	OK	 
REQUEST	254		Login	1590689531049	1590689531082	OK	 
REQUEST	254		request_4	1590689531083	1590689531132	OK	 
REQUEST	53		TransportesAcabados	1590689531098	1590689531138	OK	 
REQUEST	53		request_8	1590689531138	1590689531172	OK	 
USER	TransportesAcabados	11	END	1590689487510	1590689531173
USER	TransportesAcabados	273	START	1590689531205	1590689531205
REQUEST	273		Home	1590689531206	1590689531240	OK	 
REQUEST	273		request_1	1590689531241	1590689531252	OK	 
REQUEST	171		Authenticated	1590689530214	1590689531296	OK	 
REQUEST	171		Authenticated Redirect 1	1590689531296	1590689531301	OK	 
USER	TransportesAcabados	12	END	1590689487673	1590689531303
REQUEST	54		TransportesAcabados	1590689531256	1590689531336	OK	 
REQUEST	171		request_6	1590689531302	1590689531340	OK	 
REQUEST	54		request_8	1590689531337	1590689531345	OK	 
USER	TransportesAcabados	274	START	1590689531351	1590689531351
REQUEST	172		Authenticated	1590689530383	1590689531376	OK	 
REQUEST	274		Home	1590689531351	1590689531388	OK	 
REQUEST	172		Authenticated Redirect 1	1590689531376	1590689531391	OK	 
REQUEST	274		request_1	1590689531388	1590689531395	OK	 
REQUEST	172		request_6	1590689531392	1590689531397	OK	 
REQUEST	55		TransportesAcabados	1590689531386	1590689531399	OK	 
REQUEST	55		request_8	1590689531400	1590689531448	OK	 
USER	TransportesAcabados	13	END	1590689487840	1590689531458
REQUEST	173		Authenticated	1590689530543	1590689531476	OK	 
REQUEST	173		Authenticated Redirect 1	1590689531476	1590689531489	OK	 
REQUEST	173		request_6	1590689531490	1590689531513	OK	 
USER	TransportesAcabados	275	START	1590689531517	1590689531517
REQUEST	275		Home	1590689531517	1590689531538	OK	 
REQUEST	275		request_1	1590689531538	1590689531543	OK	 
REQUEST	56		TransportesAcabados	1590689531534	1590689531545	OK	 
REQUEST	56		request_8	1590689531545	1590689531580	OK	 
USER	TransportesAcabados	14	END	1590689488012	1590689531635
REQUEST	174		Authenticated	1590689530782	1590689531668	OK	 
REQUEST	255		Login	1590689531635	1590689531673	OK	 
REQUEST	174		Authenticated Redirect 1	1590689531669	1590689531673	OK	 
REQUEST	174		request_6	1590689531673	1590689531678	OK	 
REQUEST	255		request_4	1590689531673	1590689531679	OK	 
USER	TransportesAcabados	276	START	1590689531682	1590689531682
REQUEST	175		Authenticated	1590689530882	1590689531715	OK	 
REQUEST	276		Home	1590689531682	1590689531715	OK	 
REQUEST	175		Authenticated Redirect 1	1590689531715	1590689531729	OK	 
REQUEST	276		request_1	1590689531716	1590689531729	OK	 
REQUEST	175		request_6	1590689531730	1590689531757	OK	 
USER	TransportesAcabados	15	END	1590689488174	1590689531757
REQUEST	256		Login	1590689531758	1590689531795	OK	 
REQUEST	57		TransportesAcabados	1590689531757	1590689531798	OK	 
REQUEST	256		request_4	1590689531796	1590689531801	OK	 
REQUEST	57		request_8	1590689531799	1590689531808	OK	 
USER	TransportesAcabados	277	START	1590689531862	1590689531862
REQUEST	277		Home	1590689531862	1590689531885	OK	 
REQUEST	176		Authenticated	1590689531050	1590689531899	OK	 
REQUEST	277		request_1	1590689531885	1590689531902	OK	 
REQUEST	176		Authenticated Redirect 1	1590689531899	1590689531905	OK	 
REQUEST	176		request_6	1590689531905	1590689531942	OK	 
REQUEST	257		Login	1590689531920	1590689531942	OK	 
REQUEST	257		request_4	1590689531943	1590689531948	OK	 
USER	TransportesAcabados	16	END	1590689488341	1590689531949
USER	TransportesAcabados	278	START	1590689532017	1590689532017
REQUEST	58		TransportesAcabados	1590689531983	1590689532048	OK	 
REQUEST	177		Authenticated	1590689531208	1590689532048	OK	 
REQUEST	258		Login	1590689531983	1590689532049	OK	 
REQUEST	278		Home	1590689532017	1590689532054	OK	 
REQUEST	177		Authenticated Redirect 1	1590689532048	1590689532055	OK	 
REQUEST	58		request_8	1590689532048	1590689532061	OK	 
REQUEST	258		request_4	1590689532050	1590689532061	OK	 
REQUEST	278		request_1	1590689532056	1590689532065	OK	 
REQUEST	177		request_6	1590689532055	1590689532065	OK	 
REQUEST	59		TransportesAcabados	1590689532115	1590689532138	OK	 
REQUEST	178		Authenticated	1590689531386	1590689532160	OK	 
REQUEST	178		Authenticated Redirect 1	1590689532160	1590689532164	OK	 
USER	TransportesAcabados	17	END	1590689488511	1590689532167
USER	TransportesAcabados	279	START	1590689532167	1590689532167
REQUEST	59		request_8	1590689532138	1590689532181	OK	 
REQUEST	178		request_6	1590689532165	1590689532185	OK	 
REQUEST	279		Home	1590689532167	1590689532185	OK	 
REQUEST	279		request_1	1590689532185	1590689532205	OK	 
REQUEST	179		Authenticated	1590689531534	1590689532305	OK	 
REQUEST	60		TransportesAcabados	1590689532278	1590689532307	OK	 
REQUEST	179		Authenticated Redirect 1	1590689532305	1590689532310	OK	 
USER	TransportesAcabados	18	END	1590689488673	1590689532314
REQUEST	179		request_6	1590689532310	1590689532315	OK	 
REQUEST	60		request_8	1590689532307	1590689532317	OK	 
USER	TransportesAcabados	280	START	1590689532348	1590689532348
REQUEST	280		Home	1590689532348	1590689532354	OK	 
REQUEST	280		request_1	1590689532355	1590689532363	OK	 
REQUEST	61		TransportesAcabados	1590689532432	1590689532451	OK	 
USER	TransportesAcabados	19	END	1590689488841	1590689532461
USER	TransportesAcabados	281	START	1590689532515	1590689532515
REQUEST	180		Authenticated	1590689531730	1590689532603	OK	 
REQUEST	61		request_8	1590689532451	1590689532615	OK	 
REQUEST	181		Authenticated	1590689531886	1590689532633	OK	 
USER	TransportesAcabados	282	START	1590689532650	1590689532650
USER	TransportesAcabados	20	END	1590689489015	1590689532687
REQUEST	259		Login	1590689532460	1590689532741	OK	 
REQUEST	182		Authenticated	1590689532066	1590689532774	OK	 
REQUEST	281		Home	1590689532515	1590689532785	OK	 
REQUEST	180		Authenticated Redirect 1	1590689532603	1590689532785	OK	 
REQUEST	62		TransportesAcabados	1590689532552	1590689532785	OK	 
REQUEST	260		Login	1590689532540	1590689532785	OK	 
USER	TransportesAcabados	283	START	1590689532826	1590689532826
REQUEST	261		Login	1590689532540	1590689532828	OK	 
REQUEST	183		Authenticated	1590689532216	1590689532850	OK	 
REQUEST	181		Authenticated Redirect 1	1590689532633	1590689532854	OK	 
USER	TransportesAcabados	21	END	1590689489170	1590689532882
REQUEST	182		Authenticated Redirect 1	1590689532775	1590689532883	OK	 
REQUEST	282		Home	1590689532651	1590689532883	OK	 
REQUEST	63		TransportesAcabados	1590689532710	1590689532900	OK	 
REQUEST	259		request_4	1590689532742	1590689532900	OK	 
REQUEST	62		request_8	1590689532785	1590689532981	OK	 
REQUEST	180		request_6	1590689532785	1590689532985	OK	 
REQUEST	183		Authenticated Redirect 1	1590689532850	1590689532987	OK	 
REQUEST	260		request_4	1590689532786	1590689532988	OK	 
REQUEST	184		Authenticated	1590689532386	1590689532997	OK	 
USER	TransportesAcabados	22	END	1590689489342	1590689533001
USER	TransportesAcabados	284	START	1590689533001	1590689533001
REQUEST	181		request_6	1590689532854	1590689533005	OK	 
REQUEST	182		request_6	1590689532884	1590689533005	OK	 
REQUEST	64		TransportesAcabados	1590689532881	1590689533025	OK	 
REQUEST	281		request_1	1590689532785	1590689533029	OK	 
REQUEST	261		request_4	1590689532829	1590689533029	OK	 
REQUEST	283		Home	1590689532827	1590689533032	OK	 
REQUEST	282		request_1	1590689532884	1590689533045	OK	 
REQUEST	284		Home	1590689533001	1590689533053	OK	 
REQUEST	63		request_8	1590689532900	1590689533056	OK	 
REQUEST	183		request_6	1590689532988	1590689533057	OK	 
USER	TransportesAcabados	285	START	1590689533171	1590689533171
REQUEST	64		request_8	1590689533025	1590689533199	OK	 
USER	TransportesAcabados	23	END	1590689489515	1590689533201
REQUEST	184		Authenticated Redirect 1	1590689532997	1590689533202	OK	 
REQUEST	185		Authenticated	1590689532540	1590689533202	OK	 
REQUEST	284		request_1	1590689533053	1590689533295	OK	 
USER	TransportesAcabados	24	END	1590689489670	1590689533302
REQUEST	283		request_1	1590689533033	1590689533308	OK	 
REQUEST	285		Home	1590689533171	1590689533313	OK	 
REQUEST	65		TransportesAcabados	1590689533121	1590689533313	OK	 
REQUEST	186		Authenticated	1590689532760	1590689533313	OK	 
REQUEST	184		request_6	1590689533203	1590689533330	OK	 
REQUEST	262		Login	1590689533101	1590689533334	OK	 
REQUEST	264		Login	1590689533135	1590689533334	OK	 
REQUEST	263		Login	1590689533040	1590689533338	OK	 
USER	TransportesAcabados	286	START	1590689533340	1590689533340
REQUEST	285		request_1	1590689533313	1590689533358	OK	 
REQUEST	186		Authenticated Redirect 1	1590689533313	1590689533358	OK	 
REQUEST	185		Authenticated Redirect 1	1590689533202	1590689533376	OK	 
REQUEST	65		request_8	1590689533313	1590689533385	OK	 
REQUEST	66		TransportesAcabados	1590689533257	1590689533389	OK	 
REQUEST	264		request_4	1590689533335	1590689533406	OK	 
REQUEST	262		request_4	1590689533335	1590689533438	OK	 
REQUEST	286		Home	1590689533341	1590689533439	OK	 
REQUEST	187		Authenticated	1590689532882	1590689533446	OK	 
REQUEST	263		request_4	1590689533339	1590689533446	OK	 
REQUEST	185		request_6	1590689533377	1590689533470	OK	 
REQUEST	186		request_6	1590689533359	1590689533483	OK	 
USER	TransportesAcabados	25	END	1590689489841	1590689533500
USER	TransportesAcabados	287	START	1590689533500	1590689533500
REQUEST	66		request_8	1590689533390	1590689533521	OK	 
REQUEST	286		request_1	1590689533440	1590689533528	OK	 
REQUEST	187		Authenticated Redirect 1	1590689533447	1590689533529	OK	 
REQUEST	67		TransportesAcabados	1590689533401	1590689533538	OK	 
REQUEST	187		request_6	1590689533529	1590689533549	OK	 
REQUEST	287		Home	1590689533500	1590689533551	OK	 
REQUEST	287		request_1	1590689533552	1590689533556	OK	 
REQUEST	67		request_8	1590689533538	1590689533560	OK	 
REQUEST	265		Login	1590689533557	1590689533564	OK	 
REQUEST	265		request_4	1590689533565	1590689533571	OK	 
REQUEST	188		Authenticated	1590689533052	1590689533591	OK	 
REQUEST	188		Authenticated Redirect 1	1590689533591	1590689533596	OK	 
REQUEST	68		TransportesAcabados	1590689533590	1590689533599	OK	 
REQUEST	188		request_6	1590689533597	1590689533602	OK	 
REQUEST	68		request_8	1590689533600	1590689533610	OK	 
USER	TransportesAcabados	288	START	1590689533682	1590689533682
REQUEST	267		Login	1590689533680	1590689533692	OK	 
REQUEST	266		Login	1590689533680	1590689533693	OK	 
REQUEST	288		Home	1590689533682	1590689533698	OK	 
REQUEST	266		request_4	1590689533693	1590689533699	OK	 
REQUEST	267		request_4	1590689533693	1590689533701	OK	 
REQUEST	288		request_1	1590689533699	1590689533704	OK	 
USER	TransportesAcabados	26	END	1590689490014	1590689533716
REQUEST	189		Authenticated	1590689533201	1590689533803	OK	 
REQUEST	69		TransportesAcabados	1590689533773	1590689533804	OK	 
REQUEST	269		Login	1590689533794	1590689533821	OK	 
REQUEST	270		Login	1590689533794	1590689533821	OK	 
REQUEST	268		Login	1590689533794	1590689533822	OK	 
USER	TransportesAcabados	27	END	1590689490175	1590689533825
USER	TransportesAcabados	289	START	1590689533841	1590689533841
REQUEST	189		Authenticated Redirect 1	1590689533804	1590689533847	OK	 
REQUEST	69		request_8	1590689533804	1590689533862	OK	 
REQUEST	289		Home	1590689533842	1590689533870	OK	 
REQUEST	269		request_4	1590689533822	1590689533870	OK	 
REQUEST	270		request_4	1590689533822	1590689533890	OK	 
REQUEST	268		request_4	1590689533822	1590689533890	OK	 
USER	TransportesAcabados	28	END	1590689490345	1590689533991
USER	TransportesAcabados	290	START	1590689534008	1590689534008
REQUEST	189		request_6	1590689533848	1590689534034	OK	 
REQUEST	190		Authenticated	1590689533375	1590689534046	OK	 
USER	TransportesAcabados	291	START	1590689534162	1590689534162
REQUEST	191		Authenticated	1590689533574	1590689534194	OK	 
USER	TransportesAcabados	29	END	1590689490512	1590689534205
REQUEST	290		Home	1590689534009	1590689534209	OK	 
REQUEST	289		request_1	1590689533870	1590689534213	OK	 
REQUEST	70		TransportesAcabados	1590689533937	1590689534215	OK	 
REQUEST	190		Authenticated Redirect 1	1590689534046	1590689534220	OK	 
REQUEST	271		Login	1590689533906	1590689534220	OK	 
REQUEST	272		Login	1590689534058	1590689534255	OK	 
REQUEST	71		TransportesAcabados	1590689534115	1590689534255	OK	 
REQUEST	191		Authenticated Redirect 1	1590689534194	1590689534256	OK	 
REQUEST	291		Home	1590689534162	1590689534279	OK	 
REQUEST	290		request_1	1590689534210	1590689534310	OK	 
REQUEST	70		request_8	1590689534216	1590689534322	OK	 
REQUEST	192		Authenticated	1590689533730	1590689534322	OK	 
USER	TransportesAcabados	292	START	1590689534335	1590689534335
REQUEST	271		request_4	1590689534220	1590689534344	OK	 
REQUEST	291		request_1	1590689534280	1590689534345	OK	 
USER	TransportesAcabados	30	END	1590689490674	1590689534352
REQUEST	71		request_8	1590689534255	1590689534352	OK	 
REQUEST	191		request_6	1590689534256	1590689534358	OK	 
REQUEST	190		request_6	1590689534220	1590689534358	OK	 
REQUEST	272		request_4	1590689534255	1590689534358	OK	 
REQUEST	192		Authenticated Redirect 1	1590689534323	1590689534386	OK	 
REQUEST	273		Login	1590689534277	1590689534393	OK	 
REQUEST	72		TransportesAcabados	1590689534278	1590689534393	OK	 
REQUEST	292		Home	1590689534335	1590689534437	OK	 
REQUEST	193		Authenticated	1590689533871	1590689534447	OK	 
USER	TransportesAcabados	31	END	1590689490846	1590689534461
REQUEST	192		request_6	1590689534387	1590689534475	OK	 
REQUEST	73		TransportesAcabados	1590689534436	1590689534478	OK	 
REQUEST	292		request_1	1590689534438	1590689534478	OK	 
REQUEST	72		request_8	1590689534394	1590689534494	OK	 
REQUEST	274		Login	1590689534436	1590689534494	OK	 
REQUEST	273		request_4	1590689534394	1590689534494	OK	 
REQUEST	193		Authenticated Redirect 1	1590689534447	1590689534495	OK	 
USER	TransportesAcabados	293	START	1590689534503	1590689534503
REQUEST	73		request_8	1590689534479	1590689534527	OK	 
REQUEST	274		request_4	1590689534495	1590689534527	OK	 
REQUEST	193		request_6	1590689534496	1590689534545	OK	 
REQUEST	293		Home	1590689534503	1590689534545	OK	 
REQUEST	194		Authenticated	1590689534032	1590689534585	OK	 
REQUEST	293		request_1	1590689534546	1590689534597	OK	 
REQUEST	74		TransportesAcabados	1590689534559	1590689534604	OK	 
REQUEST	194		Authenticated Redirect 1	1590689534585	1590689534604	OK	 
REQUEST	275		Login	1590689534581	1590689534611	OK	 
REQUEST	74		request_8	1590689534604	1590689534621	OK	 
REQUEST	194		request_6	1590689534605	1590689534621	OK	 
REQUEST	275		request_4	1590689534612	1590689534632	OK	 
USER	TransportesAcabados	32	END	1590689490993	1590689534647
USER	TransportesAcabados	294	START	1590689534665	1590689534665
REQUEST	294		Home	1590689534665	1590689534683	OK	 
REQUEST	294		request_1	1590689534684	1590689534690	OK	 
REQUEST	75		TransportesAcabados	1590689534718	1590689534727	OK	 
REQUEST	75		request_8	1590689534727	1590689534735	OK	 
REQUEST	276		Login	1590689534735	1590689534743	OK	 
REQUEST	276		request_4	1590689534743	1590689534755	OK	 
REQUEST	195		Authenticated	1590689534205	1590689534827	OK	 
REQUEST	195		Authenticated Redirect 1	1590689534827	1590689534832	OK	 
USER	TransportesAcabados	295	START	1590689534833	1590689534833
REQUEST	195		request_6	1590689534832	1590689534838	OK	 
REQUEST	295		Home	1590689534833	1590689534839	OK	 
REQUEST	295		request_1	1590689534840	1590689534852	OK	 
USER	TransportesAcabados	33	END	1590689491164	1590689534861
REQUEST	76		TransportesAcabados	1590689534894	1590689534904	OK	 
REQUEST	76		request_8	1590689534904	1590689534928	OK	 
REQUEST	277		Login	1590689534932	1590689534942	OK	 
REQUEST	277		request_4	1590689534943	1590689534948	OK	 
REQUEST	196		Authenticated	1590689534379	1590689534958	OK	 
REQUEST	196		Authenticated Redirect 1	1590689534959	1590689534964	OK	 
REQUEST	196		request_6	1590689534965	1590689534969	OK	 
USER	TransportesAcabados	34	END	1590689491323	1590689534983
USER	TransportesAcabados	296	START	1590689535033	1590689535033
REQUEST	296		Home	1590689535033	1590689535057	OK	 
REQUEST	296		request_1	1590689535058	1590689535066	OK	 
REQUEST	77		TransportesAcabados	1590689535059	1590689535073	OK	 
REQUEST	77		request_8	1590689535073	1590689535093	OK	 
REQUEST	278		Login	1590689535118	1590689535133	OK	 
REQUEST	278		request_4	1590689535134	1590689535165	OK	 
REQUEST	197		Authenticated	1590689534531	1590689535191	OK	 
USER	TransportesAcabados	297	START	1590689535192	1590689535192
REQUEST	197		Authenticated Redirect 1	1590689535191	1590689535212	OK	 
REQUEST	297		Home	1590689535192	1590689535212	OK	 
REQUEST	197		request_6	1590689535213	1590689535234	OK	 
REQUEST	297		request_1	1590689535213	1590689535235	OK	 
REQUEST	78		TransportesAcabados	1590689535227	1590689535241	OK	 
REQUEST	279		Login	1590689535246	1590689535264	OK	 
REQUEST	78		request_8	1590689535242	1590689535267	OK	 
REQUEST	279		request_4	1590689535264	1590689535271	OK	 
USER	TransportesAcabados	35	END	1590689491491	1590689535298
REQUEST	198		Authenticated	1590689534735	1590689535365	OK	 
USER	TransportesAcabados	298	START	1590689535366	1590689535366
REQUEST	298		Home	1590689535366	1590689535373	OK	 
REQUEST	198		Authenticated Redirect 1	1590689535366	1590689535373	OK	 
REQUEST	298		request_1	1590689535374	1590689535379	OK	 
REQUEST	198		request_6	1590689535374	1590689535380	OK	 
REQUEST	79		TransportesAcabados	1590689535374	1590689535383	OK	 
REQUEST	79		request_8	1590689535384	1590689535395	OK	 
REQUEST	280		Login	1590689535396	1590689535406	OK	 
REQUEST	280		request_4	1590689535407	1590689535411	OK	 
REQUEST	199		Authenticated	1590689534872	1590689535522	OK	 
REQUEST	199		Authenticated Redirect 1	1590689535523	1590689535527	OK	 
USER	TransportesAcabados	299	START	1590689535528	1590689535528
REQUEST	199		request_6	1590689535527	1590689535532	OK	 
REQUEST	299		Home	1590689535528	1590689535534	OK	 
REQUEST	80		TransportesAcabados	1590689535532	1590689535542	OK	 
REQUEST	299		request_1	1590689535535	1590689535546	OK	 
REQUEST	80		request_8	1590689535543	1590689535553	OK	 
USER	TransportesAcabados	37	END	1590689491821	1590689535635
REQUEST	200		Authenticated	1590689535059	1590689535684	OK	 
REQUEST	200		Authenticated Redirect 1	1590689535684	1590689535694	OK	 
USER	TransportesAcabados	36	END	1590689491660	1590689535695
USER	TransportesAcabados	300	START	1590689535695	1590689535695
REQUEST	300		Home	1590689535695	1590689535703	OK	 
REQUEST	200		request_6	1590689535695	1590689535703	OK	 
REQUEST	300		request_1	1590689535704	1590689535733	OK	 
REQUEST	81		TransportesAcabados	1590689535755	1590689535776	OK	 
REQUEST	201		Authenticated	1590689535228	1590689535776	OK	 
REQUEST	81		request_8	1590689535776	1590689535799	OK	 
REQUEST	201		Authenticated Redirect 1	1590689535777	1590689535802	OK	 
REQUEST	201		request_6	1590689535802	1590689535853	OK	 
USER	TransportesAcabados	38	END	1590689492004	1590689535863
USER	TransportesAcabados	301	START	1590689535864	1590689535864
REQUEST	301		Home	1590689535864	1590689535869	OK	 
REQUEST	301		request_1	1590689535869	1590689535873	OK	 
REQUEST	82		TransportesAcabados	1590689535924	1590689535959	OK	 
REQUEST	82		request_8	1590689535960	1590689535975	OK	 
REQUEST	202		Authenticated	1590689535433	1590689535985	OK	 
REQUEST	202		Authenticated Redirect 1	1590689535986	1590689535992	OK	 
USER	TransportesAcabados	302	START	1590689535996	1590689535996
