ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCursosDisponibles	vercursosdisponibles	1591032725147	 	3.3.1
REQUEST	901		IniciarSesion	1591032806426	1591032806431	OK	 
REQUEST	607		VerCursos	1591032806467	1591032806480	OK	 
USER	VerCursosDisponibles	607	END	1591032776876	1591032806481
USER	VerCursosDisponibles	962	START	1591032806481	1591032806481
REQUEST	962		Home	1591032806481	1591032806486	OK	 
REQUEST	740		IniciadoSesion	1591032805987	1591032806490	OK	 
REQUEST	740		IniciadoSesion Redirect 1	1591032806490	1591032806494	OK	 
REQUEST	902		IniciarSesion	1591032806496	1591032806501	OK	 
REQUEST	608		VerCursos	1591032806518	1591032806530	OK	 
USER	VerCursosDisponibles	608	END	1591032776957	1591032806531
USER	VerCursosDisponibles	963	START	1591032806555	1591032806555
REQUEST	963		Home	1591032806556	1591032806561	OK	 
REQUEST	903		IniciarSesion	1591032806576	1591032806581	OK	 
REQUEST	741		IniciadoSesion	1591032806080	1591032806587	OK	 
REQUEST	741		IniciadoSesion Redirect 1	1591032806587	1591032806591	OK	 
REQUEST	609		VerCursos	1591032806598	1591032806609	OK	 
USER	VerCursosDisponibles	609	END	1591032777048	1591032806610
USER	VerCursosDisponibles	964	START	1591032806635	1591032806635
REQUEST	964		Home	1591032806636	1591032806640	OK	 
REQUEST	904		IniciarSesion	1591032806668	1591032806673	OK	 
REQUEST	742		IniciadoSesion	1591032806161	1591032806678	OK	 
REQUEST	742		IniciadoSesion Redirect 1	1591032806678	1591032806683	OK	 
REQUEST	610		VerCursos	1591032806695	1591032806717	OK	 
USER	VerCursosDisponibles	610	END	1591032777129	1591032806718
USER	VerCursosDisponibles	965	START	1591032806725	1591032806725
REQUEST	965		Home	1591032806726	1591032806731	OK	 
REQUEST	743		IniciadoSesion	1591032806235	1591032806737	OK	 
REQUEST	743		IniciadoSesion Redirect 1	1591032806737	1591032806742	OK	 
REQUEST	905		IniciarSesion	1591032806747	1591032806752	OK	 
REQUEST	611		VerCursos	1591032806780	1591032806793	OK	 
USER	VerCursosDisponibles	611	END	1591032777210	1591032806793
USER	VerCursosDisponibles	966	START	1591032806806	1591032806806
REQUEST	966		Home	1591032806806	1591032806812	OK	 
REQUEST	744		IniciadoSesion	1591032806330	1591032806828	OK	 
REQUEST	744		IniciadoSesion Redirect 1	1591032806828	1591032806833	OK	 
REQUEST	906		IniciarSesion	1591032806851	1591032806856	OK	 
REQUEST	612		VerCursos	1591032806855	1591032806869	OK	 
USER	VerCursosDisponibles	612	END	1591032777295	1591032806869
USER	VerCursosDisponibles	967	START	1591032806887	1591032806887
REQUEST	967		Home	1591032806888	1591032806893	OK	 
REQUEST	907		IniciarSesion	1591032806910	1591032806914	OK	 
REQUEST	745		IniciadoSesion	1591032806415	1591032806926	OK	 
REQUEST	745		IniciadoSesion Redirect 1	1591032806926	1591032806931	OK	 
REQUEST	613		VerCursos	1591032806921	1591032806933	OK	 
USER	VerCursosDisponibles	613	END	1591032777376	1591032806934
USER	VerCursosDisponibles	968	START	1591032806979	1591032806979
REQUEST	968		Home	1591032806980	1591032806984	OK	 
REQUEST	908		IniciarSesion	1591032807005	1591032807011	OK	 
REQUEST	746		IniciadoSesion	1591032806518	1591032807016	OK	 
REQUEST	614		VerCursos	1591032807005	1591032807018	OK	 
USER	VerCursosDisponibles	614	END	1591032777469	1591032807018
REQUEST	746		IniciadoSesion Redirect 1	1591032807016	1591032807020	OK	 
USER	VerCursosDisponibles	969	START	1591032807060	1591032807060
REQUEST	969		Home	1591032807060	1591032807066	OK	 
REQUEST	909		IniciarSesion	1591032807075	1591032807080	OK	 
REQUEST	615		VerCursos	1591032807086	1591032807098	OK	 
USER	VerCursosDisponibles	615	END	1591032777545	1591032807099
REQUEST	747		IniciadoSesion	1591032806631	1591032807134	OK	 
USER	VerCursosDisponibles	970	START	1591032807136	1591032807136
REQUEST	747		IniciadoSesion Redirect 1	1591032807134	1591032807139	OK	 
REQUEST	970		Home	1591032807136	1591032807141	OK	 
REQUEST	748		IniciadoSesion	1591032806668	1591032807175	OK	 
REQUEST	910		IniciarSesion	1591032807170	1591032807175	OK	 
REQUEST	748		IniciadoSesion Redirect 1	1591032807175	1591032807180	OK	 
REQUEST	616		VerCursos	1591032807169	1591032807182	OK	 
USER	VerCursosDisponibles	616	END	1591032777635	1591032807182
USER	VerCursosDisponibles	971	START	1591032807228	1591032807228
REQUEST	971		Home	1591032807228	1591032807233	OK	 
REQUEST	749		IniciadoSesion	1591032806758	1591032807246	OK	 
REQUEST	749		IniciadoSesion Redirect 1	1591032807246	1591032807250	OK	 
REQUEST	617		VerCursos	1591032807250	1591032807261	OK	 
USER	VerCursosDisponibles	617	END	1591032777717	1591032807261
REQUEST	911		IniciarSesion	1591032807261	1591032807268	OK	 
USER	VerCursosDisponibles	972	START	1591032807307	1591032807307
REQUEST	618		VerCursos	1591032807295	1591032807309	OK	 
USER	VerCursosDisponibles	618	END	1591032777795	1591032807309
REQUEST	972		Home	1591032807308	1591032807314	OK	 
REQUEST	750		IniciadoSesion	1591032806840	1591032807333	OK	 
REQUEST	750		IniciadoSesion Redirect 1	1591032807333	1591032807338	OK	 
REQUEST	912		IniciarSesion	1591032807346	1591032807354	OK	 
USER	VerCursosDisponibles	973	START	1591032807392	1591032807392
REQUEST	973		Home	1591032807392	1591032807398	OK	 
REQUEST	619		VerCursos	1591032807395	1591032807409	OK	 
REQUEST	751		IniciadoSesion	1591032806921	1591032807409	OK	 
USER	VerCursosDisponibles	619	END	1591032777886	1591032807409
REQUEST	751		IniciadoSesion Redirect 1	1591032807409	1591032807413	OK	 
REQUEST	913		IniciarSesion	1591032807440	1591032807446	OK	 
USER	VerCursosDisponibles	974	START	1591032807466	1591032807466
REQUEST	974		Home	1591032807466	1591032807472	OK	 
REQUEST	620		VerCursos	1591032807466	1591032807481	OK	 
USER	VerCursosDisponibles	620	END	1591032777968	1591032807481
REQUEST	914		IniciarSesion	1591032807488	1591032807493	OK	 
REQUEST	752		IniciadoSesion	1591032807005	1591032807512	OK	 
REQUEST	752		IniciadoSesion Redirect 1	1591032807513	1591032807517	OK	 
USER	VerCursosDisponibles	975	START	1591032807545	1591032807545
REQUEST	975		Home	1591032807546	1591032807552	OK	 
REQUEST	621		VerCursos	1591032807560	1591032807576	OK	 
USER	VerCursosDisponibles	621	END	1591032778051	1591032807576
REQUEST	915		IniciarSesion	1591032807575	1591032807583	OK	 
REQUEST	753		IniciadoSesion	1591032807086	1591032807590	OK	 
REQUEST	753		IniciadoSesion Redirect 1	1591032807590	1591032807595	OK	 
USER	VerCursosDisponibles	976	START	1591032807625	1591032807625
REQUEST	976		Home	1591032807626	1591032807631	OK	 
REQUEST	916		IniciarSesion	1591032807658	1591032807663	OK	 
REQUEST	622		VerCursos	1591032807669	1591032807682	OK	 
USER	VerCursosDisponibles	622	END	1591032778137	1591032807683
REQUEST	754		IniciadoSesion	1591032807191	1591032807717	OK	 
USER	VerCursosDisponibles	977	START	1591032807726	1591032807726
REQUEST	754		IniciadoSesion Redirect 1	1591032807717	1591032807736	OK	 
REQUEST	977		Home	1591032807727	1591032807740	OK	 
REQUEST	917		IniciarSesion	1591032807756	1591032807762	OK	 
USER	VerCursosDisponibles	978	START	1591032807795	1591032807795
REQUEST	978		Home	1591032807796	1591032807802	OK	 
REQUEST	623		VerCursos	1591032807791	1591032807810	OK	 
USER	VerCursosDisponibles	623	END	1591032778215	1591032807811
REQUEST	918		IniciarSesion	1591032807816	1591032807821	OK	 
REQUEST	755		IniciadoSesion	1591032807261	1591032807828	OK	 
REQUEST	755		IniciadoSesion Redirect 1	1591032807828	1591032807833	OK	 
REQUEST	624		VerCursos	1591032807837	1591032807851	OK	 
USER	VerCursosDisponibles	624	END	1591032778302	1591032807851
USER	VerCursosDisponibles	979	START	1591032807875	1591032807875
REQUEST	979		Home	1591032807876	1591032807883	OK	 
REQUEST	919		IniciarSesion	1591032807910	1591032807916	OK	 
REQUEST	756		IniciadoSesion	1591032807356	1591032807935	OK	 
REQUEST	756		IniciadoSesion Redirect 1	1591032807935	1591032807940	OK	 
USER	VerCursosDisponibles	980	START	1591032807966	1591032807966
REQUEST	980		Home	1591032807966	1591032807971	OK	 
REQUEST	757		IniciadoSesion	1591032807429	1591032807973	OK	 
REQUEST	757		IniciadoSesion Redirect 1	1591032807973	1591032807977	OK	 
REQUEST	920		IniciarSesion	1591032807989	1591032807993	OK	 
REQUEST	625		VerCursos	1591032808000	1591032808012	OK	 
REQUEST	626		VerCursos	1591032808000	1591032808012	OK	 
USER	VerCursosDisponibles	625	END	1591032778412	1591032808013
USER	VerCursosDisponibles	626	END	1591032778455	1591032808013
USER	VerCursosDisponibles	981	START	1591032808050	1591032808050
REQUEST	981		Home	1591032808050	1591032808055	OK	 
REQUEST	921		IniciarSesion	1591032808065	1591032808071	OK	 
REQUEST	627		VerCursos	1591032808065	1591032808078	OK	 
USER	VerCursosDisponibles	627	END	1591032778547	1591032808079
REQUEST	758		IniciadoSesion	1591032807500	1591032808098	OK	 
REQUEST	758		IniciadoSesion Redirect 1	1591032808098	1591032808103	OK	 
USER	VerCursosDisponibles	982	START	1591032808126	1591032808126
REQUEST	982		Home	1591032808127	1591032808132	OK	 
REQUEST	759		IniciadoSesion	1591032807608	1591032808153	OK	 
REQUEST	759		IniciadoSesion Redirect 1	1591032808153	1591032808158	OK	 
REQUEST	922		IniciarSesion	1591032808159	1591032808165	OK	 
REQUEST	628		VerCursos	1591032808159	1591032808172	OK	 
USER	VerCursosDisponibles	628	END	1591032778626	1591032808173
USER	VerCursosDisponibles	983	START	1591032808219	1591032808219
REQUEST	760		IniciadoSesion	1591032807681	1591032808225	OK	 
REQUEST	983		Home	1591032808219	1591032808229	OK	 
REQUEST	760		IniciadoSesion Redirect 1	1591032808226	1591032808231	OK	 
REQUEST	629		VerCursos	1591032808231	1591032808244	OK	 
USER	VerCursosDisponibles	629	END	1591032778715	1591032808244
REQUEST	923		IniciarSesion	1591032808235	1591032808245	OK	 
USER	VerCursosDisponibles	984	START	1591032808295	1591032808295
REQUEST	761		IniciadoSesion	1591032807767	1591032808296	OK	 
REQUEST	761		IniciadoSesion Redirect 1	1591032808296	1591032808301	OK	 
REQUEST	984		Home	1591032808296	1591032808301	OK	 
REQUEST	630		VerCursos	1591032808306	1591032808318	OK	 
USER	VerCursosDisponibles	630	END	1591032778798	1591032808318
REQUEST	924		IniciarSesion	1591032808317	1591032808321	OK	 
USER	VerCursosDisponibles	985	START	1591032808380	1591032808380
REQUEST	985		Home	1591032808380	1591032808385	OK	 
REQUEST	631		VerCursos	1591032808395	1591032808408	OK	 
USER	VerCursosDisponibles	631	END	1591032778880	1591032808408
REQUEST	762		IniciadoSesion	1591032807875	1591032808417	OK	 
REQUEST	762		IniciadoSesion Redirect 1	1591032808418	1591032808422	OK	 
REQUEST	925		IniciarSesion	1591032808419	1591032808424	OK	 
REQUEST	763		IniciadoSesion	1591032807929	1591032808454	OK	 
REQUEST	763		IniciadoSesion Redirect 1	1591032808454	1591032808458	OK	 
USER	VerCursosDisponibles	986	START	1591032808467	1591032808467
REQUEST	986		Home	1591032808468	1591032808481	OK	 
REQUEST	632		VerCursos	1591032808467	1591032808481	OK	 
USER	VerCursosDisponibles	632	END	1591032778960	1591032808481
REQUEST	926		IniciarSesion	1591032808485	1591032808490	OK	 
REQUEST	764		IniciadoSesion	1591032808000	1591032808525	OK	 
REQUEST	764		IniciadoSesion Redirect 1	1591032808526	1591032808530	OK	 
USER	VerCursosDisponibles	987	START	1591032808555	1591032808555
REQUEST	987		Home	1591032808556	1591032808561	OK	 
REQUEST	633		VerCursos	1591032808551	1591032808563	OK	 
USER	VerCursosDisponibles	633	END	1591032779053	1591032808563
REQUEST	927		IniciarSesion	1591032808577	1591032808582	OK	 
REQUEST	765		IniciadoSesion	1591032808097	1591032808603	OK	 
REQUEST	765		IniciadoSesion Redirect 1	1591032808603	1591032808608	OK	 
USER	VerCursosDisponibles	988	START	1591032808636	1591032808636
REQUEST	634		VerCursos	1591032808625	1591032808637	OK	 
USER	VerCursosDisponibles	634	END	1591032779125	1591032808637
REQUEST	988		Home	1591032808636	1591032808641	OK	 
REQUEST	928		IniciarSesion	1591032808658	1591032808663	OK	 
REQUEST	766		IniciadoSesion	1591032808175	1591032808673	OK	 
REQUEST	766		IniciadoSesion Redirect 1	1591032808673	1591032808676	OK	 
USER	VerCursosDisponibles	989	START	1591032808718	1591032808718
REQUEST	989		Home	1591032808718	1591032808729	OK	 
REQUEST	635		VerCursos	1591032808718	1591032808737	OK	 
USER	VerCursosDisponibles	635	END	1591032779206	1591032808737
REQUEST	929		IniciarSesion	1591032808738	1591032808742	OK	 
REQUEST	767		IniciadoSesion	1591032808268	1591032808767	OK	 
REQUEST	767		IniciadoSesion Redirect 1	1591032808768	1591032808772	OK	 
USER	VerCursosDisponibles	990	START	1591032808807	1591032808807
REQUEST	636		VerCursos	1591032808797	1591032808808	OK	 
USER	VerCursosDisponibles	636	END	1591032779299	1591032808809
REQUEST	990		Home	1591032808808	1591032808812	OK	 
REQUEST	768		IniciadoSesion	1591032808339	1591032808840	OK	 
REQUEST	768		IniciadoSesion Redirect 1	1591032808840	1591032808845	OK	 
REQUEST	930		IniciarSesion	1591032808841	1591032808846	OK	 
USER	VerCursosDisponibles	991	START	1591032808891	1591032808891
REQUEST	991		Home	1591032808891	1591032808915	OK	 
REQUEST	931		IniciarSesion	1591032808915	1591032808920	OK	 
REQUEST	637		VerCursos	1591032808901	1591032808927	OK	 
USER	VerCursosDisponibles	637	END	1591032779381	1591032808928
REQUEST	769		IniciadoSesion	1591032808456	1591032808954	OK	 
REQUEST	769		IniciadoSesion Redirect 1	1591032808955	1591032808959	OK	 
USER	VerCursosDisponibles	992	START	1591032808966	1591032808966
REQUEST	638		VerCursos	1591032808955	1591032808967	OK	 
USER	VerCursosDisponibles	638	END	1591032779461	1591032808968
REQUEST	992		Home	1591032808966	1591032808971	OK	 
REQUEST	932		IniciarSesion	1591032808999	1591032809004	OK	 
USER	VerCursosDisponibles	993	START	1591032809058	1591032809058
REQUEST	770		IniciadoSesion	1591032808518	1591032809061	OK	 
REQUEST	993		Home	1591032809058	1591032809064	OK	 
REQUEST	770		IniciadoSesion Redirect 1	1591032809061	1591032809065	OK	 
REQUEST	639		VerCursos	1591032809069	1591032809081	OK	 
USER	VerCursosDisponibles	639	END	1591032779553	1591032809082
REQUEST	933		IniciarSesion	1591032809080	1591032809085	OK	 
REQUEST	771		IniciadoSesion	1591032808610	1591032809126	OK	 
REQUEST	771		IniciadoSesion Redirect 1	1591032809126	1591032809131	OK	 
USER	VerCursosDisponibles	994	START	1591032809135	1591032809135
REQUEST	994		Home	1591032809136	1591032809141	OK	 
REQUEST	934		IniciarSesion	1591032809158	1591032809163	OK	 
REQUEST	640		VerCursos	1591032809158	1591032809170	OK	 
USER	VerCursosDisponibles	640	END	1591032779628	1591032809171
REQUEST	772		IniciadoSesion	1591032808695	1591032809216	OK	 
USER	VerCursosDisponibles	995	START	1591032809217	1591032809217
REQUEST	772		IniciadoSesion Redirect 1	1591032809217	1591032809222	OK	 
REQUEST	995		Home	1591032809217	1591032809225	OK	 
REQUEST	935		IniciarSesion	1591032809238	1591032809244	OK	 
REQUEST	641		VerCursos	1591032809238	1591032809252	OK	 
USER	VerCursosDisponibles	641	END	1591032779707	1591032809253
REQUEST	773		IniciadoSesion	1591032808771	1591032809279	OK	 
REQUEST	773		IniciadoSesion Redirect 1	1591032809279	1591032809283	OK	 
USER	VerCursosDisponibles	996	START	1591032809310	1591032809310
REQUEST	996		Home	1591032809310	1591032809315	OK	 
REQUEST	936		IniciarSesion	1591032809325	1591032809330	OK	 
REQUEST	642		VerCursos	1591032809321	1591032809333	OK	 
USER	VerCursosDisponibles	642	END	1591032779803	1591032809333
USER	VerCursosDisponibles	997	START	1591032809387	1591032809387
REQUEST	997		Home	1591032809387	1591032809392	OK	 
REQUEST	643		VerCursos	1591032809387	1591032809400	OK	 
USER	VerCursosDisponibles	643	END	1591032779876	1591032809400
REQUEST	774		IniciadoSesion	1591032808869	1591032809402	OK	 
REQUEST	774		IniciadoSesion Redirect 1	1591032809403	1591032809406	OK	 
REQUEST	937		IniciarSesion	1591032809410	1591032809415	OK	 
REQUEST	775		IniciadoSesion	1591032808940	1591032809446	OK	 
REQUEST	775		IniciadoSesion Redirect 1	1591032809447	1591032809451	OK	 
REQUEST	644		VerCursos	1591032809458	1591032809469	OK	 
USER	VerCursosDisponibles	644	END	1591032779956	1591032809470
USER	VerCursosDisponibles	998	START	1591032809480	1591032809480
REQUEST	998		Home	1591032809480	1591032809485	OK	 
REQUEST	938		IniciarSesion	1591032809491	1591032809495	OK	 
REQUEST	776		IniciadoSesion	1591032809021	1591032809511	OK	 
REQUEST	776		IniciadoSesion Redirect 1	1591032809511	1591032809515	OK	 
USER	VerCursosDisponibles	999	START	1591032809560	1591032809560
REQUEST	999		Home	1591032809561	1591032809571	OK	 
REQUEST	645		VerCursos	1591032809560	1591032809574	OK	 
USER	VerCursosDisponibles	645	END	1591032780048	1591032809574
REQUEST	939		IniciarSesion	1591032809567	1591032809575	OK	 
REQUEST	777		IniciadoSesion	1591032809106	1591032809599	OK	 
REQUEST	777		IniciadoSesion Redirect 1	1591032809599	1591032809603	OK	 
USER	VerCursosDisponibles	1000	START	1591032809648	1591032809648
REQUEST	646		VerCursos	1591032809637	1591032809649	OK	 
USER	VerCursosDisponibles	646	END	1591032780131	1591032809649
REQUEST	1000		Home	1591032809649	1591032809653	OK	 
REQUEST	940		IniciarSesion	1591032809648	1591032809654	OK	 
REQUEST	778		IniciadoSesion	1591032809191	1591032809705	OK	 
REQUEST	778		IniciadoSesion Redirect 1	1591032809705	1591032809711	OK	 
USER	VerCursosDisponibles	1001	START	1591032809726	1591032809726
REQUEST	1001		Home	1591032809726	1591032809731	OK	 
REQUEST	941		IniciarSesion	1591032809748	1591032809753	OK	 
REQUEST	779		IniciadoSesion	1591032809266	1591032809762	OK	 
REQUEST	779		IniciadoSesion Redirect 1	1591032809762	1591032809766	OK	 
REQUEST	647		VerCursos	1591032809770	1591032809782	OK	 
USER	VerCursosDisponibles	647	END	1591032780221	1591032809783
USER	VerCursosDisponibles	1002	START	1591032809807	1591032809807
REQUEST	1002		Home	1591032809807	1591032809812	OK	 
REQUEST	942		IniciarSesion	1591032809818	1591032809824	OK	 
REQUEST	780		IniciadoSesion	1591032809358	1591032809856	OK	 
REQUEST	780		IniciadoSesion Redirect 1	1591032809857	1591032809861	OK	 
USER	VerCursosDisponibles	1003	START	1591032809900	1591032809900
REQUEST	648		VerCursos	1591032809889	1591032809901	OK	 
USER	VerCursosDisponibles	648	END	1591032780319	1591032809902
REQUEST	943		IniciarSesion	1591032809900	1591032809905	OK	 
REQUEST	1003		Home	1591032809900	1591032809905	OK	 
REQUEST	649		VerCursos	1591032809926	1591032809938	OK	 
USER	VerCursosDisponibles	649	END	1591032780383	1591032809939
REQUEST	781		IniciadoSesion	1591032809436	1591032809949	OK	 
REQUEST	781		IniciadoSesion Redirect 1	1591032809949	1591032809953	OK	 
USER	VerCursosDisponibles	1004	START	1591032809976	1591032809976
REQUEST	1004		Home	1591032809976	1591032809982	OK	 
REQUEST	944		IniciarSesion	1591032809987	1591032809992	OK	 
REQUEST	782		IniciadoSesion	1591032809506	1591032810019	OK	 
REQUEST	782		IniciadoSesion Redirect 1	1591032810019	1591032810024	OK	 
USER	VerCursosDisponibles	1005	START	1591032810059	1591032810059
REQUEST	1005		Home	1591032810059	1591032810064	OK	 
REQUEST	650		VerCursos	1591032810059	1591032810072	OK	 
USER	VerCursosDisponibles	650	END	1591032780486	1591032810072
REQUEST	945		IniciarSesion	1591032810075	1591032810081	OK	 
REQUEST	783		IniciadoSesion	1591032809599	1591032810117	OK	 
REQUEST	783		IniciadoSesion Redirect 1	1591032810118	1591032810122	OK	 
REQUEST	651		VerCursos	1591032810122	1591032810134	OK	 
USER	VerCursosDisponibles	651	END	1591032780558	1591032810134
