ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	rendimiento.Transportar2EscaneriosPerfomance	transportar2escaneriosperfomance	1590747969250	 	3.3.1
REQUEST	24		TransportarForm	1590748024338	1590748024907	OK	 
REQUEST	21		TransportarForm	1590748024388	1590748024912	OK	 
REQUEST	177		Authenticated	1590748024241	1590748024913	OK	 
REQUEST	169		request_6	1590748024294	1590748024917	OK	 
REQUEST	304		request_1	1590748024700	1590748024920	OK	 
REQUEST	176		Authenticated Redirect 1	1590748024651	1590748024950	OK	 
REQUEST	167		request_6	1590748024686	1590748024953	OK	 
REQUEST	175		request_6	1590748024894	1590748024970	OK	 
REQUEST	180		Authenticated	1590748024241	1590748024987	OK	 
REQUEST	302		Home	1590748024558	1590748025012	OK	 
REQUEST	62		request_8	1590748024306	1590748025039	OK	 
REQUEST	170		request_6	1590748024906	1590748025039	OK	 
REQUEST	305		Home	1590748024544	1590748025043	OK	 
REQUEST	63		request_8	1590748024643	1590748025052	OK	 
REQUEST	64		TransportesPendientes	1590748024405	1590748025052	OK	 
REQUEST	301		request_1	1590748024644	1590748025082	OK	 
REQUEST	272		request_3	1590748024707	1590748025081	OK	 
REQUEST	68		TransportesPendientes	1590748024798	1590748025334	OK	 
USER	transportarNeg	307	START	1590748025347	1590748025347
USER	transportarPos	309	START	1590748025349	1590748025349
REQUEST	306		Home	1590748024863	1590748025372	OK	 
REQUEST	22		TransportarForm	1590748024866	1590748025376	OK	 
REQUEST	172		request_6	1590748024726	1590748025379	OK	 
REQUEST	173		Authenticated Redirect 1	1590748024720	1590748025387	OK	 
REQUEST	60		request_8	1590748024725	1590748025393	OK	 
REQUEST	61		TransportesPendientes	1590748024418	1590748025405	OK	 
REQUEST	269		request_3	1590748024678	1590748025409	OK	 
REQUEST	180		Authenticated Redirect 1	1590748024988	1590748025413	OK	 
REQUEST	276		Login	1590748024763	1590748025414	OK	 
REQUEST	26		TransportarForm	1590748024931	1590748025418	OK	 
REQUEST	21		request_10	1590748024913	1590748025421	OK	 
REQUEST	302		request_1	1590748025012	1590748025465	OK	 
REQUEST	181		Authenticated	1590748024580	1590748025465	OK	 
REQUEST	65		TransportesPendientes	1590748024749	1590748025485	OK	 
REQUEST	273		Login	1590748024945	1590748025627	OK	 
REQUEST	305		request_1	1590748025044	1590748025632	OK	 
REQUEST	303		Home	1590748024863	1590748025653	OK	 
REQUEST	178		Authenticated	1590748024580	1590748025657	OK	 
REQUEST	69		TransportesPendientes	1590748025100	1590748025690	OK	 
REQUEST	25		TransportarForm	1590748025113	1590748025690	OK	 
REQUEST	64		request_8	1590748025062	1590748025691	OK	 
REQUEST	177		Authenticated Redirect 1	1590748024913	1590748025716	OK	 
REQUEST	22		request_10	1590748025376	1590748025758	OK	 
REQUEST	180		request_6	1590748025414	1590748025775	OK	 
REQUEST	176		request_6	1590748024950	1590748025775	OK	 
REQUEST	30		TransportarForm	1590748025453	1590748025782	OK	 
REQUEST	27		TransportarForm	1590748025247	1590748025799	OK	 
REQUEST	182		Authenticated	1590748024908	1590748025799	OK	 
REQUEST	24		request_10	1590748024907	1590748025820	OK	 
REQUEST	179		Authenticated	1590748024908	1590748025834	OK	 
REQUEST	306		request_1	1590748025373	1590748025835	OK	 
USER	transportarPos	310	START	1590748025847	1590748025847
USER	transportarNeg	308	START	1590748025847	1590748025847
REQUEST	23		TransportarForm	1590748025124	1590748025888	OK	 
REQUEST	303		request_1	1590748025654	1590748025902	OK	 
REQUEST	65		request_8	1590748025489	1590748025902	OK	 
REQUEST	276		request_3	1590748025414	1590748025904	OK	 
REQUEST	29		TransportarForm	1590748025222	1590748025917	OK	 
REQUEST	70		TransportesPendientes	1590748025420	1590748025917	OK	 
REQUEST	178		Authenticated Redirect 1	1590748025658	1590748025980	OK	 
REQUEST	307		Home	1590748025347	1590748026026	OK	 
REQUEST	68		request_8	1590748025338	1590748026044	OK	 
REQUEST	27		request_10	1590748025800	1590748026046	OK	 
REQUEST	279		Login	1590748025737	1590748026057	OK	 
REQUEST	279		request_3	1590748026058	1590748026078	OK	 
REQUEST	309		Home	1590748025349	1590748026079	OK	 
REQUEST	26		request_10	1590748025419	1590748026082	OK	 
REQUEST	183		Authenticated	1590748025247	1590748026091	OK	 
REQUEST	25		request_10	1590748025690	1590748026103	OK	 
REQUEST	173		request_6	1590748025388	1590748026116	OK	 
REQUEST	177		request_6	1590748025717	1590748026116	OK	 
REQUEST	186		Authenticated	1590748025247	1590748026118	OK	 
REQUEST	277		Login	1590748025737	1590748026118	OK	 
REQUEST	309		request_1	1590748026080	1590748026122	OK	 
REQUEST	67		TransportesPendientes	1590748025408	1590748026123	OK	 
REQUEST	29		request_10	1590748025917	1590748026133	OK	 
REQUEST	66		TransportesPendientes	1590748025124	1590748026157	OK	 
REQUEST	182		Authenticated Redirect 1	1590748025799	1590748026181	OK	 
USER	transportarNeg	311	START	1590748026192	1590748026192
USER	transportarPos	314	START	1590748026192	1590748026192
REQUEST	71		TransportesPendientes	1590748025798	1590748026202	OK	 
REQUEST	61		request_8	1590748025408	1590748026207	OK	 
REQUEST	308		Home	1590748025847	1590748026211	OK	 
REQUEST	69		request_8	1590748025693	1590748026307	OK	 
REQUEST	281		Login	1590748025736	1590748026307	OK	 
REQUEST	278		Login	1590748025737	1590748026307	OK	 
REQUEST	30		request_10	1590748025783	1590748026348	OK	 
REQUEST	273		request_3	1590748025628	1590748026348	OK	 
REQUEST	274		Login	1590748025736	1590748026348	OK	 
REQUEST	186		Authenticated Redirect 1	1590748026118	1590748026349	OK	 
REQUEST	179		Authenticated Redirect 1	1590748025834	1590748026363	OK	 
REQUEST	310		Home	1590748025847	1590748026377	OK	 
REQUEST	23		request_10	1590748025889	1590748026377	OK	 
REQUEST	74		TransportesPendientes	1590748025776	1590748026384	OK	 
REQUEST	70		request_8	1590748025920	1590748026397	OK	 
REQUEST	183		Authenticated Redirect 1	1590748026091	1590748026397	OK	 
REQUEST	187		Authenticated	1590748025581	1590748026404	OK	 
REQUEST	181		Authenticated Redirect 1	1590748025466	1590748026405	OK	 
REQUEST	28		TransportarForm	1590748025479	1590748026405	OK	 
USER	transportarNeg	312	START	1590748026521	1590748026521
USER	transportarPos	315	START	1590748026524	1590748026524
REQUEST	308		request_1	1590748026212	1590748026734	OK	 
REQUEST	275		Login	1590748025737	1590748026734	OK	 
REQUEST	182		request_6	1590748026181	1590748026744	OK	 
REQUEST	67		request_8	1590748026126	1590748026747	OK	 
REQUEST	277		request_3	1590748026119	1590748026759	OK	 
REQUEST	307		request_1	1590748026027	1590748026764	OK	 
REQUEST	72		TransportesPendientes	1590748026115	1590748026779	OK	 
REQUEST	178		request_6	1590748025981	1590748026805	OK	 
REQUEST	188		Authenticated	1590748025900	1590748026805	OK	 
REQUEST	184		Authenticated	1590748025580	1590748026805	OK	 
REQUEST	34		TransportarForm	1590748026521	1590748026820	OK	 
USER	transportarPos	316	START	1590748026852	1590748026852
USER	transportarNeg	313	START	1590748026852	1590748026852
REQUEST	183		request_6	1590748026398	1590748026857	OK	 
REQUEST	314		Home	1590748026193	1590748026867	OK	 
REQUEST	71		request_8	1590748026206	1590748027019	OK	 
REQUEST	311		Home	1590748026193	1590748027022	OK	 
REQUEST	281		request_3	1590748026308	1590748027022	OK	 
REQUEST	310		request_1	1590748026378	1590748027044	OK	 
REQUEST	185		Authenticated	1590748025900	1590748027044	OK	 
REQUEST	189		Authenticated	1590748026242	1590748027055	OK	 
REQUEST	278		request_3	1590748026308	1590748027059	OK	 
REQUEST	311		request_1	1590748027023	1590748027077	OK	 
REQUEST	76		TransportesPendientes	1590748026427	1590748027087	OK	 
REQUEST	184		Authenticated Redirect 1	1590748026806	1590748027091	OK	 
REQUEST	189		Authenticated Redirect 1	1590748027055	1590748027092	OK	 
REQUEST	181		request_6	1590748026405	1590748027103	OK	 
REQUEST	31		TransportarForm	1590748026480	1590748027132	OK	 
REQUEST	192		Authenticated	1590748026242	1590748027133	OK	 
REQUEST	186		request_6	1590748026350	1590748027163	OK	 
REQUEST	75		TransportesPendientes	1590748026115	1590748027163	OK	 
REQUEST	74		request_8	1590748026387	1590748027168	OK	 
USER	transportarPos	320	START	1590748027185	1590748027185
USER	transportarNeg	317	START	1590748027185	1590748027185
REQUEST	32		TransportarForm	1590748026682	1590748027342	OK	 
REQUEST	35		TransportarForm	1590748026685	1590748027389	OK	 
REQUEST	274		request_3	1590748026349	1590748027389	OK	 
REQUEST	275		request_3	1590748026735	1590748027390	OK	 
REQUEST	179		request_6	1590748026363	1590748027399	OK	 
REQUEST	80		TransportesPendientes	1590748026806	1590748027405	OK	 
REQUEST	77		TransportesPendientes	1590748026778	1590748027405	OK	 
REQUEST	190		Authenticated	1590748026568	1590748027405	OK	 
REQUEST	66		request_8	1590748026160	1590748027421	OK	 
REQUEST	315		Home	1590748026524	1590748027422	OK	 
REQUEST	28		request_10	1590748026406	1590748027426	OK	 
REQUEST	73		TransportesPendientes	1590748026415	1590748027436	OK	 
REQUEST	312		Home	1590748026522	1590748027444	OK	 
REQUEST	72		request_8	1590748026782	1590748027446	OK	 
REQUEST	187		Authenticated Redirect 1	1590748026405	1590748027459	OK	 
REQUEST	188		Authenticated Redirect 1	1590748026806	1590748027475	OK	 
REQUEST	314		request_1	1590748026868	1590748027478	OK	 
REQUEST	193		Authenticated	1590748026568	1590748027481	OK	 
REQUEST	280		Login	1590748027157	1590748027484	OK	 
USER	transportarPos	321	START	1590748027510	1590748027510
USER	transportarNeg	318	START	1590748027510	1590748027510
REQUEST	34		request_10	1590748026821	1590748027524	OK	 
REQUEST	184		request_6	1590748027091	1590748027552	OK	 
REQUEST	313		Home	1590748026852	1590748027565	OK	 
REQUEST	192		Authenticated Redirect 1	1590748027133	1590748027660	OK	 
REQUEST	185		Authenticated Redirect 1	1590748027045	1590748027667	OK	 
REQUEST	82		TransportesPendientes	1590748027388	1590748027714	OK	 
REQUEST	78		TransportesPendientes	1590748027126	1590748027729	OK	 
REQUEST	31		request_10	1590748027133	1590748027748	OK	 
REQUEST	317		Home	1590748027186	1590748027749	OK	 
REQUEST	189		request_6	1590748027092	1590748027773	OK	 
REQUEST	76		request_8	1590748027091	1590748027774	OK	 
REQUEST	77		request_8	1590748027409	1590748027777	OK	 
REQUEST	81		TransportesPendientes	1590748027126	1590748027777	OK	 
REQUEST	194		Authenticated	1590748026900	1590748027778	OK	 
REQUEST	312		request_1	1590748027444	1590748027790	OK	 
REQUEST	316		Home	1590748026852	1590748027791	OK	 
REQUEST	187		request_6	1590748027460	1590748027849	OK	 
REQUEST	288		Login	1590748027840	1590748027855	OK	 
REQUEST	40		TransportarForm	1590748027720	1590748027867	OK	 
REQUEST	318		Home	1590748027510	1590748027869	OK	 
REQUEST	321		Home	1590748027510	1590748027875	OK	 
REQUEST	36		TransportarForm	1590748027738	1590748027899	OK	 
REQUEST	190		Authenticated Redirect 1	1590748027405	1590748027900	OK	 
REQUEST	190		request_6	1590748027901	1590748027906	OK	 
REQUEST	79		TransportesPendientes	1590748027369	1590748027908	OK	 
REQUEST	80		request_8	1590748027409	1590748027909	OK	 
REQUEST	313		request_1	1590748027566	1590748027912	OK	 
REQUEST	194		Authenticated Redirect 1	1590748027778	1590748027913	OK	 
REQUEST	192		request_6	1590748027661	1590748027921	OK	 
REQUEST	78		request_8	1590748027733	1590748027921	OK	 
REQUEST	37		TransportarForm	1590748027707	1590748027922	OK	 
REQUEST	193		Authenticated Redirect 1	1590748027481	1590748027922	OK	 
REQUEST	35		request_10	1590748027389	1590748027923	OK	 
REQUEST	317		request_1	1590748027750	1590748027928	OK	 
REQUEST	191		Authenticated	1590748026900	1590748027933	OK	 
REQUEST	42		TransportarForm	1590748027720	1590748027940	OK	 
REQUEST	191		Authenticated Redirect 1	1590748027933	1590748027940	OK	 
REQUEST	81		request_8	1590748027781	1590748027940	OK	 
REQUEST	315		request_1	1590748027422	1590748027941	OK	 
USER	transportarPos	322	START	1590748027941	1590748027941
USER	transportarNeg	319	START	1590748027941	1590748027941
REQUEST	321		request_1	1590748027876	1590748027944	OK	 
REQUEST	284		Login	1590748027593	1590748027944	OK	 
REQUEST	320		Home	1590748027186	1590748027945	OK	 
REQUEST	39		TransportarForm	1590748027720	1590748027945	OK	 
REQUEST	33		TransportarForm	1590748027510	1590748027946	OK	 
REQUEST	32		request_10	1590748027343	1590748027946	OK	 
REQUEST	75		request_8	1590748027167	1590748027949	OK	 
REQUEST	316		request_1	1590748027792	1590748027952	OK	 
REQUEST	185		request_6	1590748027668	1590748027952	OK	 
REQUEST	194		request_6	1590748027914	1590748027953	OK	 
REQUEST	283		Login	1590748027840	1590748027959	OK	 
REQUEST	37		request_10	1590748027923	1590748027963	OK	 
REQUEST	38		TransportarForm	1590748027719	1590748027965	OK	 
REQUEST	282		Login	1590748027532	1590748027984	OK	 
REQUEST	280		request_3	1590748027485	1590748027990	OK	 
REQUEST	41		TransportarForm	1590748027803	1590748027994	OK	 
REQUEST	282		request_3	1590748027984	1590748027996	OK	 
REQUEST	41		request_10	1590748027995	1590748028009	OK	 
REQUEST	320		request_1	1590748027945	1590748028015	OK	 
REQUEST	82		request_8	1590748027717	1590748028023	OK	 
REQUEST	286		Login	1590748027840	1590748028023	OK	 
REQUEST	283		request_3	1590748027960	1590748028024	OK	 
REQUEST	38		request_10	1590748027966	1590748028035	OK	 
REQUEST	188		request_6	1590748027476	1590748028036	OK	 
REQUEST	322		Home	1590748027941	1590748028046	OK	 
REQUEST	42		request_10	1590748027940	1590748028047	OK	 
REQUEST	73		request_8	1590748027440	1590748028048	OK	 
REQUEST	288		request_3	1590748027856	1590748028080	OK	 
REQUEST	85		TransportesPendientes	1590748027941	1590748028086	OK	 
REQUEST	40		request_10	1590748027868	1590748028086	OK	 
REQUEST	287		Login	1590748027536	1590748028091	OK	 
REQUEST	193		request_6	1590748027923	1590748028094	OK	 
REQUEST	33		request_10	1590748027946	1590748028106	OK	 
REQUEST	286		request_3	1590748028024	1590748028113	OK	 
REQUEST	79		request_8	1590748027911	1590748028117	OK	 
REQUEST	284		request_3	1590748027945	1590748028118	OK	 
REQUEST	322		request_1	1590748028046	1590748028119	OK	 
REQUEST	85		request_8	1590748028089	1590748028120	OK	 
REQUEST	319		Home	1590748027941	1590748028126	OK	 
REQUEST	289		Login	1590748027943	1590748028130	OK	 
REQUEST	318		request_1	1590748027870	1590748028132	OK	 
REQUEST	39		request_10	1590748027946	1590748028135	OK	 
REQUEST	289		request_3	1590748028131	1590748028136	OK	 
REQUEST	36		request_10	1590748027899	1590748028137	OK	 
REQUEST	83		TransportesPendientes	1590748027942	1590748028137	OK	 
REQUEST	285		Login	1590748027943	1590748028138	OK	 
REQUEST	293		Login	1590748027943	1590748028140	OK	 
REQUEST	191		request_6	1590748027940	1590748028142	OK	 
REQUEST	292		Login	1590748027841	1590748028142	OK	 
REQUEST	287		request_3	1590748028092	1590748028142	OK	 
REQUEST	319		request_1	1590748028126	1590748028148	OK	 
REQUEST	293		request_3	1590748028141	1590748028148	OK	 
REQUEST	291		Login	1590748027943	1590748028149	OK	 
USER	transportarPos	326	START	1590748028206	1590748028206
USER	transportarNeg	323	START	1590748028206	1590748028206
REQUEST	285		request_3	1590748028139	1590748028272	OK	 
REQUEST	292		request_3	1590748028143	1590748028279	OK	 
REQUEST	195		Authenticated	1590748027435	1590748028292	OK	 
REQUEST	290		Login	1590748028153	1590748028471	OK	 
USER	transportarNeg	324	START	1590748028537	1590748028537
USER	transportarPos	327	START	1590748028538	1590748028538
REQUEST	323		Home	1590748028207	1590748028645	OK	 
REQUEST	294		Login	1590748028153	1590748028645	OK	 
REQUEST	291		request_3	1590748028149	1590748028646	OK	 
REQUEST	83		request_8	1590748028141	1590748028647	OK	 
REQUEST	197		Authenticated	1590748027434	1590748028655	OK	 
REQUEST	198		Authenticated	1590748027943	1590748028655	OK	 
REQUEST	196		Authenticated	1590748027943	1590748028657	OK	 
REQUEST	326		Home	1590748028207	1590748028676	OK	 
REQUEST	290		request_3	1590748028472	1590748028682	OK	 
REQUEST	195		Authenticated Redirect 1	1590748028292	1590748028700	OK	 
REQUEST	198		Authenticated Redirect 1	1590748028655	1590748028863	OK	 
REQUEST	84		TransportesPendientes	1590748028377	1590748028863	OK	 
USER	transportarNeg	325	START	1590748028867	1590748028867
USER	transportarPos	328	START	1590748028867	1590748028867
REQUEST	298		Login	1590748028344	1590748028880	OK	 
REQUEST	324		Home	1590748028537	1590748028930	OK	 
REQUEST	197		Authenticated Redirect 1	1590748028655	1590748028939	OK	 
REQUEST	199		Authenticated	1590748028291	1590748028939	OK	 
REQUEST	294		request_3	1590748028645	1590748028945	OK	 
REQUEST	295		Login	1590748028344	1590748028980	OK	 
REQUEST	327		Home	1590748028539	1590748028983	OK	 
REQUEST	296		Login	1590748028659	1590748028983	OK	 
REQUEST	195		request_6	1590748028700	1590748028984	OK	 
REQUEST	86		TransportesPendientes	1590748028377	1590748028998	OK	 
REQUEST	196		Authenticated Redirect 1	1590748028657	1590748028999	OK	 
REQUEST	323		request_1	1590748028645	1590748029034	OK	 
REQUEST	299		Login	1590748028659	1590748029065	OK	 
REQUEST	328		Home	1590748028868	1590748029081	OK	 
REQUEST	202		Authenticated	1590748028291	1590748029187	OK	 
USER	transportarNeg	329	START	1590748029198	1590748029198
USER	transportarPos	332	START	1590748029200	1590748029200
REQUEST	90		TransportesPendientes	1590748028780	1590748029202	OK	 
REQUEST	198		request_6	1590748028863	1590748029209	OK	 
REQUEST	326		request_1	1590748028677	1590748029209	OK	 
REQUEST	325		Home	1590748028868	1590748029209	OK	 
REQUEST	84		request_8	1590748028866	1590748029236	OK	 
REQUEST	200		Authenticated	1590748028578	1590748029236	OK	 
REQUEST	296		request_3	1590748028984	1590748029240	OK	 
REQUEST	332		Home	1590748029200	1590748029243	OK	 
REQUEST	87		TransportesPendientes	1590748028768	1590748029258	OK	 
REQUEST	203		Authenticated	1590748028578	1590748029258	OK	 
REQUEST	295		request_3	1590748028980	1590748029268	OK	 
REQUEST	199		Authenticated Redirect 1	1590748028939	1590748029301	OK	 
REQUEST	196		request_6	1590748028999	1590748029323	OK	 
REQUEST	197		request_6	1590748028940	1590748029323	OK	 
REQUEST	324		request_1	1590748028931	1590748029340	OK	 
REQUEST	298		request_3	1590748028881	1590748029340	OK	 
REQUEST	327		request_1	1590748028984	1590748029362	OK	 
REQUEST	88		TransportesPendientes	1590748029092	1590748029389	OK	 
USER	transportarNeg	330	START	1590748029546	1590748029546
USER	transportarPos	333	START	1590748029547	1590748029547
REQUEST	202		Authenticated Redirect 1	1590748029188	1590748029571	OK	 
REQUEST	299		request_3	1590748029066	1590748029571	OK	 
REQUEST	199		request_6	1590748029301	1590748029609	OK	 
