ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034731304	 	3.3.1
USER	InscribirCurso	148	END	1591034745724	1591034793066
USER	InscribirCurso	669	START	1591034793069	1591034793069
REQUEST	475		IniciadoSesion	1591034792482	1591034793079	OK	 
REQUEST	366		VerCursos	1591034793042	1591034793079	OK	 
REQUEST	669		Home	1591034793069	1591034793081	OK	 
REQUEST	475		IniciadoSesion Redirect 1	1591034793079	1591034793084	OK	 
REQUEST	614		IniciarSesion	1591034793102	1591034793109	OK	 
REQUEST	367		VerCursos	1591034793102	1591034793118	OK	 
REQUEST	257		MisCursosInscritos	1591034793119	1591034793134	OK	 
USER	InscribirCurso	149	END	1591034745813	1591034793159
USER	InscribirCurso	670	START	1591034793159	1591034793159
REQUEST	670		Home	1591034793159	1591034793173	OK	 
REQUEST	615		IniciarSesion	1591034793191	1591034793197	OK	 
REQUEST	368		VerCursos	1591034793191	1591034793205	OK	 
REQUEST	258		MisCursosInscritos	1591034793206	1591034793220	OK	 
USER	InscribirCurso	150	END	1591034745904	1591034793250
USER	InscribirCurso	671	START	1591034793250	1591034793250
REQUEST	671		Home	1591034793250	1591034793261	OK	 
REQUEST	477		IniciadoSesion	1591034792662	1591034793267	OK	 
REQUEST	477		IniciadoSesion Redirect 1	1591034793267	1591034793279	OK	 
REQUEST	476		IniciadoSesion	1591034792578	1591034793302	OK	 
REQUEST	369		VerCursos	1591034793283	1591034793303	OK	 
REQUEST	616		IniciarSesion	1591034793298	1591034793306	OK	 
REQUEST	476		IniciadoSesion Redirect 1	1591034793302	1591034793307	OK	 
REQUEST	259		MisCursosInscritos	1591034793301	1591034793317	OK	 
USER	InscribirCurso	151	END	1591034745988	1591034793335
USER	InscribirCurso	672	START	1591034793339	1591034793339
REQUEST	672		Home	1591034793339	1591034793345	OK	 
REQUEST	617		IniciarSesion	1591034793372	1591034793380	OK	 
REQUEST	478		IniciadoSesion	1591034792757	1591034793393	OK	 
REQUEST	370		VerCursos	1591034793383	1591034793397	OK	 
REQUEST	478		IniciadoSesion Redirect 1	1591034793393	1591034793398	OK	 
REQUEST	260		MisCursosInscritos	1591034793399	1591034793412	OK	 
USER	InscribirCurso	152	END	1591034746078	1591034793434
USER	InscribirCurso	673	START	1591034793439	1591034793439
REQUEST	673		Home	1591034793439	1591034793446	OK	 
REQUEST	618		IniciarSesion	1591034793474	1591034793487	OK	 
REQUEST	371		VerCursos	1591034793482	1591034793495	OK	 
REQUEST	479		IniciadoSesion	1591034792846	1591034793497	OK	 
REQUEST	479		IniciadoSesion Redirect 1	1591034793497	1591034793507	OK	 
REQUEST	480		IniciadoSesion	1591034792929	1591034793518	OK	 
USER	InscribirCurso	153	END	1591034746170	1591034793519
REQUEST	261		MisCursosInscritos	1591034793498	1591034793520	OK	 
REQUEST	480		IniciadoSesion Redirect 1	1591034793518	1591034793522	OK	 
USER	InscribirCurso	674	START	1591034793529	1591034793529
REQUEST	674		Home	1591034793529	1591034793534	OK	 
REQUEST	619		IniciarSesion	1591034793562	1591034793567	OK	 
REQUEST	372		VerCursos	1591034793581	1591034793595	OK	 
REQUEST	262		MisCursosInscritos	1591034793581	1591034793595	OK	 
REQUEST	481		IniciadoSesion	1591034793043	1591034793604	OK	 
REQUEST	481		IniciadoSesion Redirect 1	1591034793604	1591034793607	OK	 
USER	InscribirCurso	154	END	1591034746262	1591034793609
USER	InscribirCurso	675	START	1591034793620	1591034793620
REQUEST	675		Home	1591034793620	1591034793625	OK	 
REQUEST	620		IniciarSesion	1591034793653	1591034793657	OK	 
REQUEST	373		VerCursos	1591034793668	1591034793680	OK	 
REQUEST	263		MisCursosInscritos	1591034793695	1591034793710	OK	 
USER	InscribirCurso	676	START	1591034793710	1591034793710
REQUEST	482		IniciadoSesion	1591034793119	1591034793713	OK	 
REQUEST	676		Home	1591034793711	1591034793716	OK	 
REQUEST	482		IniciadoSesion Redirect 1	1591034793713	1591034793721	OK	 
USER	InscribirCurso	155	END	1591034746363	1591034793721
REQUEST	621		IniciarSesion	1591034793743	1591034793748	OK	 
REQUEST	264		MisCursosInscritos	1591034793749	1591034793762	OK	 
REQUEST	483		IniciadoSesion	1591034793221	1591034793783	OK	 
REQUEST	483		IniciadoSesion Redirect 1	1591034793783	1591034793794	OK	 
USER	InscribirCurso	677	START	1591034793803	1591034793803
REQUEST	374		VerCursos	1591034793789	1591034793807	OK	 
REQUEST	677		Home	1591034793803	1591034793810	OK	 
REQUEST	622		IniciarSesion	1591034793832	1591034793838	OK	 
USER	InscribirCurso	156	END	1591034746452	1591034793842
REQUEST	484		IniciadoSesion	1591034793301	1591034793850	OK	 
REQUEST	484		IniciadoSesion Redirect 1	1591034793850	1591034793854	OK	 
REQUEST	265		MisCursosInscritos	1591034793858	1591034793871	OK	 
REQUEST	375		VerCursos	1591034793869	1591034793881	OK	 
USER	InscribirCurso	678	START	1591034793891	1591034793891
REQUEST	678		Home	1591034793891	1591034793896	OK	 
REQUEST	623		IniciarSesion	1591034793924	1591034793929	OK	 
REQUEST	266		MisCursosInscritos	1591034793939	1591034793951	OK	 
REQUEST	485		IniciadoSesion	1591034793398	1591034793955	OK	 
REQUEST	485		IniciadoSesion Redirect 1	1591034793955	1591034793959	OK	 
USER	InscribirCurso	157	END	1591034746541	1591034793973
REQUEST	376		VerCursos	1591034793962	1591034793974	OK	 
USER	InscribirCurso	679	START	1591034793988	1591034793988
REQUEST	679		Home	1591034793989	1591034793994	OK	 
REQUEST	624		IniciarSesion	1591034794021	1591034794025	OK	 
REQUEST	486		IniciadoSesion	1591034793482	1591034794031	OK	 
REQUEST	486		IniciadoSesion Redirect 1	1591034794031	1591034794036	OK	 
REQUEST	377		VerCursos	1591034794032	1591034794044	OK	 
REQUEST	267		MisCursosInscritos	1591034794054	1591034794067	OK	 
USER	InscribirCurso	680	START	1591034794079	1591034794079
REQUEST	680		Home	1591034794080	1591034794085	OK	 
USER	InscribirCurso	158	END	1591034746631	1591034794102
REQUEST	487		IniciadoSesion	1591034793581	1591034794117	OK	 
REQUEST	625		IniciarSesion	1591034794113	1591034794117	OK	 
REQUEST	487		IniciadoSesion Redirect 1	1591034794117	1591034794121	OK	 
REQUEST	378		VerCursos	1591034794123	1591034794136	OK	 
REQUEST	268		MisCursosInscritos	1591034794129	1591034794142	OK	 
USER	InscribirCurso	681	START	1591034794172	1591034794172
REQUEST	681		Home	1591034794172	1591034794178	OK	 
REQUEST	488		IniciadoSesion	1591034793664	1591034794194	OK	 
USER	InscribirCurso	159	END	1591034746722	1591034794195
REQUEST	488		IniciadoSesion Redirect 1	1591034794195	1591034794201	OK	 
REQUEST	626		IniciarSesion	1591034794199	1591034794205	OK	 
REQUEST	269		MisCursosInscritos	1591034794198	1591034794212	OK	 
REQUEST	379		VerCursos	1591034794231	1591034794243	OK	 
USER	InscribirCurso	682	START	1591034794259	1591034794259
REQUEST	682		Home	1591034794259	1591034794265	OK	 
USER	InscribirCurso	160	END	1591034746810	1591034794270
REQUEST	489		IniciadoSesion	1591034793748	1591034794271	OK	 
REQUEST	489		IniciadoSesion Redirect 1	1591034794271	1591034794275	OK	 
REQUEST	627		IniciarSesion	1591034794292	1591034794298	OK	 
REQUEST	270		MisCursosInscritos	1591034794292	1591034794306	OK	 
REQUEST	380		VerCursos	1591034794314	1591034794326	OK	 
USER	InscribirCurso	683	START	1591034794351	1591034794351
REQUEST	683		Home	1591034794351	1591034794356	OK	 
REQUEST	490		IniciadoSesion	1591034793842	1591034794357	OK	 
REQUEST	490		IniciadoSesion Redirect 1	1591034794358	1591034794362	OK	 
REQUEST	628		IniciarSesion	1591034794384	1591034794390	OK	 
USER	InscribirCurso	161	END	1591034746900	1591034794399
REQUEST	381		VerCursos	1591034794388	1591034794402	OK	 
REQUEST	271		MisCursosInscritos	1591034794421	1591034794433	OK	 
REQUEST	491		IniciadoSesion	1591034793928	1591034794443	OK	 
REQUEST	491		IniciadoSesion Redirect 1	1591034794443	1591034794446	OK	 
USER	InscribirCurso	684	START	1591034794453	1591034794453
REQUEST	684		Home	1591034794454	1591034794462	OK	 
REQUEST	629		IniciarSesion	1591034794468	1591034794473	OK	 
REQUEST	382		VerCursos	1591034794493	1591034794505	OK	 
USER	InscribirCurso	162	END	1591034746992	1591034794508
USER	InscribirCurso	685	START	1591034794541	1591034794541
REQUEST	685		Home	1591034794541	1591034794548	OK	 
REQUEST	492		IniciadoSesion	1591034794043	1591034794553	OK	 
REQUEST	272		MisCursosInscritos	1591034794541	1591034794556	OK	 
REQUEST	492		IniciadoSesion Redirect 1	1591034794553	1591034794560	OK	 
REQUEST	630		IniciarSesion	1591034794558	1591034794564	OK	 
USER	InscribirCurso	163	END	1591034747078	1591034794573
REQUEST	383		VerCursos	1591034794558	1591034794573	OK	 
REQUEST	493		IniciadoSesion	1591034794123	1591034794632	OK	 
USER	InscribirCurso	686	START	1591034794634	1591034794634
REQUEST	493		IniciadoSesion Redirect 1	1591034794632	1591034794637	OK	 
REQUEST	686		Home	1591034794634	1591034794640	OK	 
REQUEST	384		VerCursos	1591034794638	1591034794651	OK	 
REQUEST	631		IniciarSesion	1591034794649	1591034794655	OK	 
REQUEST	273		MisCursosInscritos	1591034794649	1591034794664	OK	 
USER	InscribirCurso	164	END	1591034747172	1591034794671
REQUEST	494		IniciadoSesion	1591034794209	1591034794717	OK	 
REQUEST	494		IniciadoSesion Redirect 1	1591034794717	1591034794722	OK	 
USER	InscribirCurso	687	START	1591034794723	1591034794723
REQUEST	687		Home	1591034794723	1591034794728	OK	 
REQUEST	632		IniciarSesion	1591034794738	1591034794742	OK	 
REQUEST	274		MisCursosInscritos	1591034794749	1591034794762	OK	 
REQUEST	385		VerCursos	1591034794749	1591034794763	OK	 
USER	InscribirCurso	165	END	1591034747258	1591034794791
USER	InscribirCurso	688	START	1591034794814	1591034794814
REQUEST	495		IniciadoSesion	1591034794303	1591034794820	OK	 
REQUEST	688		Home	1591034794814	1591034794822	OK	 
REQUEST	495		IniciadoSesion Redirect 1	1591034794820	1591034794824	OK	 
REQUEST	633		IniciarSesion	1591034794833	1591034794838	OK	 
REQUEST	386		VerCursos	1591034794843	1591034794856	OK	 
USER	InscribirCurso	166	END	1591034747359	1591034794870
REQUEST	275		MisCursosInscritos	1591034794858	1591034794871	OK	 
USER	InscribirCurso	689	START	1591034794902	1591034794902
REQUEST	689		Home	1591034794902	1591034794908	OK	 
REQUEST	496		IniciadoSesion	1591034794399	1591034794916	OK	 
REQUEST	496		IniciadoSesion Redirect 1	1591034794916	1591034794921	OK	 
REQUEST	634		IniciarSesion	1591034794929	1591034794937	OK	 
REQUEST	387		VerCursos	1591034794924	1591034794939	OK	 
REQUEST	276		MisCursosInscritos	1591034794928	1591034794942	OK	 
USER	InscribirCurso	167	END	1591034747454	1591034794984
USER	InscribirCurso	690	START	1591034794988	1591034794988
REQUEST	497		IniciadoSesion	1591034794479	1591034794993	OK	 
REQUEST	690		Home	1591034794989	1591034794994	OK	 
REQUEST	497		IniciadoSesion Redirect 1	1591034794994	1591034794998	OK	 
REQUEST	388		VerCursos	1591034794999	1591034795010	OK	 
REQUEST	635		IniciarSesion	1591034795010	1591034795015	OK	 
USER	InscribirCurso	168	END	1591034747538	1591034795058
REQUEST	277		MisCursosInscritos	1591034795058	1591034795070	OK	 
USER	InscribirCurso	691	START	1591034795080	1591034795080
REQUEST	691		Home	1591034795080	1591034795084	OK	 
REQUEST	498		IniciadoSesion	1591034794573	1591034795095	OK	 
REQUEST	498		IniciadoSesion Redirect 1	1591034795095	1591034795100	OK	 
REQUEST	389		VerCursos	1591034795091	1591034795103	OK	 
REQUEST	636		IniciarSesion	1591034795102	1591034795107	OK	 
REQUEST	278		MisCursosInscritos	1591034795102	1591034795115	OK	 
REQUEST	499		IniciadoSesion	1591034794660	1591034795160	OK	 
USER	InscribirCurso	169	END	1591034747629	1591034795161
REQUEST	499		IniciadoSesion Redirect 1	1591034795160	1591034795164	OK	 
USER	InscribirCurso	692	START	1591034795182	1591034795182
REQUEST	692		Home	1591034795183	1591034795187	OK	 
REQUEST	637		IniciarSesion	1591034795193	1591034795200	OK	 
REQUEST	390		VerCursos	1591034795193	1591034795207	OK	 
REQUEST	279		MisCursosInscritos	1591034795193	1591034795207	OK	 
REQUEST	500		IniciadoSesion	1591034794749	1591034795251	OK	 
REQUEST	500		IniciadoSesion Redirect 1	1591034795251	1591034795255	OK	 
REQUEST	280		MisCursosInscritos	1591034795252	1591034795265	OK	 
USER	InscribirCurso	170	END	1591034747721	1591034795274
USER	InscribirCurso	693	START	1591034795274	1591034795274
REQUEST	693		Home	1591034795275	1591034795279	OK	 
REQUEST	638		IniciarSesion	1591034795289	1591034795293	OK	 
REQUEST	391		VerCursos	1591034795300	1591034795312	OK	 
USER	InscribirCurso	171	END	1591034747811	1591034795333
REQUEST	501		IniciadoSesion	1591034794843	1591034795345	OK	 
REQUEST	281		MisCursosInscritos	1591034795333	1591034795346	OK	 
REQUEST	501		IniciadoSesion Redirect 1	1591034795345	1591034795349	OK	 
USER	InscribirCurso	694	START	1591034795360	1591034795360
REQUEST	694		Home	1591034795360	1591034795365	OK	 
REQUEST	639		IniciarSesion	1591034795382	1591034795387	OK	 
REQUEST	502		IniciadoSesion	1591034794924	1591034795403	OK	 
REQUEST	502		IniciadoSesion Redirect 1	1591034795404	1591034795409	OK	 
USER	InscribirCurso	172	END	1591034747900	1591034795430
REQUEST	392		VerCursos	1591034795430	1591034795442	OK	 
USER	InscribirCurso	695	START	1591034795452	1591034795452
REQUEST	282		MisCursosInscritos	1591034795441	1591034795453	OK	 
REQUEST	695		Home	1591034795452	1591034795457	OK	 
REQUEST	640		IniciarSesion	1591034795474	1591034795479	OK	 
REQUEST	503		IniciadoSesion	1591034795021	1591034795515	OK	 
REQUEST	503		IniciadoSesion Redirect 1	1591034795515	1591034795519	OK	 
USER	InscribirCurso	173	END	1591034748001	1591034795522
REQUEST	283		MisCursosInscritos	1591034795522	1591034795534	OK	 
USER	InscribirCurso	696	START	1591034795538	1591034795538
REQUEST	696		Home	1591034795539	1591034795543	OK	 
REQUEST	641		IniciarSesion	1591034795560	1591034795564	OK	 
REQUEST	393		VerCursos	1591034795571	1591034795582	OK	 
REQUEST	504		IniciadoSesion	1591034795113	1591034795608	OK	 
USER	InscribirCurso	174	END	1591034748091	1591034795610
REQUEST	504		IniciadoSesion Redirect 1	1591034795609	1591034795616	OK	 
REQUEST	284		MisCursosInscritos	1591034795610	1591034795626	OK	 
USER	InscribirCurso	697	START	1591034795629	1591034795629
REQUEST	697		Home	1591034795629	1591034795636	OK	 
REQUEST	642		IniciarSesion	1591034795650	1591034795656	OK	 
REQUEST	505		IniciadoSesion	1591034795198	1591034795682	OK	 
REQUEST	505		IniciadoSesion Redirect 1	1591034795682	1591034795691	OK	 
USER	InscribirCurso	175	END	1591034748182	1591034795694
REQUEST	394		VerCursos	1591034795683	1591034795702	OK	 
REQUEST	285		MisCursosInscritos	1591034795694	1591034795709	OK	 
USER	InscribirCurso	698	START	1591034795721	1591034795721
REQUEST	698		Home	1591034795721	1591034795730	OK	 
REQUEST	643		IniciarSesion	1591034795743	1591034795755	OK	 
REQUEST	286		MisCursosInscritos	1591034795785	1591034795810	OK	 
USER	InscribirCurso	699	START	1591034795811	1591034795811
REQUEST	506		IniciadoSesion	1591034795300	1591034795829	OK	 
REQUEST	699		Home	1591034795811	1591034795833	OK	 
USER	InscribirCurso	176	END	1591034748274	1591034795834
REQUEST	506		IniciadoSesion Redirect 1	1591034795830	1591034795853	OK	 
REQUEST	644		IniciarSesion	1591034795835	1591034795863	OK	 
REQUEST	395		VerCursos	1591034795873	1591034795899	OK	 
REQUEST	287		MisCursosInscritos	1591034795873	1591034795899	OK	 
USER	InscribirCurso	700	START	1591034795904	1591034795904
USER	InscribirCurso	177	END	1591034748363	1591034795916
REQUEST	700		Home	1591034795904	1591034795925	OK	 
REQUEST	396		VerCursos	1591034795904	1591034795930	OK	 
REQUEST	645		IniciarSesion	1591034795928	1591034795939	OK	 
USER	InscribirCurso	178	END	1591034748452	1591034795974
REQUEST	288		MisCursosInscritos	1591034795944	1591034795993	OK	 
USER	InscribirCurso	701	START	1591034795996	1591034795996
REQUEST	507		IniciadoSesion	1591034795382	1591034796007	OK	 
REQUEST	701		Home	1591034795996	1591034796012	OK	 
REQUEST	507		IniciadoSesion Redirect 1	1591034796008	1591034796014	OK	 
REQUEST	646		IniciarSesion	1591034796020	1591034796026	OK	 
USER	InscribirCurso	179	END	1591034748539	1591034796049
REQUEST	397		VerCursos	1591034796049	1591034796067	OK	 
REQUEST	289		MisCursosInscritos	1591034796049	1591034796070	OK	 
USER	InscribirCurso	702	START	1591034796097	1591034796097
REQUEST	702		Home	1591034796097	1591034796107	OK	 
REQUEST	647		IniciarSesion	1591034796141	1591034796156	OK	 
REQUEST	508		IniciadoSesion	1591034795474	1591034796172	OK	 
USER	InscribirCurso	180	END	1591034748628	1591034796178
REQUEST	508		IniciadoSesion Redirect 1	1591034796172	1591034796190	OK	 
USER	InscribirCurso	703	START	1591034796191	1591034796191
REQUEST	290		MisCursosInscritos	1591034796178	1591034796209	OK	 
REQUEST	399		VerCursos	1591034796191	1591034796209	OK	 
REQUEST	398		VerCursos	1591034796178	1591034796209	OK	 
REQUEST	703		Home	1591034796191	1591034796214	OK	 
REQUEST	648		IniciarSesion	1591034796210	1591034796219	OK	 
USER	InscribirCurso	181	END	1591034748719	1591034796242
USER	InscribirCurso	704	START	1591034796286	1591034796286
USER	InscribirCurso	182	END	1591034748808	1591034796352
REQUEST	291		MisCursosInscritos	1591034796242	1591034796356	OK	 
USER	InscribirCurso	705	START	1591034796363	1591034796363
REQUEST	509		IniciadoSesion	1591034795571	1591034796365	OK	 
REQUEST	400		VerCursos	1591034796286	1591034796381	OK	 
REQUEST	649		IniciarSesion	1591034796308	1591034796381	OK	 
REQUEST	292		MisCursosInscritos	1591034796339	1591034796387	OK	 
REQUEST	704		Home	1591034796286	1591034796387	OK	 
REQUEST	705		Home	1591034796363	1591034796388	OK	 
REQUEST	650		IniciarSesion	1591034796379	1591034796388	OK	 
REQUEST	509		IniciadoSesion Redirect 1	1591034796365	1591034796392	OK	 
REQUEST	401		VerCursos	1591034796378	1591034796417	OK	 
USER	InscribirCurso	183	END	1591034748900	1591034796418
USER	InscribirCurso	706	START	1591034796451	1591034796451
REQUEST	293		MisCursosInscritos	1591034796418	1591034796463	OK	 
REQUEST	706		Home	1591034796452	1591034796467	OK	 
REQUEST	651		IniciarSesion	1591034796488	1591034796502	OK	 
USER	InscribirCurso	184	END	1591034748993	1591034796557
USER	InscribirCurso	707	START	1591034796557	1591034796557
REQUEST	707		Home	1591034796557	1591034796584	OK	 
REQUEST	294		MisCursosInscritos	1591034796557	1591034796593	OK	 
REQUEST	403		VerCursos	1591034796557	1591034796593	OK	 
USER	InscribirCurso	185	END	1591034749078	1591034796621
REQUEST	652		IniciarSesion	1591034796605	1591034796655	OK	 
REQUEST	510		IniciadoSesion	1591034795811	1591034796657	OK	 
USER	InscribirCurso	708	START	1591034796670	1591034796670
REQUEST	402		VerCursos	1591034796605	1591034796689	OK	 
REQUEST	295		MisCursosInscritos	1591034796605	1591034796689	OK	 
USER	InscribirCurso	186	END	1591034749174	1591034796710
REQUEST	653		IniciarSesion	1591034796670	1591034796725	OK	 
REQUEST	510		IniciadoSesion Redirect 1	1591034796658	1591034796729	OK	 
REQUEST	513		IniciadoSesion	1591034795928	1591034796734	OK	 
USER	InscribirCurso	709	START	1591034796737	1591034796737
REQUEST	708		Home	1591034796670	1591034796738	OK	 
REQUEST	404		VerCursos	1591034796710	1591034796759	OK	 
REQUEST	709		Home	1591034796737	1591034796764	OK	 
USER	InscribirCurso	187	END	1591034749263	1591034796765
REQUEST	513		IniciadoSesion Redirect 1	1591034796734	1591034796774	OK	 
REQUEST	654		IniciarSesion	1591034796765	1591034796807	OK	 
USER	InscribirCurso	710	START	1591034796817	1591034796817
REQUEST	405		VerCursos	1591034796710	1591034796835	OK	 
REQUEST	406		VerCursos	1591034796765	1591034796835	OK	 
REQUEST	710		Home	1591034796817	1591034796840	OK	 
REQUEST	296		MisCursosInscritos	1591034796710	1591034796858	OK	 
REQUEST	297		MisCursosInscritos	1591034796817	1591034796858	OK	 
REQUEST	655		IniciarSesion	1591034796842	1591034796863	OK	 
REQUEST	407		VerCursos	1591034796842	1591034796871	OK	 
USER	InscribirCurso	188	END	1591034749361	1591034796891
USER	InscribirCurso	711	START	1591034796912	1591034796912
REQUEST	298		MisCursosInscritos	1591034796891	1591034796925	OK	 
REQUEST	711		Home	1591034796912	1591034796929	OK	 
REQUEST	511		IniciadoSesion	1591034795811	1591034796944	OK	 
USER	InscribirCurso	189	END	1591034749449	1591034796957
REQUEST	511		IniciadoSesion Redirect 1	1591034796944	1591034796979	OK	 
REQUEST	656		IniciarSesion	1591034796944	1591034796979	OK	 
REQUEST	299		MisCursosInscritos	1591034796957	1591034796992	OK	 
REQUEST	408		VerCursos	1591034796957	1591034797002	OK	 
USER	InscribirCurso	712	START	1591034797026	1591034797026
REQUEST	409		VerCursos	1591034797026	1591034797078	OK	 
REQUEST	300		MisCursosInscritos	1591034797058	1591034797093	OK	 
REQUEST	512		IniciadoSesion	1591034795842	1591034797093	OK	 
REQUEST	712		Home	1591034797026	1591034797093	OK	 
REQUEST	657		IniciarSesion	1591034797026	1591034797093	OK	 
USER	InscribirCurso	713	START	1591034797096	1591034797096
REQUEST	512		IniciadoSesion Redirect 1	1591034797093	1591034797117	OK	 
REQUEST	713		Home	1591034797096	1591034797117	OK	 
USER	InscribirCurso	190	END	1591034749539	1591034797118
REQUEST	516		IniciadoSesion	1591034796210	1591034797138	OK	 
USER	InscribirCurso	191	END	1591034749630	1591034797139
USER	InscribirCurso	714	START	1591034797183	1591034797183
USER	InscribirCurso	192	END	1591034749721	1591034797232
REQUEST	410		VerCursos	1591034797118	1591034797234	OK	 
REQUEST	658		IniciarSesion	1591034797118	1591034797234	OK	 
USER	InscribirCurso	715	START	1591034797260	1591034797260
USER	InscribirCurso	193	END	1591034749812	1591034797331
USER	InscribirCurso	716	START	1591034797370	1591034797370
REQUEST	517		IniciadoSesion	1591034796308	1591034797386	OK	 
REQUEST	514		IniciadoSesion	1591034796010	1591034797391	OK	 
REQUEST	519		IniciadoSesion	1591034796488	1591034797391	OK	 
REQUEST	520		IniciadoSesion	1591034796604	1591034797392	OK	 
REQUEST	516		IniciadoSesion Redirect 1	1591034797138	1591034797396	OK	 
REQUEST	517		IniciadoSesion Redirect 1	1591034797387	1591034797398	OK	 
REQUEST	301		MisCursosInscritos	1591034797139	1591034797430	OK	 
REQUEST	302		MisCursosInscritos	1591034797232	1591034797431	OK	 
REQUEST	660		IniciarSesion	1591034797296	1591034797431	OK	 
USER	InscribirCurso	194	END	1591034749903	1591034797432
REQUEST	520		IniciadoSesion Redirect 1	1591034797392	1591034797438	OK	 
REQUEST	303		MisCursosInscritos	1591034797296	1591034797447	OK	 
REQUEST	716		Home	1591034797370	1591034797469	OK	 
REQUEST	715		Home	1591034797260	1591034797483	OK	 
USER	InscribirCurso	717	START	1591034797483	1591034797483
USER	InscribirCurso	195	END	1591034749993	1591034797501
REQUEST	659		IniciarSesion	1591034797211	1591034797524	OK	 
REQUEST	519		IniciadoSesion Redirect 1	1591034797392	1591034797525	OK	 
REQUEST	413		VerCursos	1591034797370	1591034797526	OK	 
REQUEST	304		MisCursosInscritos	1591034797381	1591034797526	OK	 
REQUEST	411		VerCursos	1591034797161	1591034797540	OK	 
REQUEST	522		IniciadoSesion	1591034796765	1591034797541	OK	 
USER	InscribirCurso	718	START	1591034797541	1591034797541
REQUEST	412		VerCursos	1591034797260	1591034797544	OK	 
REQUEST	714		Home	1591034797183	1591034797544	OK	 
REQUEST	305		MisCursosInscritos	1591034797501	1591034797579	OK	 
REQUEST	514		IniciadoSesion Redirect 1	1591034797392	1591034797579	OK	 
REQUEST	661		IniciarSesion	1591034797381	1591034797579	OK	 
REQUEST	414		VerCursos	1591034797432	1591034797580	OK	 
REQUEST	522		IniciadoSesion Redirect 1	1591034797541	1591034797585	OK	 
REQUEST	718		Home	1591034797542	1591034797585	OK	 
REQUEST	662		IniciarSesion	1591034797483	1591034797585	OK	 
USER	InscribirCurso	196	END	1591034750083	1591034797586
REQUEST	663		IniciarSesion	1591034797541	1591034797587	OK	 
REQUEST	415		VerCursos	1591034797541	1591034797623	OK	 
REQUEST	717		Home	1591034797484	1591034797624	OK	 
REQUEST	306		MisCursosInscritos	1591034797586	1591034797671	OK	 
REQUEST	515		IniciadoSesion	1591034796141	1591034797671	OK	 
USER	InscribirCurso	197	END	1591034750179	1591034797679
USER	InscribirCurso	719	START	1591034797679	1591034797679
REQUEST	416		VerCursos	1591034797623	1591034797712	OK	 
USER	InscribirCurso	720	START	1591034797723	1591034797723
REQUEST	515		IniciadoSesion Redirect 1	1591034797672	1591034797725	OK	 
USER	InscribirCurso	198	END	1591034750268	1591034797815
USER	InscribirCurso	721	START	1591034797815	1591034797815
USER	InscribirCurso	199	END	1591034750364	1591034797866
USER	InscribirCurso	722	START	1591034797925	1591034797925
USER	InscribirCurso	200	END	1591034750433	1591034797955
USER	InscribirCurso	723	START	1591034798010	1591034798010
USER	InscribirCurso	201	END	1591034750533	1591034798051
USER	InscribirCurso	724	START	1591034798091	1591034798091
USER	InscribirCurso	202	END	1591034750623	1591034798127
USER	InscribirCurso	725	START	1591034798191	1591034798191
USER	InscribirCurso	203	END	1591034750708	1591034798212
REQUEST	521		IniciadoSesion	1591034796670	1591034798257	OK	 
REQUEST	525		IniciadoSesion	1591034797026	1591034798258	OK	 
REQUEST	664		IniciarSesion	1591034797679	1591034798258	OK	 
REQUEST	307		MisCursosInscritos	1591034797679	1591034798259	OK	 
REQUEST	518		IniciadoSesion	1591034796379	1591034798267	OK	 
REQUEST	666		IniciarSesion	1591034797834	1591034798268	OK	 
REQUEST	723		Home	1591034798010	1591034798289	OK	 
USER	InscribirCurso	726	START	1591034798290	1591034798290
USER	InscribirCurso	204	END	1591034750799	1591034798291
REQUEST	724		Home	1591034798092	1591034798308	OK	 
REQUEST	421		VerCursos	1591034798051	1591034798323	OK	 
REQUEST	527		IniciadoSesion	1591034797211	1591034798327	OK	 
REQUEST	524		IniciadoSesion	1591034796945	1591034798327	OK	 
REQUEST	523		IniciadoSesion	1591034796842	1591034798340	OK	 
REQUEST	527		IniciadoSesion Redirect 1	1591034798327	1591034798366	OK	 
USER	InscribirCurso	727	START	1591034798367	1591034798367
REQUEST	530		IniciadoSesion	1591034797484	1591034798373	OK	 
REQUEST	530		IniciadoSesion Redirect 1	1591034798373	1591034798382	OK	 
REQUEST	719		Home	1591034797679	1591034798388	OK	 
REQUEST	721		Home	1591034797816	1591034798398	OK	 
USER	InscribirCurso	205	END	1591034750891	1591034798400
REQUEST	672		IniciarSesion	1591034798367	1591034798409	OK	 
REQUEST	671		IniciarSesion	1591034798290	1591034798421	OK	 
REQUEST	668		IniciarSesion	1591034798051	1591034798421	OK	 
USER	InscribirCurso	728	START	1591034798444	1591034798444
REQUEST	524		IniciadoSesion Redirect 1	1591034798327	1591034798477	OK	 
REQUEST	521		IniciadoSesion Redirect 1	1591034798257	1591034798497	OK	 
USER	InscribirCurso	206	END	1591034750983	1591034798497
REQUEST	314		MisCursosInscritos	1591034798325	1591034798530	OK	 
REQUEST	720		Home	1591034797723	1591034798530	OK	 
USER	InscribirCurso	729	START	1591034798541	1591034798541
REQUEST	523		IniciadoSesion Redirect 1	1591034798340	1591034798548	OK	 
