ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.InscribirCurso	inscribircurso	1591034731304	 	3.3.1
REQUEST	2		MisCursosInscritos	1591034769792	1591034769817	OK	 
USER	InscribirCurso	413	START	1591034769818	1591034769818
REQUEST	220		IniciadoSesion Redirect 1	1591034769816	1591034769829	OK	 
REQUEST	413		Home	1591034769818	1591034769833	OK	 
REQUEST	358		IniciarSesion	1591034769833	1591034769838	OK	 
REQUEST	113		VerCursos	1591034769860	1591034769900	OK	 
USER	InscribirCurso	414	START	1591034769900	1591034769900
REQUEST	3		MisCursosInscritos	1591034769888	1591034769908	OK	 
REQUEST	414		Home	1591034769900	1591034769911	OK	 
REQUEST	221		IniciadoSesion	1591034769393	1591034769920	OK	 
REQUEST	221		IniciadoSesion Redirect 1	1591034769920	1591034769924	OK	 
REQUEST	359		IniciarSesion	1591034769922	1591034769927	OK	 
REQUEST	114		VerCursos	1591034769946	1591034769968	OK	 
REQUEST	4		MisCursosInscritos	1591034769960	1591034769973	OK	 
REQUEST	222		IniciadoSesion	1591034769478	1591034769999	OK	 
USER	InscribirCurso	415	START	1591034770003	1591034770003
REQUEST	222		IniciadoSesion Redirect 1	1591034769999	1591034770003	OK	 
REQUEST	415		Home	1591034770003	1591034770008	OK	 
REQUEST	360		IniciarSesion	1591034770018	1591034770024	OK	 
REQUEST	115		VerCursos	1591034770051	1591034770062	OK	 
REQUEST	223		IniciadoSesion	1591034769559	1591034770063	OK	 
REQUEST	223		IniciadoSesion Redirect 1	1591034770064	1591034770068	OK	 
REQUEST	5		MisCursosInscritos	1591034770074	1591034770086	OK	 
USER	InscribirCurso	416	START	1591034770089	1591034770089
REQUEST	416		Home	1591034770089	1591034770094	OK	 
REQUEST	361		IniciarSesion	1591034770111	1591034770115	OK	 
REQUEST	116		VerCursos	1591034770133	1591034770144	OK	 
REQUEST	224		IniciadoSesion	1591034769652	1591034770159	OK	 
REQUEST	6		MisCursosInscritos	1591034770148	1591034770161	OK	 
REQUEST	224		IniciadoSesion Redirect 1	1591034770159	1591034770163	OK	 
USER	InscribirCurso	417	START	1591034770180	1591034770180
REQUEST	417		Home	1591034770181	1591034770186	OK	 
REQUEST	362		IniciarSesion	1591034770202	1591034770208	OK	 
REQUEST	117		VerCursos	1591034770224	1591034770236	OK	 
REQUEST	7		MisCursosInscritos	1591034770224	1591034770238	OK	 
USER	InscribirCurso	418	START	1591034770271	1591034770271
REQUEST	418		Home	1591034770272	1591034770277	OK	 
REQUEST	225		IniciadoSesion	1591034769750	1591034770281	OK	 
REQUEST	225		IniciadoSesion Redirect 1	1591034770282	1591034770285	OK	 
REQUEST	363		IniciarSesion	1591034770304	1591034770309	OK	 
REQUEST	118		VerCursos	1591034770308	1591034770320	OK	 
REQUEST	226		IniciadoSesion	1591034769843	1591034770329	OK	 
REQUEST	226		IniciadoSesion Redirect 1	1591034770329	1591034770334	OK	 
REQUEST	8		MisCursosInscritos	1591034770320	1591034770334	OK	 
USER	InscribirCurso	419	START	1591034770358	1591034770358
REQUEST	419		Home	1591034770359	1591034770363	OK	 
REQUEST	364		IniciarSesion	1591034770380	1591034770384	OK	 
REQUEST	9		MisCursosInscritos	1591034770402	1591034770413	OK	 
REQUEST	227		IniciadoSesion	1591034769933	1591034770414	OK	 
REQUEST	227		IniciadoSesion Redirect 1	1591034770414	1591034770417	OK	 
REQUEST	119		VerCursos	1591034770424	1591034770435	OK	 
USER	InscribirCurso	420	START	1591034770450	1591034770450
REQUEST	420		Home	1591034770450	1591034770455	OK	 
REQUEST	365		IniciarSesion	1591034770472	1591034770476	OK	 
REQUEST	228		IniciadoSesion	1591034770018	1591034770494	OK	 
REQUEST	228		IniciadoSesion Redirect 1	1591034770494	1591034770499	OK	 
REQUEST	10		MisCursosInscritos	1591034770498	1591034770510	OK	 
REQUEST	120		VerCursos	1591034770519	1591034770531	OK	 
USER	InscribirCurso	421	START	1591034770541	1591034770541
REQUEST	421		Home	1591034770542	1591034770546	OK	 
REQUEST	229		IniciadoSesion	1591034770089	1591034770550	OK	 
REQUEST	229		IniciadoSesion Redirect 1	1591034770550	1591034770554	OK	 
REQUEST	366		IniciarSesion	1591034770563	1591034770568	OK	 
REQUEST	11		MisCursosInscritos	1591034770600	1591034770612	OK	 
REQUEST	121		VerCursos	1591034770600	1591034770612	OK	 
USER	InscribirCurso	422	START	1591034770633	1591034770633
REQUEST	422		Home	1591034770633	1591034770638	OK	 
REQUEST	230		IniciadoSesion	1591034770202	1591034770652	OK	 
REQUEST	367		IniciarSesion	1591034770648	1591034770653	OK	 
REQUEST	230		IniciadoSesion Redirect 1	1591034770653	1591034770657	OK	 
REQUEST	12		MisCursosInscritos	1591034770681	1591034770692	OK	 
REQUEST	122		VerCursos	1591034770692	1591034770704	OK	 
USER	InscribirCurso	423	START	1591034770719	1591034770719
REQUEST	423		Home	1591034770719	1591034770724	OK	 
REQUEST	368		IniciarSesion	1591034770741	1591034770746	OK	 
REQUEST	231		IniciadoSesion	1591034770304	1591034770759	OK	 
REQUEST	231		IniciadoSesion Redirect 1	1591034770759	1591034770763	OK	 
REQUEST	123		VerCursos	1591034770789	1591034770800	OK	 
USER	InscribirCurso	424	START	1591034770811	1591034770811
REQUEST	13		MisCursosInscritos	1591034770800	1591034770811	OK	 
REQUEST	424		Home	1591034770811	1591034770816	OK	 
REQUEST	232		IniciadoSesion	1591034770391	1591034770835	OK	 
REQUEST	369		IniciarSesion	1591034770833	1591034770838	OK	 
REQUEST	232		IniciadoSesion Redirect 1	1591034770836	1591034770839	OK	 
REQUEST	14		MisCursosInscritos	1591034770870	1591034770881	OK	 
USER	InscribirCurso	425	START	1591034770913	1591034770913
REQUEST	124		VerCursos	1591034770902	1591034770917	OK	 
REQUEST	425		Home	1591034770914	1591034770919	OK	 
REQUEST	233		IniciadoSesion	1591034770472	1591034770930	OK	 
REQUEST	233		IniciadoSesion Redirect 1	1591034770931	1591034770934	OK	 
REQUEST	370		IniciarSesion	1591034770940	1591034770945	OK	 
REQUEST	15		MisCursosInscritos	1591034770962	1591034770974	OK	 
REQUEST	125		VerCursos	1591034770973	1591034770984	OK	 
USER	InscribirCurso	426	START	1591034770999	1591034770999
REQUEST	426		Home	1591034770999	1591034771004	OK	 
REQUEST	234		IniciadoSesion	1591034770563	1591034771022	OK	 
REQUEST	234		IniciadoSesion Redirect 1	1591034771022	1591034771026	OK	 
REQUEST	371		IniciarSesion	1591034771021	1591034771026	OK	 
REQUEST	126		VerCursos	1591034771054	1591034771067	OK	 
REQUEST	16		MisCursosInscritos	1591034771054	1591034771069	OK	 
USER	InscribirCurso	427	START	1591034771093	1591034771093
REQUEST	235		IniciadoSesion	1591034770648	1591034771095	OK	 
REQUEST	427		Home	1591034771093	1591034771099	OK	 
REQUEST	235		IniciadoSesion Redirect 1	1591034771095	1591034771099	OK	 
REQUEST	372		IniciarSesion	1591034771108	1591034771113	OK	 
REQUEST	17		MisCursosInscritos	1591034771130	1591034771143	OK	 
REQUEST	127		VerCursos	1591034771130	1591034771143	OK	 
USER	InscribirCurso	428	START	1591034771178	1591034771178
REQUEST	428		Home	1591034771179	1591034771184	OK	 
REQUEST	236		IniciadoSesion	1591034770741	1591034771193	OK	 
REQUEST	236		IniciadoSesion Redirect 1	1591034771193	1591034771197	OK	 
REQUEST	373		IniciarSesion	1591034771200	1591034771204	OK	 
REQUEST	128		VerCursos	1591034771222	1591034771234	OK	 
REQUEST	18		MisCursosInscritos	1591034771235	1591034771248	OK	 
USER	InscribirCurso	429	START	1591034771270	1591034771270
REQUEST	429		Home	1591034771271	1591034771276	OK	 
REQUEST	237		IniciadoSesion	1591034770833	1591034771297	OK	 
REQUEST	374		IniciarSesion	1591034771292	1591034771297	OK	 
REQUEST	237		IniciadoSesion Redirect 1	1591034771297	1591034771302	OK	 
REQUEST	129		VerCursos	1591034771314	1591034771326	OK	 
REQUEST	19		MisCursosInscritos	1591034771314	1591034771326	OK	 
USER	InscribirCurso	430	START	1591034771361	1591034771361
REQUEST	430		Home	1591034771361	1591034771367	OK	 
REQUEST	238		IniciadoSesion	1591034770918	1591034771389	OK	 
REQUEST	375		IniciarSesion	1591034771383	1591034771389	OK	 
REQUEST	238		IniciadoSesion Redirect 1	1591034771389	1591034771395	OK	 
REQUEST	130		VerCursos	1591034771383	1591034771397	OK	 
REQUEST	20		MisCursosInscritos	1591034771409	1591034771422	OK	 
USER	InscribirCurso	431	START	1591034771448	1591034771448
REQUEST	431		Home	1591034771449	1591034771453	OK	 
REQUEST	239		IniciadoSesion	1591034771010	1591034771479	OK	 
REQUEST	239		IniciadoSesion Redirect 1	1591034771480	1591034771484	OK	 
REQUEST	376		IniciarSesion	1591034771480	1591034771484	OK	 
REQUEST	131		VerCursos	1591034771491	1591034771503	OK	 
REQUEST	21		MisCursosInscritos	1591034771502	1591034771515	OK	 
USER	InscribirCurso	432	START	1591034771539	1591034771539
REQUEST	432		Home	1591034771539	1591034771544	OK	 
REQUEST	377		IniciarSesion	1591034771561	1591034771565	OK	 
REQUEST	240		IniciadoSesion	1591034771104	1591034771577	OK	 
REQUEST	240		IniciadoSesion Redirect 1	1591034771577	1591034771582	OK	 
REQUEST	132		VerCursos	1591034771583	1591034771593	OK	 
REQUEST	22		MisCursosInscritos	1591034771598	1591034771611	OK	 
USER	InscribirCurso	433	START	1591034771630	1591034771630
REQUEST	433		Home	1591034771631	1591034771636	OK	 
REQUEST	378		IniciarSesion	1591034771652	1591034771656	OK	 
REQUEST	241		IniciadoSesion	1591034771189	1591034771666	OK	 
REQUEST	241		IniciadoSesion Redirect 1	1591034771666	1591034771671	OK	 
REQUEST	133		VerCursos	1591034771668	1591034771680	OK	 
REQUEST	23		MisCursosInscritos	1591034771690	1591034771701	OK	 
USER	InscribirCurso	434	START	1591034771723	1591034771723
REQUEST	434		Home	1591034771724	1591034771729	OK	 
REQUEST	379		IniciarSesion	1591034771738	1591034771743	OK	 
REQUEST	242		IniciadoSesion	1591034771281	1591034771750	OK	 
REQUEST	242		IniciadoSesion Redirect 1	1591034771750	1591034771753	OK	 
REQUEST	134		VerCursos	1591034771782	1591034771795	OK	 
REQUEST	24		MisCursosInscritos	1591034771782	1591034771795	OK	 
USER	InscribirCurso	435	START	1591034771808	1591034771808
REQUEST	435		Home	1591034771809	1591034771813	OK	 
REQUEST	380		IniciarSesion	1591034771830	1591034771834	OK	 
REQUEST	243		IniciadoSesion	1591034771383	1591034771836	OK	 
REQUEST	243		IniciadoSesion Redirect 1	1591034771836	1591034771839	OK	 
REQUEST	135		VerCursos	1591034771874	1591034771887	OK	 
REQUEST	25		MisCursosInscritos	1591034771874	1591034771887	OK	 
USER	InscribirCurso	436	START	1591034771900	1591034771900
REQUEST	436		Home	1591034771900	1591034771904	OK	 
REQUEST	381		IniciarSesion	1591034771922	1591034771926	OK	 
REQUEST	244		IniciadoSesion	1591034771480	1591034771940	OK	 
REQUEST	244		IniciadoSesion Redirect 1	1591034771940	1591034771944	OK	 
REQUEST	136		VerCursos	1591034771959	1591034771969	OK	 
REQUEST	26		MisCursosInscritos	1591034771970	1591034771981	OK	 
USER	InscribirCurso	437	START	1591034771991	1591034771991
REQUEST	437		Home	1591034771992	1591034771996	OK	 
REQUEST	245		IniciadoSesion	1591034771572	1591034772024	OK	 
REQUEST	382		IniciarSesion	1591034772018	1591034772023	OK	 
REQUEST	245		IniciadoSesion Redirect 1	1591034772024	1591034772028	OK	 
REQUEST	137		VerCursos	1591034772039	1591034772051	OK	 
REQUEST	27		MisCursosInscritos	1591034772050	1591034772062	OK	 
USER	InscribirCurso	438	START	1591034772083	1591034772083
REQUEST	438		Home	1591034772083	1591034772088	OK	 
REQUEST	383		IniciarSesion	1591034772098	1591034772103	OK	 
REQUEST	246		IniciadoSesion	1591034771663	1591034772114	OK	 
REQUEST	246		IniciadoSesion Redirect 1	1591034772114	1591034772118	OK	 
REQUEST	138		VerCursos	1591034772120	1591034772131	OK	 
REQUEST	28		MisCursosInscritos	1591034772131	1591034772143	OK	 
USER	InscribirCurso	439	START	1591034772179	1591034772179
REQUEST	439		Home	1591034772179	1591034772184	OK	 
REQUEST	247		IniciadoSesion	1591034771738	1591034772189	OK	 
REQUEST	247		IniciadoSesion Redirect 1	1591034772189	1591034772193	OK	 
REQUEST	384		IniciarSesion	1591034772190	1591034772194	OK	 
REQUEST	139		VerCursos	1591034772212	1591034772223	OK	 
REQUEST	29		MisCursosInscritos	1591034772223	1591034772233	OK	 
USER	InscribirCurso	440	START	1591034772270	1591034772270
REQUEST	440		Home	1591034772270	1591034772275	OK	 
REQUEST	385		IniciarSesion	1591034772292	1591034772296	OK	 
REQUEST	248		IniciadoSesion	1591034771863	1591034772324	OK	 
REQUEST	140		VerCursos	1591034772314	1591034772326	OK	 
REQUEST	30		MisCursosInscritos	1591034772314	1591034772326	OK	 
REQUEST	248		IniciadoSesion Redirect 1	1591034772324	1591034772328	OK	 
USER	InscribirCurso	441	START	1591034772361	1591034772361
REQUEST	249		IniciadoSesion	1591034771911	1591034772365	OK	 
REQUEST	441		Home	1591034772362	1591034772366	OK	 
REQUEST	249		IniciadoSesion Redirect 1	1591034772365	1591034772369	OK	 
REQUEST	386		IniciarSesion	1591034772383	1591034772388	OK	 
REQUEST	31		MisCursosInscritos	1591034772388	1591034772399	OK	 
REQUEST	141		VerCursos	1591034772420	1591034772432	OK	 
REQUEST	250		IniciadoSesion	1591034772018	1591034772452	OK	 
USER	InscribirCurso	442	START	1591034772453	1591034772453
REQUEST	250		IniciadoSesion Redirect 1	1591034772452	1591034772456	OK	 
REQUEST	442		Home	1591034772454	1591034772458	OK	 
REQUEST	387		IniciarSesion	1591034772453	1591034772458	OK	 
REQUEST	142		VerCursos	1591034772490	1591034772502	OK	 
REQUEST	32		MisCursosInscritos	1591034772490	1591034772502	OK	 
USER	InscribirCurso	443	START	1591034772538	1591034772538
REQUEST	443		Home	1591034772539	1591034772543	OK	 
REQUEST	251		IniciadoSesion	1591034772109	1591034772552	OK	 
REQUEST	388		IniciarSesion	1591034772549	1591034772554	OK	 
REQUEST	251		IniciadoSesion Redirect 1	1591034772552	1591034772556	OK	 
REQUEST	33		MisCursosInscritos	1591034772593	1591034772604	OK	 
REQUEST	143		VerCursos	1591034772593	1591034772604	OK	 
USER	InscribirCurso	444	START	1591034772630	1591034772630
REQUEST	444		Home	1591034772630	1591034772635	OK	 
REQUEST	389		IniciarSesion	1591034772641	1591034772645	OK	 
REQUEST	252		IniciadoSesion	1591034772212	1591034772650	OK	 
REQUEST	252		IniciadoSesion Redirect 1	1591034772650	1591034772654	OK	 
REQUEST	144		VerCursos	1591034772678	1591034772688	OK	 
REQUEST	34		MisCursosInscritos	1591034772689	1591034772700	OK	 
USER	InscribirCurso	445	START	1591034772721	1591034772721
REQUEST	445		Home	1591034772722	1591034772727	OK	 
REQUEST	253		IniciadoSesion	1591034772292	1591034772735	OK	 
REQUEST	253		IniciadoSesion Redirect 1	1591034772735	1591034772739	OK	 
REQUEST	390		IniciarSesion	1591034772743	1591034772748	OK	 
REQUEST	145		VerCursos	1591034772770	1591034772783	OK	 
REQUEST	35		MisCursosInscritos	1591034772781	1591034772793	OK	 
USER	InscribirCurso	446	START	1591034772814	1591034772814
REQUEST	446		Home	1591034772815	1591034772819	OK	 
REQUEST	254		IniciadoSesion	1591034772388	1591034772822	OK	 
REQUEST	391		IniciarSesion	1591034772818	1591034772823	OK	 
REQUEST	254		IniciadoSesion Redirect 1	1591034772823	1591034772827	OK	 
REQUEST	36		MisCursosInscritos	1591034772862	1591034772873	OK	 
REQUEST	146		VerCursos	1591034772873	1591034772883	OK	 
USER	InscribirCurso	447	START	1591034772899	1591034772899
REQUEST	447		Home	1591034772899	1591034772904	OK	 
REQUEST	255		IniciadoSesion	1591034772479	1591034772909	OK	 
REQUEST	255		IniciadoSesion Redirect 1	1591034772910	1591034772914	OK	 
REQUEST	392		IniciarSesion	1591034772910	1591034772915	OK	 
REQUEST	147		VerCursos	1591034772943	1591034772954	OK	 
REQUEST	37		MisCursosInscritos	1591034772954	1591034772967	OK	 
USER	InscribirCurso	448	START	1591034772991	1591034772991
REQUEST	448		Home	1591034772991	1591034772995	OK	 
REQUEST	393		IniciarSesion	1591034773002	1591034773006	OK	 
REQUEST	256		IniciadoSesion	1591034772571	1591034773007	OK	 
REQUEST	256		IniciadoSesion Redirect 1	1591034773007	1591034773011	OK	 
REQUEST	148		VerCursos	1591034773039	1591034773050	OK	 
REQUEST	38		MisCursosInscritos	1591034773039	1591034773050	OK	 
USER	InscribirCurso	449	START	1591034773082	1591034773082
REQUEST	449		Home	1591034773083	1591034773087	OK	 
REQUEST	394		IniciarSesion	1591034773094	1591034773098	OK	 
REQUEST	257		IniciadoSesion	1591034772663	1591034773104	OK	 
REQUEST	257		IniciadoSesion Redirect 1	1591034773105	1591034773108	OK	 
REQUEST	39		MisCursosInscritos	1591034773120	1591034773131	OK	 
REQUEST	149		VerCursos	1591034773131	1591034773147	OK	 
USER	InscribirCurso	450	START	1591034773179	1591034773179
REQUEST	450		Home	1591034773180	1591034773185	OK	 
REQUEST	395		IniciarSesion	1591034773179	1591034773185	OK	 
REQUEST	258		IniciadoSesion	1591034772748	1591034773192	OK	 
REQUEST	258		IniciadoSesion Redirect 1	1591034773192	1591034773196	OK	 
REQUEST	150		VerCursos	1591034773223	1591034773236	OK	 
REQUEST	40		MisCursosInscritos	1591034773223	1591034773236	OK	 
USER	InscribirCurso	451	START	1591034773271	1591034773271
REQUEST	259		IniciadoSesion	1591034772829	1591034773275	OK	 
REQUEST	396		IniciarSesion	1591034773271	1591034773277	OK	 
REQUEST	451		Home	1591034773272	1591034773277	OK	 
REQUEST	259		IniciadoSesion Redirect 1	1591034773275	1591034773279	OK	 
REQUEST	151		VerCursos	1591034773308	1591034773318	OK	 
REQUEST	41		MisCursosInscritos	1591034773319	1591034773329	OK	 
USER	InscribirCurso	452	START	1591034773363	1591034773363
REQUEST	452		Home	1591034773363	1591034773367	OK	 
REQUEST	397		IniciarSesion	1591034773363	1591034773368	OK	 
REQUEST	260		IniciadoSesion	1591034772943	1591034773388	OK	 
REQUEST	260		IniciadoSesion Redirect 1	1591034773388	1591034773392	OK	 
REQUEST	152		VerCursos	1591034773400	1591034773411	OK	 
REQUEST	42		MisCursosInscritos	1591034773433	1591034773445	OK	 
USER	InscribirCurso	453	START	1591034773448	1591034773448
REQUEST	453		Home	1591034773449	1591034773453	OK	 
REQUEST	398		IniciarSesion	1591034773470	1591034773473	OK	 
REQUEST	261		IniciadoSesion	1591034773028	1591034773481	OK	 
REQUEST	261		IniciadoSesion Redirect 1	1591034773481	1591034773485	OK	 
REQUEST	153		VerCursos	1591034773502	1591034773514	OK	 
USER	InscribirCurso	454	START	1591034773539	1591034773539
REQUEST	454		Home	1591034773540	1591034773545	OK	 
REQUEST	43		MisCursosInscritos	1591034773539	1591034773553	OK	 
REQUEST	399		IniciarSesion	1591034773561	1591034773566	OK	 
REQUEST	262		IniciadoSesion	1591034773120	1591034773577	OK	 
REQUEST	262		IniciadoSesion Redirect 1	1591034773578	1591034773581	OK	 
REQUEST	154		VerCursos	1591034773583	1591034773594	OK	 
USER	InscribirCurso	455	START	1591034773631	1591034773631
REQUEST	455		Home	1591034773631	1591034773638	OK	 
REQUEST	44		MisCursosInscritos	1591034773631	1591034773643	OK	 
REQUEST	400		IniciarSesion	1591034773653	1591034773658	OK	 
REQUEST	263		IniciadoSesion	1591034773212	1591034773658	OK	 
REQUEST	263		IniciadoSesion Redirect 1	1591034773658	1591034773662	OK	 
REQUEST	155		VerCursos	1591034773690	1591034773702	OK	 
REQUEST	45		MisCursosInscritos	1591034773701	1591034773714	OK	 
USER	InscribirCurso	456	START	1591034773723	1591034773723
REQUEST	456		Home	1591034773723	1591034773727	OK	 
REQUEST	264		IniciadoSesion	1591034773304	1591034773741	OK	 
REQUEST	401		IniciarSesion	1591034773738	1591034773744	OK	 
REQUEST	264		IniciadoSesion Redirect 1	1591034773741	1591034773745	OK	 
REQUEST	46		MisCursosInscritos	1591034773782	1591034773795	OK	 
USER	InscribirCurso	457	START	1591034773808	1591034773808
REQUEST	457		Home	1591034773809	1591034773814	OK	 
REQUEST	156		VerCursos	1591034773808	1591034773821	OK	 
REQUEST	402		IniciarSesion	1591034773830	1591034773835	OK	 
REQUEST	265		IniciadoSesion	1591034773400	1591034773852	OK	 
REQUEST	265		IniciadoSesion Redirect 1	1591034773852	1591034773856	OK	 
REQUEST	47		MisCursosInscritos	1591034773874	1591034773886	OK	 
USER	InscribirCurso	458	START	1591034773899	1591034773899
REQUEST	458		Home	1591034773900	1591034773905	OK	 
REQUEST	266		IniciadoSesion	1591034773448	1591034773907	OK	 
REQUEST	266		IniciadoSesion Redirect 1	1591034773908	1591034773912	OK	 
REQUEST	403		IniciarSesion	1591034773921	1591034773926	OK	 
REQUEST	157		VerCursos	1591034773943	1591034773961	OK	 
REQUEST	48		MisCursosInscritos	1591034773949	1591034773964	OK	 
USER	InscribirCurso	459	START	1591034773990	1591034773990
REQUEST	459		Home	1591034773990	1591034773995	OK	 
REQUEST	267		IniciadoSesion	1591034773551	1591034774022	OK	 
REQUEST	267		IniciadoSesion Redirect 1	1591034774022	1591034774027	OK	 
REQUEST	404		IniciarSesion	1591034774023	1591034774028	OK	 
REQUEST	49		MisCursosInscritos	1591034774034	1591034774046	OK	 
USER	InscribirCurso	460	START	1591034774082	1591034774082
REQUEST	158		VerCursos	1591034774071	1591034774083	OK	 
REQUEST	460		Home	1591034774082	1591034774087	OK	 
REQUEST	268		IniciadoSesion	1591034773653	1591034774113	OK	 
REQUEST	405		IniciarSesion	1591034774108	1591034774113	OK	 
REQUEST	268		IniciadoSesion Redirect 1	1591034774113	1591034774117	OK	 
REQUEST	50		MisCursosInscritos	1591034774119	1591034774130	OK	 
USER	InscribirCurso	461	START	1591034774174	1591034774174
REQUEST	461		Home	1591034774174	1591034774180	OK	 
REQUEST	159		VerCursos	1591034774178	1591034774189	OK	 
REQUEST	406		IniciarSesion	1591034774189	1591034774193	OK	 
REQUEST	269		IniciadoSesion	1591034773738	1591034774194	OK	 
REQUEST	269		IniciadoSesion Redirect 1	1591034774195	1591034774198	OK	 
REQUEST	51		MisCursosInscritos	1591034774211	1591034774221	OK	 
REQUEST	160		VerCursos	1591034774244	1591034774254	OK	 
USER	InscribirCurso	462	START	1591034774258	1591034774258
REQUEST	462		Home	1591034774259	1591034774264	OK	 
REQUEST	270		IniciadoSesion	1591034773830	1591034774277	OK	 
REQUEST	270		IniciadoSesion Redirect 1	1591034774277	1591034774282	OK	 
REQUEST	407		IniciarSesion	1591034774293	1591034774299	OK	 
REQUEST	52		MisCursosInscritos	1591034774314	1591034774328	OK	 
USER	InscribirCurso	463	START	1591034774359	1591034774359
REQUEST	463		Home	1591034774360	1591034774365	OK	 
REQUEST	161		VerCursos	1591034774371	1591034774383	OK	 
REQUEST	271		IniciadoSesion	1591034773910	1591034774390	OK	 
REQUEST	408		IniciarSesion	1591034774383	1591034774393	OK	 
REQUEST	271		IniciadoSesion Redirect 1	1591034774391	1591034774397	OK	 
REQUEST	53		MisCursosInscritos	1591034774430	1591034774445	OK	 
USER	InscribirCurso	464	START	1591034774448	1591034774448
REQUEST	464		Home	1591034774449	1591034774456	OK	 
REQUEST	409		IniciarSesion	1591034774470	1591034774476	OK	 
REQUEST	162		VerCursos	1591034774482	1591034774496	OK	 
REQUEST	272		IniciadoSesion	1591034774012	1591034774522	OK	 
REQUEST	54		MisCursosInscritos	1591034774513	1591034774527	OK	 
REQUEST	272		IniciadoSesion Redirect 1	1591034774522	1591034774531	OK	 
USER	InscribirCurso	465	START	1591034774544	1591034774544
REQUEST	465		Home	1591034774545	1591034774552	OK	 
REQUEST	163		VerCursos	1591034774559	1591034774572	OK	 
REQUEST	410		IniciarSesion	1591034774573	1591034774579	OK	 
REQUEST	55		MisCursosInscritos	1591034774583	1591034774598	OK	 
USER	InscribirCurso	466	START	1591034774640	1591034774640
REQUEST	273		IniciadoSesion	1591034774104	1591034774649	OK	 
REQUEST	466		Home	1591034774641	1591034774652	OK	 
REQUEST	273		IniciadoSesion Redirect 1	1591034774649	1591034774656	OK	 
REQUEST	411		IniciarSesion	1591034774657	1591034774664	OK	 
REQUEST	164		VerCursos	1591034774657	1591034774672	OK	 
REQUEST	56		MisCursosInscritos	1591034774692	1591034774706	OK	 
REQUEST	274		IniciadoSesion	1591034774189	1591034774723	OK	 
USER	InscribirCurso	467	START	1591034774725	1591034774725
REQUEST	274		IniciadoSesion Redirect 1	1591034774723	1591034774729	OK	 
REQUEST	467		Home	1591034774725	1591034774731	OK	 
REQUEST	412		IniciarSesion	1591034774739	1591034774745	OK	 
REQUEST	165		VerCursos	1591034774750	1591034774764	OK	 
REQUEST	57		MisCursosInscritos	1591034774788	1591034774801	OK	 
USER	InscribirCurso	468	START	1591034774812	1591034774812
REQUEST	468		Home	1591034774812	1591034774818	OK	 
REQUEST	413		IniciarSesion	1591034774838	1591034774843	OK	 
REQUEST	275		IniciadoSesion	1591034774281	1591034774857	OK	 
REQUEST	166		VerCursos	1591034774850	1591034774862	OK	 
REQUEST	275		IniciadoSesion Redirect 1	1591034774857	1591034774863	OK	 
REQUEST	58		MisCursosInscritos	1591034774884	1591034774896	OK	 
USER	InscribirCurso	469	START	1591034774899	1591034774899
REQUEST	469		Home	1591034774899	1591034774904	OK	 
REQUEST	414		IniciarSesion	1591034774921	1591034774926	OK	 
REQUEST	276		IniciadoSesion	1591034774371	1591034774927	OK	 
REQUEST	276		IniciadoSesion Redirect 1	1591034774928	1591034774932	OK	 
REQUEST	167		VerCursos	1591034774954	1591034774966	OK	 
REQUEST	59		MisCursosInscritos	1591034774965	1591034774977	OK	 
USER	InscribirCurso	470	START	1591034775000	1591034775000
REQUEST	470		Home	1591034775001	1591034775006	OK	 
REQUEST	415		IniciarSesion	1591034775022	1591034775028	OK	 
REQUEST	277		IniciadoSesion	1591034774482	1591034775042	OK	 
REQUEST	277		IniciadoSesion Redirect 1	1591034775042	1591034775047	OK	 
REQUEST	168		VerCursos	1591034775038	1591034775050	OK	 
REQUEST	60		MisCursosInscritos	1591034775049	1591034775061	OK	 
REQUEST	278		IniciadoSesion	1591034774559	1591034775069	OK	 
REQUEST	278		IniciadoSesion Redirect 1	1591034775070	1591034775074	OK	 
USER	InscribirCurso	471	START	1591034775093	1591034775093
REQUEST	471		Home	1591034775093	1591034775098	OK	 
REQUEST	416		IniciarSesion	1591034775108	1591034775114	OK	 
REQUEST	61		MisCursosInscritos	1591034775119	1591034775132	OK	 
REQUEST	169		VerCursos	1591034775143	1591034775155	OK	 
REQUEST	279		IniciadoSesion	1591034774659	1591034775176	OK	 
USER	InscribirCurso	472	START	1591034775180	1591034775180
REQUEST	279		IniciadoSesion Redirect 1	1591034775176	1591034775181	OK	 
REQUEST	472		Home	1591034775180	1591034775185	OK	 
REQUEST	417		IniciarSesion	1591034775202	1591034775207	OK	 
REQUEST	280		IniciadoSesion	1591034774750	1591034775235	OK	 
REQUEST	280		IniciadoSesion Redirect 1	1591034775235	1591034775240	OK	 
REQUEST	170		VerCursos	1591034775228	1591034775241	OK	 
REQUEST	62		MisCursosInscritos	1591034775252	1591034775263	OK	 
USER	InscribirCurso	473	START	1591034775274	1591034775274
REQUEST	473		Home	1591034775274	1591034775279	OK	 
REQUEST	418		IniciarSesion	1591034775289	1591034775292	OK	 
REQUEST	171		VerCursos	1591034775300	1591034775311	OK	 
REQUEST	281		IniciadoSesion	1591034774838	1591034775315	OK	 
